Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Connexin Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Cytoplasmic U Snrnp Body -> Biodomain: Proteostasis, Synapse, Autophagy, Immune Response, Tau Homeostasis
GO Term: Cellular Response To Electrical Stimulus -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Apoptosis
GO Term: Cellular Response To Magnetism -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Immune Response, APP Metabolism
GO Term: Cellular Response To Mechanical Stimulus -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Tau Homeostasis
GO Term: Ssh1 Translocon Complex -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Translational Initiation In Response To Starvation -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: 'De Novo' L-Methionine Biosynthetic Process -> Biodomain: Amino Acid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: L-Methionine Salvage -> Biodomain: Methionine Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Aluminum Ion -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Immune Response, Autophagy
GO Term: Cellular Response To Cadmium Ion -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Calcium Ion -> Biodomain: Synapse, Oxidative Stress, Calcium Homeostasis, Proteostasis, Immune Response
GO Term: Cellular Response To Cobalt Ion -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Immune Response, Autophagy
GO Term: Cellular Response To Copper Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Autophagy
GO Term: Cellular Response To Iron Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Cellular Response To Iron(Iii) Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Cellular Response To Lead Ion -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Apoptosis, Endolysosome
GO Term: Cellular Response To Lithium Ion -> Biodomain: Proteostasis, Oxidative Stress, Synapse, APP Metabolism, Autophagy
GO Term: Cellular Response To Magnesium Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Cellular Response To Manganese Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Cellular Response To Mercury Ion -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Cellular Response To Zinc Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Cellular Response To L-Ascorbic Acid -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Cellular Response To Retinoic Acid -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, APP Metabolism
GO Term: Cellular Response To Vitamin B1 -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Vitamin D -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Vitamin E -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Cellular Response To Vitamin K -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, APP Metabolism, Autophagy
GO Term: Cellular Response To Alkaloid -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, Autophagy, APP Metabolism
GO Term: Cellular Response To Caffeine -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Immune Response, Apoptosis
GO Term: Cellular Response To Cocaine -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Immune Response, Apoptosis
GO Term: Cellular Response To Morphine -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Synapse
GO Term: Cellular Response To Nicotine -> Biodomain: Immune Response, Oxidative Stress, Synapse, Proteostasis, Apoptosis
GO Term: Cellular Response To Atp -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Camp -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, APP Metabolism
GO Term: Cellular Response To Cgmp -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, Apoptosis
GO Term: Cellular Response To Carbohydrate Stimulus -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Sucrose Stimulus -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Cellular Response To Fructose Stimulus -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Cellular Response To Glucose Stimulus -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Hair Follicle Cell Proliferation -> Biodomain: Proteostasis, Apoptosis, Immune Response, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Hair Follicle Cell Proliferation -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Mll1 Complex -> Biodomain: Epigenetic, Tau Homeostasis, Proteostasis, Immune Response, Autophagy
GO Term: Skeletal Muscle Acetylcholine-Gated Channel Clustering -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism
GO Term: Diphosphate Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Tau Homeostasis
GO Term: Cellular Response To Cytokine Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Type Ii Interferon -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Interleukin-1 -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Interleukin-11 -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Interleukin-12 -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Interleukin-18 -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Interleukin-4 -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Cellular Response To Interleukin-6 -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Tumor Necrosis Factor -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Tau Homeostasis
GO Term: Cellular Response To Type I Interferon -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Dsrna -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Cellular Response To Exogenous Dsrna -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Ethanol -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Cellular Response To Ether -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Growth Factor Stimulus -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Cellular Response To Epidermal Growth Factor Stimulus -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Cellular Response To Gonadotropin Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Follicle-Stimulating Hormone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Synapse, APP Metabolism
GO Term: Cellular Response To Luteinizing Hormone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Cellular Response To Parathyroid Hormone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Peptide Hormone Stimulus -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Cellular Response To Corticotropin-Releasing Hormone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Cellular Response To Glucagon Stimulus -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, APP Metabolism
GO Term: Cellular Response To Growth Hormone Stimulus -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, APP Metabolism
GO Term: Cellular Response To Prostaglandin Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, APP Metabolism
GO Term: Cellular Response To Prostaglandin E Stimulus -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Synapse
GO Term: Cellular Response To Steroid Hormone Stimulus -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Cellular Response To Corticosteroid Stimulus -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Synapse
GO Term: Cellular Response To Glucocorticoid Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, APP Metabolism
GO Term: Cellular Response To Corticosterone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Synapse
GO Term: Cellular Response To Cortisol Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Cellular Response To Mineralocorticoid Stimulus -> Biodomain: Oxidative Stress, Immune Response, APP Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Cellular Response To Estrogen Stimulus -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Cellular Response To Estradiol Stimulus -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Cellular Response To Progesterone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Synapse, Apoptosis
GO Term: Cellular Response To Testosterone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Synapse, APP Metabolism
GO Term: Cellular Response To Jasmonic Acid Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Cellular Response To Lipid -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Cellular Response To Cholesterol -> Biodomain: Lipid Metabolism, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Cellular Response To Fatty Acid -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Oleic Acid -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Triglyceride -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Lipoprotein Particle Stimulus -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, APP Metabolism, Proteostasis
GO Term: Cellular Response To High Density Lipoprotein Particle Stimulus -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Cellular Response To Low-Density Lipoprotein Particle Stimulus -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, APP Metabolism, Autophagy
GO Term: Cellular Response To Cycloheximide -> Biodomain: Proteostasis, Apoptosis, Synapse, Oxidative Stress, Tau Homeostasis
GO Term: Cellular Response To Genistein -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, Autophagy, APP Metabolism
GO Term: Cellular Response To Purine-Containing Compound -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Cellular Response To Amine Stimulus -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Cellular Response To Histamine -> Biodomain: Immune Response, Synapse, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Manganese Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Succinate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Malate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, APP Metabolism, Autophagy
GO Term: Rrna (Cytosine-N4-)-Methyltransferase Activity -> Biodomain: RNA Spliceosome, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Clathrin Complex -> Biodomain: Synapse, Proteostasis, Endolysosome, APP Metabolism, Oxidative Stress
GO Term: Cellular Response To Pheromone -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Synapse, Apoptosis
GO Term: Cellular Response To Hydroperoxide -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Lipid Hydroperoxide -> Biodomain: Oxidative Stress, Lipid Metabolism, Proteostasis, Apoptosis, Immune Response
GO Term: Cellular Response To Superoxide -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Cellular Response To Oxygen Levels -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Anoxia -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism, Immune Response
GO Term: Cellular Response To Hyperoxia -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Immune Response, Mitochondrial Metabolism
GO Term: Cellular Response To Hypoxia -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Tau Homeostasis, APP Metabolism
GO Term: Protein Localization To Chromosome, Centromeric Region -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Cellular Response To Cell-Matrix Adhesion -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Cellular Response To Redox State -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Tau Homeostasis
GO Term: Cellular Response To Hydrostatic Pressure -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Immune Response, APP Metabolism
GO Term: Cellular Response To Xenobiotic Stimulus -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Immune Response, Autophagy
GO Term: Cellular Response To Ph -> Biodomain: Oxidative Stress, Proteostasis, Synapse, APP Metabolism, Autophagy
GO Term: Cellular Response To Acidic Ph -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Immune Response
GO Term: Cellular Response To Alkaline Ph -> Biodomain: Oxidative Stress, Proteostasis, Synapse, APP Metabolism, Autophagy
GO Term: Cellular Response To Osmotic Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Non-Ionic Osmotic Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, APP Metabolism, Immune Response
GO Term: Cellular Response To Salt Stress -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Immune Response
GO Term: Cellular Hyperosmotic Response -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Hyperosmotic Salinity Response -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Hypotonic Response -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Hypotonic Salinity Response -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Radiation -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Immune Response, Autophagy
GO Term: Cellular Response To Ionizing Radiation -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Immune Response, Endolysosome
GO Term: Cellular Response To Gamma Radiation -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Immune Response, Autophagy
GO Term: Cellular Response To X-Ray -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Proteostasis, Autophagy
GO Term: Cellular Response To Light Stimulus -> Biodomain: Oxidative Stress, Proteostasis, Synapse, APP Metabolism, Autophagy
GO Term: Cellular Response To High Light Intensity -> Biodomain: Oxidative Stress, Proteostasis, Synapse, APP Metabolism, Autophagy
GO Term: Cellular Response To Uv-A -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Autophagy
GO Term: Cellular Response To Uv-B -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Uv-C -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Autophagy
GO Term: Cellular Response To Fluid Shear Stress -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Cellular Response To Laminar Fluid Shear Stress -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Cellular Response To Nitrosative Stress -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Proteostasis, Autophagy
GO Term: Cellular Response To Sterol Depletion -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Temperature Stimulus -> Biodomain: Oxidative Stress, Proteostasis, Synapse, Immune Response, Apoptosis
GO Term: Response To Heparin -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Endolysosome
GO Term: Cellular Response To Heparin -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Cellular Response To Mycophenolic Acid -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, Autophagy, APP Metabolism
GO Term: Phosphopantothenoylcysteine Decarboxylase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Genomic Imprinting -> Biodomain: Epigenetic, APP Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: Semaphorin-Plexin Signaling Pathway -> Biodomain: Synapse, Immune Response, Proteostasis, Tau Homeostasis, Apoptosis
GO Term: Trna Re-Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Oxidative Stress, Immune Response
GO Term: Cementum Mineralization -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis, Immune Response
GO Term: Ankyrin Repeat Binding -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Ring-Like Zinc Finger Domain Binding -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Protein Localization To Centrosome -> Biodomain: Proteostasis, Synapse, Apoptosis, Tau Homeostasis, Immune Response
GO Term: Eukaryotic Translation Initiation Factor 3 Complex, Eif3E -> Biodomain: Proteostasis, Synapse, Apoptosis, Tau Homeostasis, Immune Response
GO Term: Eukaryotic Translation Initiation Factor 3 Complex, Eif3M -> Biodomain: Proteostasis, Synapse, Apoptosis, Tau Homeostasis, Immune Response
GO Term: Dopaminergic Neuron Differentiation -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism
GO Term: Diphosphoinositol Polyphosphate Metabolic Process -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Diphosphoinositol Polyphosphate Catabolic Process -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Autophagy
GO Term: Inositol Phosphate Catabolic Process -> Biodomain: Synapse, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Pi-Body -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Pip-Body -> Biodomain: Proteostasis, Synapse, Apoptosis, Oxidative Stress, Tau Homeostasis
GO Term: Response To Dexamethasone -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, APP Metabolism
GO Term: Cellular Response To Dexamethasone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Death-Inducing Signaling Complex Assembly -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Immune Response, Tau Homeostasis
GO Term: Histone H3K27Me2/H3K27Me3 Demethylase Activity -> Biodomain: Epigenetic, Proteostasis, Tau Homeostasis, Immune Response, Autophagy
GO Term: Response To Transforming Growth Factor Beta -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Cellular Response To Transforming Growth Factor Beta Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Nucleus-Vacuole Junction -> Biodomain: Autophagy, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Npbaf Complex -> Biodomain: Synapse, Proteostasis, Immune Response, Autophagy, Tau Homeostasis
GO Term: Nbaf Complex -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Ufm1 Activating Enzyme Activity -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Deufmylase Activity -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Immune Response, APP Metabolism
GO Term: Ufm1 Transferase Activity -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Protein Ufmylation -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, APP Metabolism, Immune Response
GO Term: Zinc Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Zinc Ion Import Across Plasma Membrane -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Regulation Of Zinc Ion Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Immune Response
GO Term: Negative Regulation Of Zinc Ion Transmembrane Import -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Immune Response, Proteostasis
GO Term: Detoxification Of Cadmium Ion -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Autophagy, Immune Response
GO Term: Caax-Box Protein Processing -> Biodomain: Proteostasis, APP Metabolism, Autophagy, Oxidative Stress, Tau Homeostasis
GO Term: Lymphocyte Aggregation -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Nem1-Spo7 Phosphatase Complex -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, Endolysosome, Immune Response
GO Term: Ubiquitin-Dependent Protein Catabolic Process Via The N-End Rule Pathway -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Neuronal Ribonucleoprotein Granule -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Otic Vesicle Development -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism
GO Term: Otic Vesicle Morphogenesis -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism
GO Term: Phytosphingosine Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Endothelial Cell-Cell Adhesion -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Transforming Growth Factor Beta Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Linoleic Acid Epoxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Lysophospholipid Acyltransferase Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Lysophosphatidylethanolamine Acyltransferase Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Granulocyte Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Regulation Of Granulocyte Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Granulocyte Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome
GO Term: Vocalization Behavior -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Mastication -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Mitochondrial Metabolism
GO Term: Cytoplasm Protein Quality Control By The Ubiquitin-Proteasome System -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Nuclear Protein Quality Control By The Ubiquitin-Proteasome System -> Biodomain: Proteostasis, Autophagy, Tau Homeostasis, Oxidative Stress, Immune Response
GO Term: Negative Regulation Of Transforming Growth Factor Beta Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Positive Regulation Of Transforming Growth Factor Beta Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Negative Regulation Of Monocyte Chemotactic Protein-1 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Monocyte Chemotactic Protein-1 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Regulation Of Macrophage Inflammatory Protein 1 Alpha Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Negative Regulation Of Macrophage Inflammatory Protein 1 Alpha Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Macrophage Inflammatory Protein 1 Alpha Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Negative Regulation Of Chemokine (C-C Motif) Ligand 4 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Chemokine (C-C Motif) Ligand 5 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Positive Regulation Of Chemokine (C-C Motif) Ligand 5 Production -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
