node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_POSITIVE_REGULATION_OF_MUCUS_SECRETION,GO:0070257,biological_process,GO:0008150,Immune System and Inflammation,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_PYROPTOSIS,,,,Apoptosis,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction
GOBP_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,GO:0070278,biological_process,GO:0008150,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY,GO:0070286,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_N_ACYLETHANOLAMINE_METABOLIC_PROCESS,GO:0070291,biological_process,GO:0008150,Lipid Metabolism,Signal Transduction,Neurotransmission and Synaptic Regulation,Immune System and Inflammation,Response to Stimulus
GOBP_RENAL_ABSORPTION,GO:0070293,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking
GOBP_RENAL_WATER_ABSORPTION,GO:0070295,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Signal Transduction
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,GO:0070296,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Mitochondrial Function and Metabolism,Response to Stimulus
GOBP_LENS_FIBER_CELL_DIFFERENTIATION,GO:0070306,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Structural Stabilization,Cell Cycle,Transcription and Translation Machinery
GOBP_LENS_FIBER_CELL_DEVELOPMENT,GO:0070307,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_LENS_FIBER_CELL_MORPHOGENESIS,GO:0070309,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_G1_TO_G0_TRANSITION,GO:0070314,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_FAT_CELL_PROLIFERATION,GO:0070341,biological_process,GO:0008150,Cell Cycle,Lipid Metabolism,System and Developmental Process,Structural Stabilization,Response to Stimulus
GOBP_HEPATOCYTE_DIFFERENTIATION,GO:0070365,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Lipid Metabolism,Protein Metabolism and Trafficking
GOBP_ERK1_AND_ERK2_CASCADE,GO:0070371,biological_process,GO:0008150,Signal Transduction,Cell Cycle,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,GO:0070374,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY,,,,Signal Transduction,RNA Metabolism,Protein Metabolism and Trafficking,Immune System and Inflammation,Response to Stimulus
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_1_SIGNALING_PATHWAY,GO:0070427,biological_process,GO:0008150,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Apoptosis,System and Developmental Process
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,GO:0070431,biological_process,GO:0008150,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,GO:0070432,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Apoptosis
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,,,,Signal Transduction,Immune System and Inflammation,Protein Metabolism and Trafficking,Epigenetic Regulation,Response to Stimulus
GOBP_LEUKOCYTE_AGGREGATION,GO:0070486,biological_process,GO:0008150,Cell Adhesion and Interaction,Immune System and Inflammation,Response to Stimulus,System and Developmental Process,Signal Transduction
GOBP_MONOCYTE_AGGREGATION,GO:0070487,biological_process,GO:0008150,Cell Adhesion and Interaction,Immune System and Inflammation,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_ENDOCARDIAL_CUSHION_FORMATION,GO:0003272,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_ENDOCARDIAL_CUSHION_FUSION,GO:0003274,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS,GO:0003278,biological_process,GO:0008150,Apoptosis,System and Developmental Process,Structural Stabilization,Cell Cycle,Signal Transduction
GOBP_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,,,,Signal Transduction,System and Developmental Process,Transcription and Translation Machinery,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,,,,Signal Transduction,System and Developmental Process,Transcription and Translation Machinery,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,,,,Signal Transduction,System and Developmental Process,Transcription and Translation Machinery,Epigenetic Regulation,Cell Adhesion and Interaction
GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION,GO:0003309,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE,,,,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,GO:0003323,biological_process,GO:0008150,System and Developmental Process,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,GO:0003330,biological_process,GO:0008150,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,,,,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Structural Stabilization,System and Developmental Process
GOBP_KERATINOCYTE_DEVELOPMENT,GO:0003334,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Epigenetic Regulation
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS,GO:0003337,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Transcription and Translation Machinery
GOBP_METANEPHROS_MORPHOGENESIS,GO:0003338,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS,GO:0003339,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Response to Stimulus
GOBP_CILIUM_MOVEMENT,GO:0003341,biological_process,GO:0008150,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,System and Developmental Process,Response to Stimulus
GOBP_REGULATION_OF_CILIUM_MOVEMENT,GO:0003352,biological_process,GO:0008150,Response to Stimulus,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,System and Developmental Process
GOBP_EPITHELIAL_CELL_MORPHOGENESIS,GO:0003382,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Signal Transduction
GOBP_AXIS_ELONGATION,GO:0003401,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Response to Stimulus
GOBP_RETINAL_PIGMENT_EPITHELIUM_DEVELOPMENT,GO:0003406,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus
GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0003413,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT,GO:0003417,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DEVELOPMENT,GO:0003431,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Cell Adhesion and Interaction,Signal Transduction
GOBP_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0003433,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization
GOBP_DISACCHARIDE_METABOLIC_PROCESS,GO:0005984,biological_process,GO:0008150,Molecular Transport and Homeostasis,Lipid Metabolism,System and Developmental Process,Response to Stimulus,Mitochondrial Function and Metabolism
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,GO:0006022,,,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS,GO:0006029,biological_process,GO:0008150,Protein Metabolism and Trafficking,Lipid Metabolism,Structural Stabilization,System and Developmental Process,Response to Stimulus
GOBP_ETHANOL_METABOLIC_PROCESS,GO:0006067,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process,Mitochondrial Function and Metabolism
GOBP_ETHANOL_CATABOLIC_PROCESS,,,,Lipid Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS,,,,Lipid Metabolism,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_ORGANIC_ACID_METABOLIC_PROCESS,GO:0006082,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,GO:0006120,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,GO:0006122,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Metabolic Pathways,Cellular Respiration,Redox Reactions,Membrane Biology
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,GO:0006123,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Energy Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOBP_PURINE_RIBONUCLEOSIDE_SALVAGE,GO:0006166,biological_process,GO:0008150,RNA Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Protein Metabolism and Trafficking
GOBP_CAMP_CATABOLIC_PROCESS,GO:0006198,biological_process,GO:0008150,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking,Epigenetic Regulation
GOBP_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS,GO:0006207,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_DNA_REPLICATION_SYNTHESIS_OF_RNA_PRIMER,,,,DNA Repair,Transcription and Translation Machinery,Cell Cycle,Molecular Transport and Homeostasis,Signal Transduction
GOBP_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR,GO:0006283,biological_process,GO:0008150,DNA Repair,Transcription and Translation Machinery,Signal Transduction,Epigenetic Regulation,Response to Stimulus
GOBP_PYRIMIDINE_DIMER_REPAIR,GO:0006290,biological_process,GO:0008150,DNA Repair,Response to Stimulus,Cell Cycle,System and Developmental Process,Signal Transduction
GOBP_DNA_MODIFICATION,GO:0006304,biological_process,GO:0008150,Epigenetic Regulation,DNA Repair,Transcription and Translation Machinery,System and Developmental Process,Response to Stimulus
GOBP_DNA_METHYLATION,,,,Epigenetic Regulation,DNA Repair,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction
GOBP_CHROMATIN_ORGANIZATION,GO:0006325,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Cell Cycle,System and Developmental Process
GOBP_CHROMATIN_REMODELING,GO:0006338,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Signal Transduction,System and Developmental Process
GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION,,,,Epigenetic Regulation,Structural Stabilization,DNA Repair,System and Developmental Process,Transcription and Translation Machinery
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GO:0006354,biological_process,GO:0008150,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_MRNA_SPLICE_SITE_SELECTION,,,,RNA Metabolism,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Epigenetic Regulation,Signal Transduction
GOBP_MRNA_CLEAVAGE,,,,RNA Metabolism,Transcription and Translation Machinery,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Signal Transduction
GOBP_MRNA_PROCESSING,GO:0006397,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_TRNA_MODIFICATION,GO:0006400,biological_process,GO:0008150,Transcription and Translation Machinery,Protein Metabolism and Trafficking,RNA Metabolism,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,,,,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process
GOBP_CELL_CYCLE_DNA_REPLICATION_INITIATION,GO:1902292,,,Cell Cycle,DNA Repair,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1902305,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,System and Developmental Process,Neurotransmission and Synaptic Regulation
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1902307,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Neurotransmission and Synaptic Regulation
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS,,,,Apoptosis,System and Developmental Process,Signal Transduction,Structural Stabilization,Cell Adhesion and Interaction
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,GO:1902459,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_PROTEIN_LOCALIZATION_TO_CELL_LEADING_EDGE,GO:1902463,biological_process,GO:0008150,Cell Adhesion and Interaction,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE,GO:1902473,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Neurodevelopment and Neuronal Differentiation
GOBP_REGULATION_OF_PROTEIN_AUTOUBIQUITINATION,GO:1902498,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,GO:1902533,biological_process,GO:0008150,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,GO:1902600,biological_process,GO:0008150,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION,GO:1902622,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_AXON_GUIDANCE,GO:1902667,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Signal Transduction,System and Developmental Process,Structural Stabilization,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS,,,,RNA Metabolism,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE,GO:1902683,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Neurodevelopment and Neuronal Differentiation
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION,GO:1902731,biological_process,GO:0008150,Cell Cycle,Signal Transduction,System and Developmental Process,Response to Stimulus,Structural Stabilization
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION,GO:1902732,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,GO:1902742,biological_process,GO:0008150,Apoptosis,System and Developmental Process,Signal Transduction,Cell Cycle,Neurodevelopment and Neuronal Differentiation
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,GO:1902743,biological_process,GO:0008150,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,GO:1902808,biological_process,GO:0008150,Cell Cycle,Signal Transduction,System and Developmental Process,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MICROTUBULE,GO:1902817,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking,Structural Stabilization,System and Developmental Process
GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION,,,,Transcription and Translation Machinery,Epigenetic Regulation,RNA Metabolism,Signal Transduction,System and Developmental Process
GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,GO:1902914,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Epigenetic Regulation,Response to Stimulus,DNA Repair
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,GO:1902916,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction,Apoptosis
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,GO:1902930,,,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY,,,,Neurotransmission and Synaptic Regulation,Signal Transduction,Protein Metabolism and Trafficking,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY,,,,Signal Transduction,Neurotransmission and Synaptic Regulation,Protein Metabolism and Trafficking,Response to Stimulus,Neurodevelopment and Neuronal Differentiation
GOBP_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,GO:1902956,,,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_ASPARTIC_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,,,,Protein Metabolism and Trafficking,Neurotransmission and Synaptic Regulation,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,GO:1902993,biological_process,GO:0008150,Protein Metabolism and Trafficking,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS,GO:1903018,,,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Immune System and Inflammation,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS,GO:1903019,biological_process,GO:0008150,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,,,,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,GO:1903034,biological_process,GO:0008150,Response to Stimulus,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,GO:1903035,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,GO:1903053,biological_process,GO:0008150,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,GO:1903054,biological_process,GO:0008150,Structural Stabilization,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus
GOBP_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,,,,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Autophagy,Response to Stimulus,Epigenetic Regulation
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,GO:1903115,,,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_REGULATION_OF_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY,,,,Apoptosis,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1903170,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Neurotransmission and Synaptic Regulation
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH,,,,Apoptosis,Response to Stimulus,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Mitochondrial Function and Metabolism
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_MEMBRANE,GO:1903292,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,Signal Transduction
GOBP_REGULATION_OF_GLUTAMATE_SECRETION_NEUROTRANSMISSION,GO:1903294,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,GO:1903311,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,GO:1903313,biological_process,GO:0008150,RNA Metabolism,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Signal Transduction
GOBP_REGULATION_OF_PROTEIN_MATURATION,GO:1903317,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION,GO:1903319,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,GO:1903348,biological_process,GO:0008150,Cell Adhesion and Interaction,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,System and Developmental Process
GOBP_REGULATION_OF_GOLGI_ORGANIZATION,GO:1903358,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOCC_AP_2_ADAPTOR_COMPLEX,GO:0030122,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Response to Stimulus
