Running with TEMP=0.9, sub_array_index=8
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 8: rows 7000 to 7999
GO Term: Cardiolipin Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Apoptosis, Oxidative Stress, Autophagy
GO Term: Choline Binding -> Biodomain: Lipid Metabolism, Synapse, Structural Stabilization, Epigenetic, Endolysosome
GO Term: Node Of Ranvier -> Biodomain: Myelination, Structural Stabilization, Synapse, Proteostasis, Lipid Metabolism
GO Term: Internode Region Of Axon -> Biodomain: Myelination, Structural Stabilization, Synapse, Proteostasis, Lipid Metabolism
GO Term: Paranode Region Of Axon -> Biodomain: Myelination, Structural Stabilization, Synapse, Endolysosome, Lipid Metabolism
GO Term: Response To Vitamin -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Immune Response, Autophagy, Lipid Metabolism
GO Term: Response To Vitamin B2 -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Actin-Myosin Filament Sliding -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Lipid Metabolism
GO Term: Transcription Factor Tftc Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Cell Proliferation In Midbrain -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, RNA Spliceosome, Structural Stabilization
GO Term: Response To Vitamin D -> Biodomain: Immune Response, Lipid Metabolism, Epigenetic, Cell Cycle, Autophagy
GO Term: Eukaryotic 48S Preinitiation Complex -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy
GO Term: Eukaryotic 80S Initiation Complex -> Biodomain: Proteostasis, Cell Cycle, Structural Stabilization, Epigenetic, RNA Spliceosome
GO Term: T-Tubule Organization -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Secretion Of Lysosomal Enzymes -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Dehydroascorbic Acid Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Vasculature, Immune Response
GO Term: Cell Cycle Comprising Mitosis Without Cytokinesis -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Phytol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Meiotic Cell Cycle Checkpoint Signaling -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Epigenetic, Proteostasis
GO Term: Mitotic Dna Replication Checkpoint Signaling -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Meiotic Spindle Assembly Checkpoint Signaling -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Apoptosis, Epigenetic
GO Term: Udp-D-Xylose Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Epigenetic, Autophagy
GO Term: Cerebrospinal Fluid Secretion -> Biodomain: Vasculature, Endolysosome, Proteostasis, Mitochondrial Metabolism, Structural Stabilization
GO Term: Leydig Cell Differentiation -> Biodomain: Mitochondrial Metabolism, Steroid Metabolism, Cell Differentiation, Reproductive System, Endocrine Signaling
GO Term: Peroxisome Membrane Targeting Sequence Binding -> Biodomain: Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy, Structural Stabilization
GO Term: Cholesterol Efflux -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Endolysosome, Proteostasis
GO Term: L-Asparagine Catabolic Process Via L-Aspartate -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: S-Adenosylmethionine Cycle -> Biodomain: Mitochondrial Metabolism, Epigenetic, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Secretory Granule Organization -> Biodomain: Proteostasis, Endolysosome, Synapse, Autophagy, Vasculature
GO Term: Mast Cell Secretory Granule Organization -> Biodomain: Immune Response, Structural Stabilization, Endolysosome, Proteostasis, Autophagy
GO Term: Protein Localization To Organelle -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Protein Localization To Secretory Granule -> Biodomain: Proteostasis, Endolysosome, Immune Response, Synapse, Autophagy
GO Term: T Cell Secretory Granule Organization -> Biodomain: Immune Response, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Maintenance Of Protease Location In Mast Cell Secretory Granule -> Biodomain: Immune Response, Proteostasis, Endolysosome, Structural Stabilization, Synapse
GO Term: Maintenance Of Granzyme B Location In T Cell Secretory Granule -> Biodomain: Immune Response, Endolysosome, Proteostasis, Apoptosis, Synapse
GO Term: Geranyl Diphosphate Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Geranyl Diphosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Geranylgeranyl Diphosphate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Putrescine Biosynthetic Process From Arginine, Via Ornithine -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Putrescine Biosynthetic Process From Arginine, Via Agmatine -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Chromatoid Body -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Endolysosome, Autophagy
GO Term: Beta-Alanine Biosynthetic Process Via 3-Ureidopropionate -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: S-Methylmethionine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, Oxidative Stress, Proteostasis, Autophagy
GO Term: Intracellular Nitric Oxide Homeostasis -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Immune Response, Vasculature
GO Term: Cholesterol Biosynthetic Process Via 24,25-Dihydrolanosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Cholesterol Biosynthetic Process Via Desmosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Cholesterol Biosynthetic Process Via Lathosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization, Autophagy
GO Term: Galactose Catabolic Process Via Udp-Galactose, Leloir Pathway -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Carbohydrate Homeostasis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Vasculature
GO Term: Hulc Complex -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Apoptosis
GO Term: Floor Plate Development -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Autophagy, Apoptosis
GO Term: Floor Plate Morphogenesis -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Apoptosis, Epigenetic
GO Term: L-Lysine Catabolic Process To Acetyl-Coa Via Saccharopine -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: L-Lysine Catabolic Process To Acetyl-Coa Via L-Pipecolate -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Fatty Acid Beta-Oxidation Using Acyl-Coa Dehydrogenase -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Fatty Acid Beta-Oxidation Using Acyl-Coa Oxidase -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Map Kinase Phosphatase Activity -> Biodomain: Apoptosis, Oxidative Stress, Immune Response, Cell Cycle, Proteostasis
GO Term: Map Kinase Tyrosine Phosphatase Activity -> Biodomain: Proteostasis, Oxidative Stress, Epigenetic, Apoptosis, Cell Cycle
GO Term: Response To Vitamin B3 -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, DNA Repair, Epigenetic, Lipid Metabolism
GO Term: Rdna Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Cellular Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Autophagy, DNA Repair
GO Term: Multicellular Organismal Response To Stress -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Autophagy, Apoptosis
GO Term: Slx1-Slx4 Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Protein Lysine Deacetylase Activity -> Biodomain: Epigenetic, Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Unsaturated Fatty Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Oxidative Stress
GO Term: Folate Reductase Activity -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Cell Cycle, Oxidative Stress
GO Term: Dorsal/Ventral Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Autophagy, Proteostasis
GO Term: Anterior/Posterior Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Epigenetic
GO Term: Escrt-0 Complex -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Gamma-Tubulin Complex Localization -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Dna Replication, Okazaki Fragment Processing -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Mitochondrial Metabolism, Epigenetic
GO Term: Transferrin Transport -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Vasculature, Immune Response, Oxidative Stress
GO Term: Response To Testosterone -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Cell Cycle, Proteostasis, Oxidative Stress
GO Term: Elongator Holoenzyme Complex -> Biodomain: Proteostasis, RNA Spliceosome, Metal Binding and Homeostasis, Epigenetic, Mitochondrial Metabolism
GO Term: Response To Cobalamin -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, DNA Repair, Epigenetic
GO Term: Response To L-Ascorbic Acid -> Biodomain: Oxidative Stress, Immune Response, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Rna Strand Annealing Activity -> Biodomain: RNA Spliceosome, Epigenetic, Immune Response, Structural Stabilization, Proteostasis
GO Term: Brca2-Mage-D1 Complex -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Epigenetic
GO Term: Response To Hydroxyisoflavone -> Biodomain: Oxidative Stress, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Response To Genistein -> Biodomain: Apoptosis, Cell Cycle, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Tsc1-Tsc2 Complex -> Biodomain: Autophagy, Proteostasis, Mitochondrial Metabolism, Cell Cycle, Apoptosis
GO Term: Mitotic Checkpoint Complex -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Apoptosis, Autophagy
GO Term: Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Lipid Metabolism, Epigenetic, DNA Repair, Structural Stabilization
GO Term: Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Epigenetic, Endolysosome, Lipid Metabolism, Structural Stabilization
GO Term: Negative Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Epigenetic
GO Term: Positive Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Epigenetic, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Negative Regulation Of Dopamine Secretion -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Dopamine Secretion -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Negative Regulation Of Catecholamine Secretion -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Mitochondrial Metabolism
GO Term: Positive Regulation Of Catecholamine Secretion -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Oxalate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Receptor Serine/Threonine Kinase Binding -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Structural Stabilization
GO Term: Mitochondrial Proton-Transporting Atp Synthase Complex Assembly -> Biodomain: Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress, Autophagy
GO Term: Mitochondrial Cytochrome C Oxidase Assembly -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Membrane Protein Proteolysis -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Apoptosis
GO Term: Integrin Activation -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Apoptosis, Proteostasis
GO Term: Regulation Of Integrin Activation -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Cell Cycle
GO Term: Negative Regulation Of Integrin Activation -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Positive Regulation Of Integrin Activation -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Synapse
GO Term: Positive Regulation Of Integrin Activation By Cell Surface Receptor Linked Signal Transduction -> Biodomain: Immune Response, Structural Stabilization, Vasculature, Cell Cycle, Apoptosis
GO Term: Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Apoptosis, Cell Cycle
GO Term: Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Proteostasis, Cell Cycle
GO Term: Negative Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Cell Cycle, Proteostasis
GO Term: Positive Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Cell Cycle, Apoptosis
GO Term: Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Metal Binding and Homeostasis, Cell Cycle
GO Term: Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Synapse, Proteostasis
GO Term: Negative Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Structural Stabilization, Vasculature, Cell Cycle, Apoptosis
GO Term: Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Cell Cycle
GO Term: Negative Regulation Of Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Oxidative Stress, Immune Response
GO Term: Positive Regulation Of Kinase Activity -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Proteostasis, Autophagy
GO Term: Dna/Rna Helicase Activity -> Biodomain: DNA Repair, RNA Spliceosome, Cell Cycle, Autophagy, Proteostasis
GO Term: 5'-3' Dna/Rna Helicase Activity -> Biodomain: DNA Repair, RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis
GO Term: 3'-5' Dna/Rna Helicase Activity -> Biodomain: DNA Repair, Cell Cycle, RNA Spliceosome, Epigenetic, Structural Stabilization
GO Term: Negative Regulation Of Luteinizing Hormone Secretion -> Biodomain: Synapse, Epigenetic, Lipid Metabolism, Myelination, Proteostasis
GO Term: Positive Regulation Of Luteinizing Hormone Secretion -> Biodomain: Epigenetic,Synapse,Lipid Metabolism,Cell Cycle,Vasculature
GO Term: Osteoblast Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: Regulation Of Osteoblast Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Epigenetic
GO Term: Negative Regulation Of Osteoblast Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Immune Response
GO Term: Positive Regulation Of Osteoblast Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Proteostasis
GO Term: Sialic Acid Binding -> Biodomain: Immune Response, Lipid Metabolism, Proteostasis, Endolysosome, Synapse
GO Term: Neurofilament Bundle Assembly -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Myelination, Tau Homeostasis
GO Term: Heterochromatin Boundary Formation -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Dna 5'-Adenosine Monophosphate Hydrolase Activity -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Proteostasis, Cell Cycle, Apoptosis
GO Term: Phospholipid Efflux -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Myelination, Apoptosis
GO Term: 3-Beta-Hydroxy-5-Beta-Steroid Dehydrogenase (Nadp+) Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Aldehyde Dehydrogenase (Nadp+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Aspartate Dehydrogenase [Nad(P)+] Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Epigenetic, Lipid Metabolism, Proteostasis
GO Term: Peptide-Methionine (R)-S-Oxide Reductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: L-Methionine:Thioredoxin-Disulfide S-Oxidoreductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: L-Methionine-(R)-S-Oxide Reductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Histone H3R2 Demethylase Activity -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Proteostasis, DNA Repair, Cell Cycle
GO Term: Histone H4R3 Demethylase Activity -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, DNA Repair
GO Term: Indoleamine 2,3-Dioxygenase Activity -> Biodomain: Immune Response, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy
GO Term: Response To Glucagon -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Steroid Dehydrogenase Activity, Acting On The Ch-Oh Group Of Donors, Nad Or Nadp As Acceptor -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Cholesterol 24-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: 24S-Hydroxycholesterol 7-Alpha-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: 25-Hydroxycholesterol 7-Alpha-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Vasculature, Endolysosome
GO Term: Cyanocobalamin Reductase (Cyanide-Eliminating) (Nadp+) Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestanoyl-Coa 24-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Thyroxine 5-Deiodinase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Propanoyl-Coa C-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Lipoyl(Octanoyl) Transferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Procollagen Glucosyltransferase Activity -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase Activity -> Biodomain: Proteostasis, Synapse, APP Metabolism, Endolysosome, Immune Response
GO Term: N-Acetyl-Beta-Glucosaminyl-Derivative 4-Beta-N-Acetylgalactosaminyltransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Immune Response
GO Term: 5-Diphosphoinositol Pentakisphosphate 1-Kinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Proteostasis
GO Term: N-Acetylgalactosamine Kinase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Autophagy
GO Term: Negative Regulation Of Nad(P)H Oxidase Activity -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Vasculature, Apoptosis
GO Term: Ump Kinase Activity -> Biodomain: DNA Repair, Cell Cycle, RNA Spliceosome, Apoptosis, Autophagy
GO Term: Positive Regulation Of Nad(P)H Oxidase Activity -> Biodomain: Oxidative Stress, Immune Response, Vasculature, Apoptosis, Mitochondrial Metabolism
GO Term: Fas-Activated Serine/Threonine Kinase Activity -> Biodomain: Apoptosis, Proteostasis, Immune Response, Cell Cycle, Structural Stabilization
GO Term: Choloyl-Coa Hydrolase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Pyridoxal Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: 10-Hydroxy-9-(Phosphonooxy)Octadecanoate Phosphatase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: N-Sulfoglucosamine-3-Sulfatase Activity -> Biodomain: Endolysosome, Autophagy, Lipid Metabolism, Immune Response, Proteostasis
GO Term: Deoxyribonuclease (Pyrimidine Dimer) Activity -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Epigenetic, Autophagy
GO Term: Ribonuclease T2 Activity -> Biodomain: Immune Response, Epigenetic, Cell Cycle, Apoptosis, Metal Binding and Homeostasis
GO Term: Hyaluronoglucuronidase Activity -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Endolysosome
GO Term: Glucan 1,3-Alpha-Glucosidase Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Mannosyl-Glycoprotein Endo-Beta-N-Acetylglucosaminidase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Cis-Stilbene-Oxide Hydrolase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: P-Body Assembly -> Biodomain: Proteostasis, RNA Spliceosome, Autophagy, Structural Stabilization, Oxidative Stress
GO Term: Cholesterol-5,6-Oxide Hydrolase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Box H/Aca Sno(S)Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Cell Cycle
GO Term: D-Dopachrome Decarboxylase Activity -> Biodomain: Endolysosome, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Immune Response
GO Term: 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl-Coa Hydratase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Response To Lipid -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Fad-Amp Lyase (Cyclizing) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Response To Triglyceride -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Endolysosome
GO Term: Response To Silicon Dioxide -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Autophagy, Proteostasis
GO Term: Deoxyhypusine Synthase Activity -> Biodomain: Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: 8-Oxo-7,8-Dihydroguanine Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Epigenetic
GO Term: Atpase-Coupled Lipid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Abc-Type Sterol Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Phagophore Assembly Site Membrane -> Biodomain: Autophagy, Endolysosome, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Poly(G) Binding -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Symbiont-Induced Defense-Related Programmed Cell Death -> Biodomain: Apoptosis, Immune Response, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Estrogen Response Element Binding -> Biodomain: Epigenetic, DNA Repair, Metal Binding and Homeostasis, Autophagy, Cell Cycle
GO Term: Rna Strand-Exchange Activity -> Biodomain: RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis, Structural Stabilization, DNA Repair
GO Term: Endosomal Vesicle Fusion -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Dna Polymerase Activity -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: 5'-3' Rna Polymerase Activity -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: Stress Granule Assembly -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Apoptosis, RNA Spliceosome
GO Term: Ric1-Rgp1 Guanyl-Nucleotide Exchange Factor Complex -> Biodomain: Endolysosome, Proteostasis, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Protein Localization To Golgi Apparatus -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Cenp-A Containing Chromatin Assembly -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis
GO Term: Establishment Of Sister Chromatid Cohesion -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis, Epigenetic
