Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Glutathione Disulfide Oxidoreductase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Beta3-Adrenergic Receptor Activity -> Biodomain: Signaling, G Protein-Coupled Receptors, Receptors, Neurotransmission, Cell Signaling
GO Term: Gastrin Receptor Activity -> Biodomain: Signaling Receptor, Peptide Binding, GPCR Activity, Cell Signaling, Receptor Activity
GO Term: Secretin Receptor Activity -> Biodomain: Vasculature, Lipid Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Corticotrophin-Releasing Factor Receptor Activity -> Biodomain: Oxidative Stress, Synapse, Vasculature, Immune Response, Epigenetic
GO Term: Thrombin-Activated Receptor Activity -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Lipid Metabolism
GO Term: Amidinotransferase Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Glycine Amidinotransferase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Cell Cycle
GO Term: Dna Integration -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Immune Response, Apoptosis
GO Term: Monoatomic Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Proton Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Autophagy
GO Term: Potassium Ion Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Metal Binding and Homeostasis
GO Term: Silver Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Sodium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Myelination, Vasculature, Proteostasis
GO Term: Calcium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis
GO Term: Cadmium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Cobalt Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Ferrous Iron Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Lead Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis
GO Term: Magnesium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Molybdate Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Nickel Cation Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Vanadium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Organic Cation Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Bicarbonate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Vasculature, Endolysosome, Synapse
GO Term: Chloride Transmembrane Transporter Activity -> Biodomain: Synapse, Endolysosome, Vasculature, Immune Response, Autophagy
GO Term: Iodide Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Nitrate Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Vasculature, Mitochondrial Metabolism, Immune Response
GO Term: Sulfate Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Thiosulfate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Bile Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Canalicular Bile Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Bilirubin Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Endolysosome, Proteostasis
GO Term: Lactate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Mevalonate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Oxaloacetate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Prostaglandin Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Oxidative Stress, Apoptosis
GO Term: Sialic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Citrate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Fumarate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Alpha-Ketoglutarate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Malate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Succinate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Tricarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Urate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Endolysosome
GO Term: Carbohydrate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Immune Response, Cell Cycle, Autophagy
GO Term: Pentose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Hexose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Autophagy, Cell Cycle, Oxidative Stress, Synapse
GO Term: Fucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Alpha-Glucoside Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Vasculature, Immune Response, Cell Cycle
GO Term: Glucose-6-Phosphate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Glucuronoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Pyrimidine Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Immune Response, Cell Cycle, Mitochondrial Metabolism, DNA Repair
GO Term: Polyol Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Glycerol Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Acidic Amino Acid Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Aromatic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Epigenetic
GO Term: Neutral L-Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: L-Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Endolysosome
GO Term: L-Alanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: L-Asparagine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism
GO Term: L-Aspartate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Synapse
GO Term: L-Cystine Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Endolysosome, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: L-Glutamine Transmembrane Transporter Activity -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Glycine Transmembrane Transporter Activity -> Biodomain: Synapse, Amino Acid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: L-Isoleucine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: L-Lysine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: L-Leucine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Endolysosome
GO Term: L-Methionine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: L-Phenylalanine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy, Synapse
GO Term: L-Proline Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Synapse
GO Term: L-Serine Transmembrane Transporter Activity -> Biodomain: Amino Acid Metabolism, Transport, Lipid Metabolism, Metabolic Processes, Cell Signaling
GO Term: L-Threonine Transmembrane Transporter Activity -> Biodomain: Amino Acid Metabolism, Membrane Transport, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: L-Tryptophan Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Amino-Acid Betaine Transmembrane Transporter Activity -> Biodomain: Endolysosome, Lipid Metabolism, Oxidative Stress, Epigenetic, Proteostasis
GO Term: Methylammonium Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: Polyamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Apoptosis, Endolysosome
GO Term: Urea Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Cell Cycle, DNA Repair, Epigenetic
GO Term: Adenine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Guanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, Endolysosome
GO Term: Uracil Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Purine Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Lipid Metabolism, RNA Spliceosome
GO Term: Cytidine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, Lipid Metabolism
GO Term: Uridine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, RNA Spliceosome, Oxidative Stress
GO Term: Pyrimidine Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Synapse, Oxidative Stress, DNA Repair
GO Term: Purine Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Cell Cycle, DNA Repair, Oxidative Stress
GO Term: Adp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Cell Cycle, Oxidative Stress
GO Term: Pyrimidine Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, RNA Spliceosome, Epigenetic
GO Term: Choline Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Synapse, Structural Stabilization, Proteostasis
GO Term: Biotin Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Epigenetic
GO Term: Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: O-Acyl-L-Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Coenzyme A Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: L-Ascorbic Acid Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Epigenetic, Immune Response, DNA Repair
GO Term: Fad Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Heme Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Pantothenate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Thiamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Aminophospholipid Flippase Activity -> Biodomain: Lipid Metabolism, Apoptosis, Endolysosome, Mitochondrial Metabolism, Structural Stabilization
GO Term: Water Channel Activity -> Biodomain: Vasculature, Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Proton Channel Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress, Proteostasis
GO Term: Glycerol Channel Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Vasculature
GO Term: Methylammonium Channel Activity -> Biodomain: Proteostasis, Endolysosome, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy
GO Term: Urea Channel Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Vasculature
GO Term: Channel Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Vasculature, Immune Response
GO Term: Calcium-Activated Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Oxidative Stress, Proteostasis
GO Term: Outward Rectifier Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Myelination, Apoptosis
GO Term: Atp-Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Vasculature, Synapse, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Stretch-Activated, Monoatomic Cation-Selective, Calcium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Synapse, Oxidative Stress, Proteostasis
GO Term: Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Apoptosis
GO Term: Kainate Selective Glutamate Receptor Activity -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Intracellularly Gated Calcium Channel Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Store-Operated Calcium Channel Activity -> Biodomain: Immune Response, Synapse, Vasculature, Apoptosis, Metal Binding and Homeostasis
GO Term: Ligand-Gated Sodium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Structural Stabilization, Oxidative Stress
GO Term: Porin Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization, Metal Binding and Homeostasis, Apoptosis
GO Term: Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Solute:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress
GO Term: Monoatomic Anion:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Antiporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress
GO Term: D-Glucose Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Monoamine:Proton Antiporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Polyamine:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Phosphate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Cystine:Glutamate Antiporter Activity -> Biodomain: Oxidative Stress, Amino Acid Metabolism, Synapse, Immune Response, Apoptosis
GO Term: Peptide:Proton Symporter Activity -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Sodium-Independent Organic Anion Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Autophagy, Proteostasis
GO Term: Thyroid Hormone Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Vasculature, Myelination
GO Term: Methotrexate Transmembrane Transporter Activity -> Biodomain: Immune Response, Cell Cycle, Epigenetic, DNA Repair, Oxidative Stress
GO Term: Secondary Active Monocarboxylate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress, Synapse
GO Term: Low-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Oxidative Stress
GO Term: High-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Autophagy
GO Term: Oxoglutarate:Malate Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Calcium:Monoatomic Cation Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Calcium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Solute:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Endolysosome, Myelination
GO Term: Galactose:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Monoatomic Anion:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Neutral, Basic Amino Acid:Sodium:Chloride Symporter Activity -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Glycine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Vasculature
GO Term: Chloride:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Endolysosome, Mitochondrial Metabolism
GO Term: Sodium:Chloride Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Potassium:Chloride Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Myelination, Vasculature, Structural Stabilization
GO Term: Sodium:Sulfate Symporter Activity -> Biodomain: Inorganic Ion Transport  
Sulfur Compound Transport  
Metal Binding and Homeostasis  
Transmembrane Transport Activity  
Membrane Transport
GO Term: Sulfate:Bicarbonate Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Vasculature
GO Term: Sodium:Proton Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Potassium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Pyrimidine- And Adenosine-Specific:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Cell Cycle, RNA Spliceosome, DNA Repair, Mitochondrial Metabolism
GO Term: Purine-Specific Nucleoside:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, DNA Repair, Synapse
GO Term: Abc-Type Manganese Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Abc-Type Taurine Transporter Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Abc-Type Polyamine Transporter Activity -> Biodomain: Lipid Metabolism, Autophagy, Apoptosis, Cell Cycle, Epigenetic
GO Term: Abc-Type Vitamin B12 Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Epigenetic, Cell Cycle, Myelination
GO Term: Abc-Type Oligopeptide Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Abc-Type Glutathione S-Conjugate Transporter Activity -> Biodomain: Oxidative Stress, Endolysosome, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Abc-Type Bile Acid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Vasculature
GO Term: Abc-Type Peptide Antigen Transporter Activity -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Abc-Type Heme Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Abc-Type Peptide Transporter Activity -> Biodomain: Proteostasis, Immune Response, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: P-Type Magnesium Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy
GO Term: Protein-Transporting Atpase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, APP Metabolism
GO Term: Potassium Channel Regulator Activity -> Biodomain: Synapse, Vasculature, Immune Response, Metal Binding and Homeostasis, Cell Cycle
GO Term: Acetylcholine Receptor Activity -> Biodomain: Synapse, Signaling Receptor, Neurotransmission Pathways, Membrane Trafficking and Structure, Cell Signaling
GO Term: G-Protein Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Vasculature, Oxidative Stress
GO Term: Cholesterol Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Putrescine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid:Proton Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Endolysosome, Proteostasis, Structural Stabilization
GO Term: Pantothenate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Formate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Cell Cycle, Autophagy
GO Term: Glutamate:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Galactose:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Sialic Acid:Proton Symporter Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Propionate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Endolysosome, Autophagy
