Running with TEMP=0.9, sub_array_index=3
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Lipid Metabolism
GO Term: N-Acetylglucosamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Lipid Metabolism, Proteostasis
GO Term: Udp-N-Acetylglucosamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Immune Response
GO Term: Udp-N-Acetylglucosamine Biosynthetic Process -> Biodomain: Epigenetic, Lipid Metabolism, Proteostasis, Immune Response, Autophagy
GO Term: Udp-N-Acetylglucosamine Catabolic Process -> Biodomain: Carbohydrate Metabolism, Catabolic Process, Nucleotide-Sugar Metabolism, Amino Sugar Metabolism, Metabolic Pathways
GO Term: N-Acetylmannosamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Immune Response, Endolysosome, Autophagy
GO Term: N-Acetylneuraminate Metabolic Process -> Biodomain: Lipid Metabolism, Metabolic Process, Autophagy, Endolysosome, Carbohydrate Metabolism
GO Term: Cmp-N-Acetylneuraminate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Autophagy
GO Term: Mannoprotein Catabolic Process -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Sorbitol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Vasculature, Apoptosis
GO Term: Sorbitol Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Udp-Glucuronate Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Immune Response, Oxidative Stress, Endolysosome
GO Term: Alcohol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Ethanol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Ethanol Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Glycerol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Glycerol-3-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Aldehyde Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Organic Acid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Acetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Acetyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Acetyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Pyruvate Decarboxylation To Acetyl-Coa -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Lactate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: Pyruvate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: Generation Of Precursor Metabolites And Energy -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis
GO Term: Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Glycolytic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Glyoxylate Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Carbohydrate Metabolic Process, Small Molecule Metabolic Process, Organic Acid Metabolic Process
GO Term: Pentose-Phosphate Shunt -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Cell Cycle, DNA Repair
GO Term: Tricarboxylic Acid Cycle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Citrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Isocitrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: 2-Oxoglutarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Succinyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Succinate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Fumarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Oxaloacetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Malate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Glycolytic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Immune Response, Oxidative Stress
GO Term: Regulation Of Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Glucose Metabolic Process, Metabolic Process Regulation, Small Molecule Metabolic Process
GO Term: Energy Reserve Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Glycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Oxidative Phosphorylation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy
GO Term: Mitochondrial Electron Transport, Nadh To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Mitochondrial Electron Transport, Succinate To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Mitochondrial Electron Transport, Ubiquinol To Cytochrome C -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Mitochondrial Electron Transport, Cytochrome C To Oxygen -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Glycerol-3-Phosphate Shuttle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Nucleobase-Containing Compound Metabolic Process -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Metal Binding and Homeostasis
GO Term: Purine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, RNA Spliceosome, Lipid Metabolism, Cell Cycle
GO Term: Purine Nucleobase Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Guanine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Inosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Deoxyinosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Purine Nucleoside Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Adenosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Deoxyadenosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis, Proteostasis, Apoptosis
GO Term: Deoxyguanosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
GO Term: Purine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Metal Binding and Homeostasis, Autophagy
GO Term: Purine Nucleotide Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, RNA Spliceosome
GO Term: Purine Ribonucleoside Salvage -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Amp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Adenine Salvage -> Biodomain: Mitochondrial Metabolism, Small Molecule Metabolism, Metabolic Pathways, Endolysosome, Metal Binding and Homeostasis
GO Term: Camp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Cell Cycle
GO Term: Adp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Dadp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Datp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Oxidative Stress, Autophagy
GO Term: Gmp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Oxidative Stress, Autophagy
GO Term: Guanine Salvage -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Cgmp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Synapse
GO Term: Gtp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Dgdp Biosynthetic Process -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Imp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Biosynthetic Process, Phosphorus Metabolic Process, Cell Cycle, Epigenetic
GO Term: 'De Novo' Imp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Itp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Cell Cycle, Proteostasis
GO Term: Purine Nucleotide Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Immune Response, Vasculature
GO Term: Amp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Camp Catabolic Process -> Biodomain: Synapse, Mitochondrial Metabolism, Immune Response, Autophagy, Cell Cycle
GO Term: Gmp Catabolic Process To Guanine -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Apoptosis, Oxidative Stress
GO Term: Dgtp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Nucleotide Metabolism, Purine Metabolism, Catabolic Process, Small Molecule Metabolic Process
GO Term: Imp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Pyrimidine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Metal Binding and Homeostasis, Oxidative Stress
GO Term: 'De Novo' Pyrimidine Nucleobase Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Metal Binding and Homeostasis, RNA Spliceosome
GO Term: Pyrimidine Nucleobase Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Thymine Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Uracil Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Pyrimidine Nucleoside Metabolic Process -> Biodomain: Cell Cycle, DNA Repair, RNA Spliceosome, Mitochondrial Metabolism, Epigenetic
GO Term: Thymidine Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Uridine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Pyrimidine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Cell Cycle
GO Term: Pyrimidine Nucleotide Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Autophagy, Proteostasis
GO Term: Ump Biosynthetic Process -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Udp Biosynthetic Process -> Biodomain: Lipid Metabolism  
Mitochondrial Metabolism  
Metal Binding and Homeostasis  
Autophagy  
Proteostasis
GO Term: Dump Biosynthetic Process -> Biodomain: DNA Repair  
Cell Cycle  
Mitochondrial Metabolism  
Epigenetic  
Apoptosis
GO Term: Dudp Biosynthetic Process -> Biodomain: Cell Cycle, Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis, Epigenetic
GO Term: Utp Biosynthetic Process -> Biodomain: RNA Spliceosome  
Epigenetic  
DNA Repair  
Proteostasis  
Autophagy
GO Term: Dtmp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Proteostasis, Epigenetic
GO Term: Dtdp Biosynthetic Process -> Biodomain: DNA Repair, Mitochondrial Metabolism, Cell Cycle, Epigenetic, Metal Binding and Homeostasis
GO Term: Dttp Biosynthetic Process -> Biodomain: DNA Repair
Cell Cycle
Epigenetic
Mitochondrial Metabolism
Apoptosis
GO Term: Ctp Biosynthetic Process -> Biodomain: Lipid Metabolism, Cell Cycle, Mitochondrial Metabolism, DNA Repair, Epigenetic
GO Term: Cmp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome, Apoptosis
GO Term: Dcmp Catabolic Process -> Biodomain: DNA Repair, Proteostasis, Mitochondrial Metabolism, Apoptosis, Autophagy
GO Term: Dctp Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Autophagy, Proteostasis
GO Term: Ctp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Udp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, Autophagy
GO Term: Dna Metabolic Process -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Apoptosis, Metal Binding and Homeostasis
GO Term: Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Dna-Templated Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Mitochondrial Dna Replication -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Dna Topological Change -> Biodomain: DNA Repair, Epigenetic, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Dna Replication, Synthesis Of Primer -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Dna Replication Initiation -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Mitochondrial Metabolism, Proteostasis
GO Term: Dna Strand Elongation Involved In Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Leading Strand Elongation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Apoptosis
GO Term: Lagging Strand Elongation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Regulation Of Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Regulation Of Metabolic Process, Macromolecule Metabolic Process
GO Term: Rna-Templated Dna Biosynthetic Process -> Biodomain: DNA Repair, Immune Response, RNA Spliceosome, Metal Binding and Homeostasis, Cell Cycle
GO Term: Dna Repair -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Oxidative Stress
GO Term: Regulation Of Dna Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Oxidative Stress, Apoptosis
GO Term: Transcription-Coupled Nucleotide-Excision Repair -> Biodomain: DNA Repair, DNA Damage Response, Nucleic Acid Metabolic Process, Genome Integrity, Epigenetic
GO Term: Base-Excision Repair -> Biodomain: DNA Repair, Oxidative Stress, Cell Cycle, Metal Binding and Homeostasis, Epigenetic
GO Term: Base-Excision Repair, Ap Site Formation -> Biodomain: DNA Repair  
DNA Damage Response  
Cell Cycle  
Structural Stabilization  
Proteostasis
GO Term: Base-Excision Repair, Gap-Filling -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Apoptosis, Epigenetic
GO Term: Nucleotide-Excision Repair -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Epigenetic
GO Term: Pyrimidine Dimer Repair -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Epigenetic, Apoptosis
GO Term: Nucleotide-Excision Repair, Preincision Complex Assembly -> Biodomain: DNA Repair, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Cell Cycle
GO Term: Nucleotide-Excision Repair, Dna Gap Filling -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Epigenetic, Apoptosis
GO Term: Mismatch Repair -> Biodomain: DNA Repair, DNA Metabolic Process, Response to Stress, Cell Cycle, Epigenetic
GO Term: Postreplication Repair -> Biodomain: DNA Repair, Response to Stimulus, Metabolic Process, Cellular Process, Biological Process
GO Term: Double-Strand Break Repair -> Biodomain: DNA Repair, DNA Metabolism, DNA Damage Response, Genomic Stability, Cellular Stress Response
GO Term: Double-Strand Break Repair Via Nonhomologous End Joining -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Dna Modification -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Dna Alkylation Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Apoptosis
GO Term: Dna Catabolic Process -> Biodomain: DNA Repair, Apoptosis, Autophagy, Cell Cycle, Proteostasis
GO Term: Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Dna Recombination -> Biodomain: DNA Repair, Mitochondrial Metabolism, Cell Cycle, Epigenetic, Proteostasis
GO Term: Meiotic Gene Conversion -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Autophagy
GO Term: Mitotic Recombination -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Autophagy, Epigenetic
GO Term: Dna Transposition -> Biodomain: DNA Repair, Epigenetic, Metal Binding and Homeostasis, Cell Cycle, Apoptosis
GO Term: Chromatin Organization -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Nucleosome Assembly -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Dna Replication-Dependent Chromatin Assembly -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis
GO Term: Nucleosome Disassembly -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Chromatin Remodeling -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Apoptosis
GO Term: Dna Methylation-Dependent Constitutive Heterochromatin Formation -> Biodomain: Epigenetic, Chromatin Organization, Epigenetic Regulation of Gene Expression, Macromolecule Metabolism, Gene Expression
GO Term: Dna-Templated Transcription -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome, Mitochondrial Metabolism
GO Term: Dna-Templated Transcription Initiation -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Dna-Templated Transcription Termination -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Proteostasis, Cell Cycle
GO Term: Dna-Templated Transcription Elongation -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Dna-Templated Transcription -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Oxidative Stress, Proteostasis
GO Term: Regulation Of Transcription By Rna Polymerase I -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Regulation Of Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Regulation Of Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Immune Response, Proteostasis
GO Term: Transcription By Rna Polymerase I -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, RNA Spliceosome
GO Term: Transcription Initiation At Rna Polymerase I Promoter -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Transcription Elongation By Rna Polymerase I -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, RNA Spliceosome, Metal Binding and Homeostasis
GO Term: Termination Of Rna Polymerase I Transcription -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Autophagy
GO Term: Rrna Processing -> Biodomain: RNA Spliceosome, Cell Cycle, Proteostasis, Structural Stabilization, Epigenetic
GO Term: Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, Oxidative Stress, Proteostasis
GO Term: Transcription Initiation At Rna Polymerase Ii Promoter -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, APP Metabolism
GO Term: Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Immune Response
GO Term: Termination Of Rna Polymerase Ii Transcription -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Oxidative Stress
GO Term: 7-Methylguanosine Mrna Capping -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Mrna Splice Site Recognition -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Proteostasis, Autophagy
GO Term: Adenosine To Inosine Editing -> Biodomain: Epigenetic, RNA Spliceosome, Immune Response, Synapse, Mitochondrial Metabolism
GO Term: Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Transcription Initiation At Rna Polymerase Iii Promoter -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Proteostasis
GO Term: Termination Of Rna Polymerase Iii Transcription -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, DNA Repair, Autophagy
GO Term: Trna Splicing, Via Endonucleolytic Cleavage And Ligation -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Autophagy
GO Term: Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Apoptosis, DNA Repair
GO Term: Transcription Initiation At Mitochondrial Promoter -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Proteostasis, Oxidative Stress
GO Term: Transcription Elongation By Mitochondrial Rna Polymerase -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, DNA Repair, Proteostasis, Epigenetic
GO Term: Termination Of Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Autophagy, DNA Repair
GO Term: Rna Processing -> Biodomain: RNA Spliceosome, Gene Expression, Epigenetic, DNA Repair, Proteostasis
GO Term: Mrna Processing -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Mrna 3'-End Processing By Stem-Loop Binding And Cleavage -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, Structural Stabilization, DNA Repair
GO Term: Trna Metabolic Process -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Autophagy, RNA Spliceosome
GO Term: Trna Modification -> Biodomain: RNA Spliceosome, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Rna Catabolic Process -> Biodomain: Autophagy, Endolysosome, Immune Response, Epigenetic, Proteostasis
GO Term: Mrna Catabolic Process -> Biodomain: Proteostasis, Autophagy, Lipid Metabolism, RNA Spliceosome, Epigenetic
GO Term: Rna Localization -> Biodomain: RNA Spliceosome, Synapse, Structural Stabilization, Proteostasis, Autophagy
GO Term: Rna Import Into Nucleus -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Autophagy, Mitochondrial Metabolism
GO Term: Rna Export From Nucleus -> Biodomain: RNA Spliceosome, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: Mrna Export From Nucleus -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Snrna Export From Nucleus -> Biodomain: RNA Spliceosome, Endolysosome, Autophagy, Cell Cycle, Epigenetic
GO Term: Trna Export From Nucleus -> Biodomain: Intracellular Trafficking and Transport, Nucleic Acid Binding and Transport, Translation and Protein Synthesis, Gene Expression and RNA Processing, Cellular Processes
GO Term: Translation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Lipid Metabolism
GO Term: Translational Initiation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy, APP Metabolism
GO Term: Translational Elongation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, RNA Spliceosome, Cell Cycle
GO Term: Translational Termination -> Biodomain: Proteostasis, Protein Metabolism, Macromolecule Metabolism, Gene Expression, Cellular Processes
GO Term: Regulation Of Translation -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, RNA Spliceosome
GO Term: Trna Aminoacylation For Protein Translation -> Biodomain: Proteostasis, Amino Acid Metabolism, RNA Metabolism, Gene Expression, Protein Synthesis
GO Term: Alanyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Arginyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Epigenetic, Autophagy
