Running with TEMP=0.5, sub_array_index=8
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 8: rows 7000 to 7999
GO Term: Cardiolipin Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Apoptosis, Oxidative Stress, Autophagy
GO Term: Corvet Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Structural Stabilization
GO Term: Choline Binding -> Biodomain: Lipid Metabolism, Synapse, Structural Stabilization, Myelination, Proteostasis
GO Term: Node Of Ranvier -> Biodomain: Myelination, Synapse, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Internode Region Of Axon -> Biodomain: Myelination, Structural Stabilization, Synapse, Proteostasis, Autophagy
GO Term: Paranode Region Of Axon -> Biodomain: Myelination, Structural Stabilization, Synapse, Proteostasis, Lipid Metabolism
GO Term: Response To Vitamin -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Response To Vitamin B2 -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Actin-Myosin Filament Sliding -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Mitochondrial Metabolism, Cell Cycle
GO Term: Transcription Factor Tftc Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Cell Proliferation In Midbrain -> Biodomain: Cell Cycle, Structural Stabilization, Mitochondrial Metabolism, Epigenetic, Myelination
GO Term: Response To Vitamin D -> Biodomain: Lipid Metabolism, Immune Response, Epigenetic, Cell Cycle, Autophagy
GO Term: Eukaryotic 48S Preinitiation Complex -> Biodomain: Proteostasis, RNA Spliceosome, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Eukaryotic 80S Initiation Complex -> Biodomain: Proteostasis, RNA Spliceosome, Structural Stabilization, Epigenetic, Autophagy
GO Term: T-Tubule Organization -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Mitochondrial Metabolism
GO Term: Secretion Of Lysosomal Enzymes -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Dehydroascorbic Acid Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Cell Cycle Comprising Mitosis Without Cytokinesis -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Phytol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Meiotic Cell Cycle Checkpoint Signaling -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis, Apoptosis
GO Term: Mitotic Dna Replication Checkpoint Signaling -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Proteostasis, Autophagy
GO Term: Meiotic Spindle Assembly Checkpoint Signaling -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Apoptosis, Autophagy
GO Term: Udp-D-Xylose Biosynthetic Process -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, APP Metabolism, Endolysosome
GO Term: Cerebrospinal Fluid Secretion -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Leydig Cell Differentiation -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Cell Cycle, DNA Repair
GO Term: Peroxisome Membrane Targeting Sequence Binding -> Biodomain: Proteostasis, Lipid Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Cholesterol Efflux -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Vasculature
GO Term: L-Asparagine Catabolic Process Via L-Aspartate -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: S-Adenosylmethionine Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Epigenetic, Metal Binding and Homeostasis
GO Term: Secretory Granule Organization -> Biodomain: Proteostasis, Synapse, Immune Response, Endolysosome, Autophagy
GO Term: Mast Cell Secretory Granule Organization -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Protein Localization To Organelle -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Oxidative Stress
GO Term: Protein Localization To Secretory Granule -> Biodomain: Proteostasis, Synapse, Endolysosome, Immune Response, Vasculature
GO Term: T Cell Secretory Granule Organization -> Biodomain: Immune Response, Proteostasis, Endolysosome, Synapse, Autophagy
GO Term: Maintenance Of Protease Location In Mast Cell Secretory Granule -> Biodomain: Proteostasis, Immune Response, Endolysosome, Structural Stabilization, Synapse
GO Term: Maintenance Of Granzyme B Location In T Cell Secretory Granule -> Biodomain: Immune Response, Proteostasis, Structural Stabilization, Endolysosome, Apoptosis
GO Term: Geranyl Diphosphate Metabolic Process -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Proteostasis
GO Term: Geranyl Diphosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Geranylgeranyl Diphosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Putrescine Biosynthetic Process From Arginine, Via Ornithine -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Putrescine Biosynthetic Process From Arginine, Via Agmatine -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Chromatoid Body -> Biodomain: Proteostasis, RNA Spliceosome, Endolysosome, Structural Stabilization, Synapse
GO Term: Beta-Alanine Biosynthetic Process Via 3-Ureidopropionate -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: S-Methylmethionine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Epigenetic
GO Term: Intracellular Nitric Oxide Homeostasis -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Cholesterol Biosynthetic Process Via 24,25-Dihydrolanosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Autophagy
GO Term: Cholesterol Biosynthetic Process Via Desmosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Epigenetic, Endolysosome, Oxidative Stress
GO Term: Cholesterol Biosynthetic Process Via Lathosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Myelination, Structural Stabilization
GO Term: Galactose Catabolic Process Via Udp-Galactose, Leloir Pathway -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Carbohydrate Homeostasis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Hulc Complex -> Biodomain: Epigenetic, Proteostasis, Structural Stabilization, DNA Repair, Metal Binding and Homeostasis
GO Term: Floor Plate Development -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Proteostasis, Epigenetic
GO Term: Floor Plate Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Synapse, Mitochondrial Metabolism, Oxidative Stress
GO Term: L-Lysine Catabolic Process To Acetyl-Coa Via Saccharopine -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Lysine Catabolic Process To Acetyl-Coa Via L-Pipecolate -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Fatty Acid Beta-Oxidation Using Acyl-Coa Dehydrogenase -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Fatty Acid Beta-Oxidation Using Acyl-Coa Oxidase -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Map Kinase Phosphatase Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle, Immune Response
GO Term: Map Kinase Tyrosine Phosphatase Activity -> Biodomain: Signal Transduction, Post-translational Modification, Stress Response, Enzymatic Activity, Cell Growth and Proliferation
GO Term: Response To Vitamin B3 -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Rdna Heterochromatin -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Cell Cycle, RNA Spliceosome
GO Term: Cellular Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Multicellular Organismal Response To Stress -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Autophagy, Proteostasis
GO Term: Slx1-Slx4 Complex -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Protein Lysine Deacetylase Activity -> Biodomain: Epigenetic, Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Unsaturated Fatty Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Folate Reductase Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Epigenetic, Oxidative Stress, DNA Repair
GO Term: Dorsal/Ventral Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Tau Homeostasis
GO Term: Anterior/Posterior Axon Guidance -> Biodomain: Structural Stabilization, Synapse, Tau Homeostasis, Endolysosome, Vasculature
GO Term: Escrt-0 Complex -> Biodomain: Endolysosome, Proteostasis, Autophagy, Structural Stabilization, Lipid Metabolism
GO Term: Gamma-Tubulin Complex Localization -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Dna Replication, Okazaki Fragment Processing -> Biodomain: DNA Repair, Cell Cycle, RNA Spliceosome, Proteostasis, Metal Binding and Homeostasis
GO Term: Transferrin Transport -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Vasculature, Proteostasis, Lipid Metabolism
GO Term: Response To Testosterone -> Biodomain: Lipid Metabolism, Epigenetic, Mitochondrial Metabolism, Cell Cycle, Proteostasis
GO Term: Elongator Holoenzyme Complex -> Biodomain: RNA Spliceosome, Proteostasis, Mitochondrial Metabolism, Epigenetic, Structural Stabilization
GO Term: Response To Cobalamin -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Proteostasis
GO Term: Response To L-Ascorbic Acid -> Biodomain: Oxidative Stress, Structural Stabilization, Immune Response, Metal Binding and Homeostasis, Proteostasis
GO Term: Rna Strand Annealing Activity -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Proteostasis, Autophagy
GO Term: Brca2-Mage-D1 Complex -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Epigenetic
GO Term: Response To Hydroxyisoflavone -> Biodomain: Oxidative Stress, Epigenetic, Immune Response, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Response To Genistein -> Biodomain: Apoptosis, Cell Cycle, Oxidative Stress, Autophagy, Epigenetic
GO Term: Tsc1-Tsc2 Complex -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Cell Cycle, Lipid Metabolism
GO Term: Mitotic Checkpoint Complex -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Autophagy, Structural Stabilization
GO Term: Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Lipid Metabolism, Epigenetic, DNA Repair, Structural Stabilization
GO Term: Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Negative Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Epigenetic, Lipid Metabolism
GO Term: Positive Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Epigenetic, Vasculature, Lipid Metabolism, Proteostasis
GO Term: Negative Regulation Of Dopamine Secretion -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Dopamine Secretion -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Epigenetic, Mitochondrial Metabolism
GO Term: Negative Regulation Of Catecholamine Secretion -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism
GO Term: Positive Regulation Of Catecholamine Secretion -> Biodomain: Synapse, Oxidative Stress, Vasculature, Epigenetic, Metal Binding and Homeostasis
GO Term: Oxalate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Receptor Serine/Threonine Kinase Binding -> Biodomain: Signal Transduction, Apoptosis, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Mitochondrial Proton-Transporting Atp Synthase Complex Assembly -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress, Proteostasis, Autophagy
GO Term: Mitochondrial Cytochrome C Oxidase Assembly -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Membrane Protein Proteolysis -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Integrin Activation -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Apoptosis, Proteostasis
GO Term: Regulation Of Integrin Activation -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Negative Regulation Of Integrin Activation -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Integrin Activation -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Apoptosis
GO Term: Positive Regulation Of Integrin Activation By Cell Surface Receptor Linked Signal Transduction -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Synapse, Endolysosome
GO Term: Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Cell Cycle, Apoptosis
GO Term: Negative Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis
GO Term: Positive Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Cell Cycle
GO Term: Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Synapse, Immune Response, Vasculature, Proteostasis
GO Term: Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Synapse, Cell Cycle
GO Term: Negative Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Cell Cycle, Immune Response, Apoptosis, Vasculature
GO Term: Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Cell Cycle, Proteostasis
GO Term: Negative Regulation Of Kinase Activity -> Biodomain: Cell Cycle, Immune Response, Apoptosis, Proteostasis, Autophagy
GO Term: Positive Regulation Of Kinase Activity -> Biodomain: Cell Cycle, Immune Response, Apoptosis, Autophagy, Oxidative Stress
GO Term: Dna/Rna Helicase Activity -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Proteostasis, Autophagy
GO Term: 5'-3' Dna/Rna Helicase Activity -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, RNA Spliceosome, Autophagy
GO Term: 3'-5' Dna/Rna Helicase Activity -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Metal Binding and Homeostasis
GO Term: Negative Regulation Of Luteinizing Hormone Secretion -> Biodomain: Proteostasis, Epigenetic, Autophagy, Apoptosis, Immune Response
GO Term: Positive Regulation Of Luteinizing Hormone Secretion -> Biodomain: Synapse, Proteostasis, Epigenetic, Lipid Metabolism, Immune Response
GO Term: Osteoblast Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Metal Binding and Homeostasis, DNA Repair, Lipid Metabolism
GO Term: Regulation Of Osteoblast Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Vasculature, Proteostasis
GO Term: Negative Regulation Of Osteoblast Proliferation -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Positive Regulation Of Osteoblast Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Sialic Acid Binding -> Biodomain: Immune Response, Lipid Metabolism, Vasculature, Myelination, Structural Stabilization
GO Term: Neurofilament Bundle Assembly -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Tau Homeostasis, Endolysosome
GO Term: Heterochromatin Boundary Formation -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Autophagy
GO Term: Dna 5'-Adenosine Monophosphate Hydrolase Activity -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Apoptosis, Oxidative Stress
GO Term: Phospholipid Efflux -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Proteostasis, Myelination
GO Term: 3-Beta-Hydroxy-5-Beta-Steroid Dehydrogenase (Nadp+) Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Structural Stabilization
GO Term: Aldehyde Dehydrogenase (Nadp+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Aspartate Dehydrogenase [Nad(P)+] Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Peptide-Methionine (R)-S-Oxide Reductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy
GO Term: L-Methionine:Thioredoxin-Disulfide S-Oxidoreductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: L-Methionine-(R)-S-Oxide Reductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Histone H3R2 Demethylase Activity -> Biodomain: Epigenetic, DNA Repair, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Histone H4R3 Demethylase Activity -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Proteostasis, DNA Repair, Oxidative Stress
GO Term: Indoleamine 2,3-Dioxygenase Activity -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Response To Glucagon -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Steroid Dehydrogenase Activity, Acting On The Ch-Oh Group Of Donors, Nad Or Nadp As Acceptor -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Cholesterol 24-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Tau Homeostasis, Proteostasis, Mitochondrial Metabolism
GO Term: 24S-Hydroxycholesterol 7-Alpha-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Endolysosome
GO Term: 25-Hydroxycholesterol 7-Alpha-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Proteostasis
GO Term: Cyanocobalamin Reductase (Cyanide-Eliminating) (Nadp+) Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestanoyl-Coa 24-Hydroxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Thyroxine 5-Deiodinase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Propanoyl-Coa C-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Lipoyl(Octanoyl) Transferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Structural Stabilization, Autophagy
GO Term: Procollagen Glucosyltransferase Activity -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Vasculature
GO Term: O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Immune Response, Autophagy, Epigenetic
GO Term: N-Acetyl-Beta-Glucosaminyl-Derivative 4-Beta-N-Acetylgalactosaminyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Glycosylation, Carbohydrate Metabolism, Post-translational Modification
GO Term: 5-Diphosphoinositol Pentakisphosphate 1-Kinase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: N-Acetylgalactosamine Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Negative Regulation Of Nad(P)H Oxidase Activity -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Vasculature, Proteostasis
GO Term: Ump Kinase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Proteostasis, Lipid Metabolism
GO Term: Positive Regulation Of Nad(P)H Oxidase Activity -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Autophagy, Apoptosis
GO Term: Fas-Activated Serine/Threonine Kinase Activity -> Biodomain: Apoptosis, Proteostasis, Cell Cycle, Epigenetic, DNA Repair
GO Term: Choloyl-Coa Hydrolase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Oxidative Stress
GO Term: Pyridoxal Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: 10-Hydroxy-9-(Phosphonooxy)Octadecanoate Phosphatase Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Oxidative Stress, Proteostasis
GO Term: N-Sulfoglucosamine-3-Sulfatase Activity -> Biodomain: Endolysosome, Vasculature, Immune Response, Structural Stabilization, Proteostasis
GO Term: Deoxyribonuclease (Pyrimidine Dimer) Activity -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Apoptosis, Proteostasis, Cell Cycle
GO Term: Ribonuclease T2 Activity -> Biodomain: RNA Spliceosome, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Hyaluronoglucuronidase Activity -> Biodomain: Endolysosome, Proteostasis, Structural Stabilization, Immune Response, Vasculature
GO Term: Glucan 1,3-Alpha-Glucosidase Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Immune Response, Mitochondrial Metabolism
GO Term: Mannosyl-Glycoprotein Endo-Beta-N-Acetylglucosaminidase Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, APP Metabolism
GO Term: Cis-Stilbene-Oxide Hydrolase Activity -> Biodomain: Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy, Apoptosis
GO Term: P-Body Assembly -> Biodomain: Proteostasis, Oxidative Stress, Immune Response, Autophagy, Cell Cycle
GO Term: Cholesterol-5,6-Oxide Hydrolase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Box H/Aca Sno(S)Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: D-Dopachrome Decarboxylase Activity -> Biodomain: Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl-Coa Hydratase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Response To Lipid -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Fad-Amp Lyase (Cyclizing) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Response To Triglyceride -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Response To Silicon Dioxide -> Biodomain: Oxidative Stress, Immune Response, Autophagy, Apoptosis, Proteostasis
GO Term: Deoxyhypusine Synthase Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Cell Cycle, Epigenetic, Lipid Metabolism
GO Term: 8-Oxo-7,8-Dihydroguanine Dna N-Glycosylase Activity -> Biodomain: DNA Repair, Oxidative Stress, Metal Binding and Homeostasis, Epigenetic, Apoptosis
GO Term: Atpase-Coupled Lipid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Structural Stabilization
GO Term: Abc-Type Sterol Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Structural Stabilization
GO Term: Phagophore Assembly Site Membrane -> Biodomain: Autophagy, Endolysosome, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Poly(G) Binding -> Biodomain: RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis, Proteostasis, Cell Cycle
GO Term: Symbiont-Induced Defense-Related Programmed Cell Death -> Biodomain: Apoptosis, Immune Response, Proteostasis, Autophagy, Oxidative Stress
GO Term: Estrogen Response Element Binding -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, Lipid Metabolism
GO Term: Rna Strand-Exchange Activity -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis
GO Term: Endosomal Vesicle Fusion -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Synapse
GO Term: Dna Polymerase Activity -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: 5'-3' Rna Polymerase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Stress Granule Assembly -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, RNA Spliceosome, Immune Response
GO Term: Ric1-Rgp1 Guanyl-Nucleotide Exchange Factor Complex -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Protein Localization To Golgi Apparatus -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Structural Stabilization
GO Term: Cenp-A Containing Chromatin Assembly -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
