Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Immune Response
GO Term: Sorbitol Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Unknown
GO Term: Udp-Glucuronate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Unknown
GO Term: Alcohol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Ethanol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Ethanol Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Glycerol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Glycerol-3-Phosphate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Aldehyde Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Organic Acid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Acetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Acetyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Acetyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Pyruvate Decarboxylation To Acetyl-Coa -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Lactate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Pyruvate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Generation Of Precursor Metabolites And Energy -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Glycolytic Process -> Biodomain: Mitochondrial Metabolism  
Lipid Metabolism  
Oxidative Stress  
Cell Cycle  
Autophagy
GO Term: Glyoxylate Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Pentose-Phosphate Shunt -> Biodomain: Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Tricarboxylic Acid Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Citrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Epigenetic
GO Term: Isocitrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: 2-Oxoglutarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Succinyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Oxidative Stress, Proteostasis
GO Term: Succinate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Epigenetic, Lipid Metabolism
GO Term: Fumarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Epigenetic, Autophagy
GO Term: Oxaloacetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Malate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Regulation Of Glycolytic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Cell Cycle, Autophagy
GO Term: Regulation Of Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Energy Reserve Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Glycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Oxidative Phosphorylation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Energy Metabolism, Proteostasis, Autophagy
GO Term: Mitochondrial Electron Transport, Nadh To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Mitochondrial Electron Transport, Succinate To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Mitochondrial Electron Transport, Ubiquinol To Cytochrome C -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis, Lipid Metabolism
GO Term: Mitochondrial Electron Transport, Cytochrome C To Oxygen -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy
GO Term: Glycerol-3-Phosphate Shuttle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Nucleobase-Containing Compound Metabolic Process -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Purine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Oxidative Stress, Synapse
GO Term: Purine Nucleobase Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Guanine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Inosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome, Unknown
GO Term: Deoxyinosine Catabolic Process -> Biodomain: Mitochondrial Metabolism  
Metal Binding and Homeostasis  
DNA Repair  
Autophagy  
Unknown
GO Term: Purine Nucleoside Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism
GO Term: Adenosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Immune Response, Autophagy
GO Term: Deoxyadenosine Catabolic Process -> Biodomain: DNA Repair, Mitochondrial Metabolism, Proteostasis, Apoptosis, Unknown
GO Term: Deoxyguanosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Purine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Epigenetic, DNA Repair, Lipid Metabolism
GO Term: Purine Nucleotide Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Autophagy, Oxidative Stress
GO Term: Purine Ribonucleoside Salvage -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Autophagy, Unknown
GO Term: Amp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Adenine Salvage -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Unknown, Proteostasis, Lipid Metabolism
GO Term: Camp Biosynthetic Process -> Biodomain: Signal Transduction, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Adp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Cell Cycle, Proteostasis
GO Term: Dadp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Unknown
GO Term: Datp Biosynthetic Process -> Biodomain: Cell Cycle  
DNA Repair  
Mitochondrial Metabolism  
Metal Binding and Homeostasis  
Epigenetic
GO Term: Gmp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Unknown, Oxidative Stress
GO Term: Guanine Salvage -> Biodomain: Mitochondrial Metabolism, Autophagy, Metal Binding and Homeostasis, Cell Cycle, Endolysosome
GO Term: Cgmp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Unknown, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Gtp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Autophagy, Proteostasis
GO Term: Dgdp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Unknown
GO Term: Imp Biosynthetic Process -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Lipid Metabolism, Unknown
GO Term: 'De Novo' Imp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Itp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Unknown, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Purine Nucleotide Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Immune Response, Autophagy
GO Term: Amp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis, Apoptosis
GO Term: Camp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Immune Response, Oxidative Stress, Autophagy
GO Term: Gmp Catabolic Process To Guanine -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Unknown
GO Term: Dgtp Catabolic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Apoptosis, Autophagy
GO Term: Imp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Cell Cycle, Proteostasis, Endolysosome
GO Term: Pyrimidine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, Oxidative Stress
GO Term: 'De Novo' Pyrimidine Nucleobase Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Epigenetic, DNA Repair
GO Term: Pyrimidine Nucleobase Catabolic Process -> Biodomain: Unknown, Autophagy, Endolysosome, Cell Cycle, DNA Repair
GO Term: Thymine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress, DNA Repair
GO Term: Uracil Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Pyrimidine Nucleoside Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, RNA Spliceosome, Lipid Metabolism
GO Term: Thymidine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Apoptosis, Unknown
GO Term: Uridine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Unknown
GO Term: Pyrimidine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, RNA Spliceosome, Epigenetic
GO Term: Pyrimidine Nucleotide Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Unknown
GO Term: Ump Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Unknown, Proteostasis, Autophagy, Oxidative Stress
GO Term: Udp Biosynthetic Process -> Biodomain: Lipid Metabolism, Cell Cycle, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Dump Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Epigenetic, Unknown
GO Term: Dudp Biosynthetic Process -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Epigenetic, Metal Binding and Homeostasis
GO Term: Utp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Cell Cycle, Lipid Metabolism, Unknown
GO Term: Dtmp Biosynthetic Process -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Metal Binding and Homeostasis, Unknown
GO Term: Dtdp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Mitochondrial Metabolism, Epigenetic
GO Term: Dttp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, Unknown
GO Term: Ctp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Cmp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis, Apoptosis
GO Term: Dcmp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Unknown, DNA Repair, Cell Cycle, Autophagy
GO Term: Dctp Catabolic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Ctp Catabolic Process -> Biodomain: Mitochondrial Metabolism  
Lipid Metabolism  
Autophagy  
Endolysosome  
Unknown
GO Term: Udp Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Unknown
GO Term: Dna Metabolic Process -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Apoptosis, Oxidative Stress
GO Term: Dna Replication -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Mitochondrial Metabolism, Unknown
GO Term: Dna-Templated Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Mitochondrial Dna Replication -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Apoptosis
GO Term: Dna Topological Change -> Biodomain: DNA Repair, DNA Conformation Change, Chromosome Organization, Epigenetic, Cell Cycle
GO Term: Dna Replication, Synthesis Of Primer -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Dna Replication Initiation -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Metal Binding and Homeostasis, Proteostasis
GO Term: Dna Strand Elongation Involved In Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Proteostasis
GO Term: Leading Strand Elongation -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Metal Binding and Homeostasis, Unknown
GO Term: Lagging Strand Elongation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Unknown
GO Term: Regulation Of Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Rna-Templated Dna Biosynthetic Process -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Proteostasis, Autophagy
GO Term: Dna Repair -> Biodomain: DNA Repair, DNA Damage Response, DNA Metabolic Process, Response to Stress, Macromolecule Metabolic Process
GO Term: Regulation Of Dna Repair -> Biodomain: DNA Repair, Regulation of cellular process, Response to stress, Cell Cycle, Epigenetic
GO Term: Transcription-Coupled Nucleotide-Excision Repair -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Epigenetic, Apoptosis
GO Term: Base-Excision Repair -> Biodomain: DNA Repair, Oxidative Stress, Cell Cycle, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Base-Excision Repair, Ap Site Formation -> Biodomain: DNA Repair, Oxidative Stress, Epigenetic, Cell Cycle, Unknown
GO Term: Base-Excision Repair, Gap-Filling -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Metal Binding and Homeostasis, Epigenetic
GO Term: Nucleotide-Excision Repair -> Biodomain: DNA Repair, DNA damage response, Metal Binding and Homeostasis, Oxidative Stress, Epigenetic
GO Term: Pyrimidine Dimer Repair -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Cell Cycle, Epigenetic
GO Term: Nucleotide-Excision Repair, Preincision Complex Assembly -> Biodomain: DNA Repair, Proteostasis, Oxidative Stress, Cell Cycle, Autophagy
GO Term: Nucleotide-Excision Repair, Dna Gap Filling -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Oxidative Stress, Structural Stabilization
GO Term: Mismatch Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Metal Binding and Homeostasis
GO Term: Postreplication Repair -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Double-Strand Break Repair -> Biodomain: DNA Repair, Oxidative Stress, Cell Cycle, Apoptosis, Autophagy
GO Term: Double-Strand Break Repair Via Nonhomologous End Joining -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Dna Modification -> Biodomain: DNA Repair, Epigenetic, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Dna Alkylation Repair -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Dna Catabolic Process -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Autophagy, Proteostasis
GO Term: Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Dna Recombination -> Biodomain: DNA Repair, Cell Cycle, Immune Response, Epigenetic, Unknown
GO Term: Meiotic Gene Conversion -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Unknown, Autophagy
GO Term: Mitotic Recombination -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Dna Transposition -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Mitochondrial Metabolism, Apoptosis
GO Term: Chromatin Organization -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Nucleosome Assembly -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Cell Cycle, Proteostasis
GO Term: Dna Replication-Dependent Chromatin Assembly -> Biodomain: DNA Repair, Epigenetic, Chromatin Organization, Proteostasis, Cell Cycle
GO Term: Nucleosome Disassembly -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Apoptosis
GO Term: Chromatin Remodeling -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Dna Methylation-Dependent Constitutive Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Apoptosis, Unknown
GO Term: Dna-Templated Transcription -> Biodomain: Epigenetic,DNA Repair,Cell Cycle,RNA Spliceosome,Autophagy
GO Term: Dna-Templated Transcription Initiation -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Unknown
GO Term: Dna-Templated Transcription Termination -> Biodomain: Epigenetic,DNA Repair,RNA Spliceosome,Cell Cycle,Proteostasis
GO Term: Dna-Templated Transcription Elongation -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Unknown
GO Term: Regulation Of Dna-Templated Transcription -> Biodomain: Epigenetic, Cell Cycle, Immune Response, Oxidative Stress, DNA Repair
GO Term: Regulation Of Transcription By Rna Polymerase I -> Biodomain: Epigenetic,RNA Spliceosome,Proteostasis,Cell Cycle,Autophagy
GO Term: Regulation Of Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Regulation Of Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Autophagy
GO Term: Transcription By Rna Polymerase I -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Proteostasis, Autophagy
GO Term: Transcription Initiation At Rna Polymerase I Promoter -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Unknown, Proteostasis
GO Term: Transcription Elongation By Rna Polymerase I -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Unknown, Cell Cycle
GO Term: Termination Of Rna Polymerase I Transcription -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Unknown
GO Term: Rrna Processing -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, DNA Repair
GO Term: Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic,RNA Spliceosome,DNA Repair,Proteostasis,Cell Cycle
GO Term: Transcription Initiation At Rna Polymerase Ii Promoter -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, RNA Spliceosome
GO Term: Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Unknown, Cell Cycle
GO Term: Termination Of Rna Polymerase Ii Transcription -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Proteostasis, Autophagy
GO Term: 7-Methylguanosine Mrna Capping -> Biodomain: RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis, Proteostasis, Unknown
GO Term: Mrna Splice Site Recognition -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: Adenosine To Inosine Editing -> Biodomain: RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis, Proteostasis, Unknown
GO Term: Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, RNA Spliceosome, DNA Repair
GO Term: Transcription Initiation At Rna Polymerase Iii Promoter -> Biodomain: Epigenetic, RNA Spliceosome, DNA Repair, Unknown, Proteostasis
GO Term: Termination Of Rna Polymerase Iii Transcription -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Unknown
GO Term: Trna Splicing, Via Endonucleolytic Cleavage And Ligation -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Metal Binding and Homeostasis, Unknown
GO Term: Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Apoptosis
GO Term: Transcription Initiation At Mitochondrial Promoter -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Cell Cycle, Unknown
GO Term: Transcription Elongation By Mitochondrial Rna Polymerase -> Biodomain: Mitochondrial Metabolism, Epigenetic, Unknown, Cell Cycle, Autophagy
GO Term: Termination Of Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, DNA Repair, Epigenetic
GO Term: Rna Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Cell Cycle
GO Term: Mrna Processing -> Biodomain: RNA Spliceosome, Gene Expression, Epigenetic, DNA Repair, Cell Cycle
GO Term: Mrna 3'-End Processing By Stem-Loop Binding And Cleavage -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Trna Metabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Mitochondrial Metabolism, Autophagy, Cell Cycle
GO Term: Trna Modification -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, RNA Spliceosome, Epigenetic, Structural Stabilization
GO Term: Rna Catabolic Process -> Biodomain: RNA Spliceosome, Autophagy, Endolysosome, Immune Response, Oxidative Stress
GO Term: Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, DNA Repair
GO Term: Rna Localization -> Biodomain: RNA Spliceosome, Synapse, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Rna Import Into Nucleus -> Biodomain: RNA Spliceosome,Epigenetic,Proteostasis,Autophagy,Cell Cycle
GO Term: Rna Export From Nucleus -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Unknown
GO Term: Mrna Export From Nucleus -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Snrna Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism
GO Term: Trna Export From Nucleus -> Biodomain: RNA Spliceosome, Autophagy, Endolysosome, Proteostasis, Unknown
GO Term: Translation -> Biodomain: Proteostasis, Cell Cycle, Autophagy, DNA Repair, Synapse
GO Term: Translational Initiation -> Biodomain: Proteostasis, Cell Cycle, RNA Spliceosome, Epigenetic, Autophagy
GO Term: Translational Elongation -> Biodomain: Proteostasis, Cell Cycle, Epigenetic, Autophagy, Unknown
GO Term: Translational Termination -> Biodomain: Proteostasis, Autophagy, Epigenetic, DNA Repair, Cell Cycle
GO Term: Regulation Of Translation -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Apoptosis, Oxidative Stress
GO Term: Trna Aminoacylation For Protein Translation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, RNA Spliceosome, Unknown
GO Term: Alanyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Epigenetic, Unknown
GO Term: Arginyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Lipid Metabolism, Mitochondrial Metabolism, Unknown
GO Term: Asparaginyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Unknown, Autophagy, Apoptosis
GO Term: Aspartyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Unknown, RNA Spliceosome
GO Term: Cysteinyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Unknown, Autophagy
GO Term: Glutamyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Mitochondrial Metabolism, Unknown
GO Term: Glutaminyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Metal Binding and Homeostasis, Unknown
GO Term: Glycyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Metal Binding and Homeostasis, Mitochondrial Metabolism, Unknown
GO Term: Histidyl-Trna Aminoacylation -> Biodomain: Amino Acid Metabolism, Translation, RNA Processing, Protein Synthesis, Metabolic Processes
GO Term: Isoleucyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Unknown, RNA Spliceosome, Epigenetic
GO Term: Leucyl-Trna Aminoacylation -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, RNA Spliceosome, Lipid Metabolism
GO Term: Lysyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Lipid Metabolism, Unknown
GO Term: Methionyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Metal Binding and Homeostasis, Unknown
GO Term: Phenylalanyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Cell Cycle, Epigenetic
GO Term: Prolyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Epigenetic, Autophagy, RNA Spliceosome
