Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Udp-N-Acetylglucosamine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: N-Acetylmannosamine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: N-Acetylneuraminate Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Endolysosome, Proteostasis, Mitochondrial Metabolism
GO Term: Cmp-N-Acetylneuraminate Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Immune Response, Synapse, Vasculature
GO Term: Mannoprotein Catabolic Process -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Immune Response
GO Term: Sorbitol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Sorbitol Catabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Udp-Glucuronate Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Alcohol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Ethanol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Ethanol Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Glycerol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Glycerol-3-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Aldehyde Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Organic Acid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Acetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Acetyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Acetyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Pyruvate Decarboxylation To Acetyl-Coa -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Lactate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Pyruvate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Generation Of Precursor Metabolites And Energy -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Glycolytic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Immune Response, Epigenetic, DNA Repair
GO Term: Glyoxylate Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Pentose-Phosphate Shunt -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Cell Cycle, DNA Repair
GO Term: Tricarboxylic Acid Cycle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy
GO Term: Citrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Isocitrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: 2-Oxoglutarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Succinyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Succinate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Fumarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Oxaloacetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Malate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Regulation Of Glycolytic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Cell Cycle, Immune Response, Epigenetic
GO Term: Regulation Of Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Energy Reserve Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Glycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Oxidative Phosphorylation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy, Lipid Metabolism
GO Term: Mitochondrial Electron Transport, Nadh To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Mitochondrial Electron Transport, Succinate To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Mitochondrial Electron Transport, Ubiquinol To Cytochrome C -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Mitochondrial Electron Transport, Cytochrome C To Oxygen -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Glycerol-3-Phosphate Shuttle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Nucleobase-Containing Compound Metabolic Process -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, RNA Spliceosome, Autophagy
GO Term: Purine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, DNA Repair, Cell Cycle, Oxidative Stress
GO Term: Purine Nucleobase Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Apoptosis
GO Term: Guanine Catabolic Process -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Mitochondrial Metabolism, Oxidative Stress
GO Term: Inosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Deoxyinosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Endolysosome, DNA Repair, Oxidative Stress, Autophagy
GO Term: Purine Nucleoside Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Adenosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy, Proteostasis
GO Term: Deoxyadenosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Cell Cycle, Oxidative Stress
GO Term: Deoxyguanosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Metal Binding and Homeostasis, Apoptosis
GO Term: Purine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Cell Cycle, Autophagy
GO Term: Purine Nucleotide Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Metal Binding and Homeostasis, Epigenetic
GO Term: Purine Ribonucleoside Salvage -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Autophagy, Proteostasis
GO Term: Amp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Adenine Salvage -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Cell Cycle, DNA Repair
GO Term: Camp Biosynthetic Process -> Biodomain: Signaling, Metabolism, Neuronal Signaling, Immune Response, Gene Expression
GO Term: Adp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Cell Cycle
GO Term: Dadp Biosynthetic Process -> Biodomain: DNA Repair, Mitochondrial Metabolism, Cell Cycle, Epigenetic, Metal Binding and Homeostasis
GO Term: Datp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Epigenetic, Immune Response
GO Term: Gmp Biosynthetic Process -> Biodomain: Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, DNA Repair, Proteostasis
GO Term: Guanine Salvage -> Biodomain: DNA Repair, Cell Cycle, Autophagy, Endolysosome, Mitochondrial Metabolism
GO Term: Cgmp Biosynthetic Process -> Biodomain: Vasculature, Synapse, Cell Cycle, Immune Response, Oxidative Stress
GO Term: Gtp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Dgdp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Imp Biosynthetic Process -> Biodomain: Cell Cycle, DNA Repair, Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: 'De Novo' Imp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Itp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Purine Nucleotide Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Amp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Camp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, DNA Repair
GO Term: Gmp Catabolic Process To Guanine -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Autophagy, Apoptosis
GO Term: Dgtp Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Oxidative Stress, Cell Cycle, Autophagy
GO Term: Imp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome, Apoptosis
GO Term: Pyrimidine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Cell Cycle, Metal Binding and Homeostasis
GO Term: 'De Novo' Pyrimidine Nucleobase Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Lipid Metabolism, Epigenetic
GO Term: Pyrimidine Nucleobase Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, DNA Repair, Cell Cycle, Immune Response
GO Term: Thymine Catabolic Process -> Biodomain: DNA Repair, Mitochondrial Metabolism, Oxidative Stress, Cell Cycle, Epigenetic
GO Term: Uracil Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Pyrimidine Nucleoside Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, DNA Repair, Epigenetic
GO Term: Thymidine Catabolic Process -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Uridine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Endolysosome, Cell Cycle, Epigenetic, Lipid Metabolism
GO Term: Pyrimidine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress, DNA Repair
GO Term: Pyrimidine Nucleotide Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress
GO Term: Ump Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Lipid Metabolism, RNA Spliceosome
GO Term: Udp Biosynthetic Process -> Biodomain: Lipid Metabolism, Proteostasis, Epigenetic, Structural Stabilization, Mitochondrial Metabolism
GO Term: Dump Biosynthetic Process -> Biodomain: DNA Repair, Epigenetic, Mitochondrial Metabolism, Cell Cycle, Proteostasis
GO Term: Dudp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Proteostasis, Epigenetic
GO Term: Utp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, RNA Spliceosome, Epigenetic, Lipid Metabolism
GO Term: Dtmp Biosynthetic Process -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Cell Cycle, Epigenetic, Mitochondrial Metabolism
GO Term: Dtdp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, Epigenetic
GO Term: Dttp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Epigenetic, Metal Binding and Homeostasis
GO Term: Ctp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Epigenetic, DNA Repair
GO Term: Cmp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Endolysosome, Cell Cycle
GO Term: Dcmp Catabolic Process -> Biodomain: DNA Repair, Endolysosome, Autophagy, Epigenetic, Mitochondrial Metabolism
GO Term: Dctp Catabolic Process -> Biodomain: DNA Repair, Mitochondrial Metabolism, Cell Cycle, Apoptosis, Autophagy
GO Term: Ctp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, DNA Repair, Metal Binding and Homeostasis
GO Term: Udp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy, Cell Cycle
GO Term: Dna Metabolic Process -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Mitochondrial Metabolism, Autophagy
GO Term: Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Dna-Templated Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Mitochondrial Dna Replication -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Autophagy, Oxidative Stress
GO Term: Dna Topological Change -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Mitochondrial Metabolism
GO Term: Dna Replication, Synthesis Of Primer -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Dna Replication Initiation -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy
GO Term: Dna Strand Elongation Involved In Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Epigenetic, Mitochondrial Metabolism
GO Term: Leading Strand Elongation -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Mitochondrial Metabolism
GO Term: Lagging Strand Elongation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Regulation Of Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Rna-Templated Dna Biosynthetic Process -> Biodomain: Immune Response, DNA Repair, Epigenetic, Autophagy, Apoptosis
GO Term: Dna Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Oxidative Stress
GO Term: Regulation Of Dna Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Apoptosis
GO Term: Transcription-Coupled Nucleotide-Excision Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Apoptosis, RNA Spliceosome
GO Term: Base-Excision Repair -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Epigenetic, Proteostasis
GO Term: Base-Excision Repair, Ap Site Formation -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Oxidative Stress
GO Term: Base-Excision Repair, Gap-Filling -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Apoptosis, Epigenetic
GO Term: Nucleotide-Excision Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Pyrimidine Dimer Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Oxidative Stress, Structural Stabilization
GO Term: Nucleotide-Excision Repair, Preincision Complex Assembly -> Biodomain: DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: Nucleotide-Excision Repair, Dna Gap Filling -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Apoptosis
GO Term: Mismatch Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Postreplication Repair -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Double-Strand Break Repair -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Cell Cycle, Apoptosis
GO Term: Double-Strand Break Repair Via Nonhomologous End Joining -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis
GO Term: Dna Modification -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Proteostasis
GO Term: Dna Alkylation Repair -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Dna Catabolic Process -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Epigenetic, Autophagy
GO Term: Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, Cell Cycle, Oxidative Stress, Proteostasis, DNA Repair
GO Term: Dna Recombination -> Biodomain: DNA Repair, Immune Response, Cell Cycle, Structural Stabilization, Oxidative Stress
GO Term: Meiotic Gene Conversion -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Mitotic Recombination -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Oxidative Stress, Apoptosis
GO Term: Dna Transposition -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Metal Binding and Homeostasis
GO Term: Chromatin Organization -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Nucleosome Assembly -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Proteostasis, Cell Cycle
GO Term: Dna Replication-Dependent Chromatin Assembly -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Nucleosome Disassembly -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Chromatin Remodeling -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Apoptosis, Autophagy
GO Term: Dna Methylation-Dependent Constitutive Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Dna-Templated Transcription -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Dna-Templated Transcription Initiation -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Dna-Templated Transcription Termination -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Proteostasis
GO Term: Dna-Templated Transcription Elongation -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Dna-Templated Transcription -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Immune Response, Lipid Metabolism
GO Term: Regulation Of Transcription By Rna Polymerase I -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Autophagy, Structural Stabilization
GO Term: Regulation Of Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Apoptosis, Immune Response
GO Term: Regulation Of Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Transcription By Rna Polymerase I -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Autophagy, DNA Repair
GO Term: Transcription Initiation At Rna Polymerase I Promoter -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis
GO Term: Transcription Elongation By Rna Polymerase I -> Biodomain: Epigenetic, DNA Repair, Proteostasis, RNA Spliceosome, Cell Cycle
GO Term: Termination Of Rna Polymerase I Transcription -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Structural Stabilization, Cell Cycle
GO Term: Rrna Processing -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, DNA Repair, Immune Response
GO Term: Transcription Initiation At Rna Polymerase Ii Promoter -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, DNA Repair, Oxidative Stress
GO Term: Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Termination Of Rna Polymerase Ii Transcription -> Biodomain: Epigenetic, RNA Spliceosome, DNA Repair, Cell Cycle, Proteostasis
GO Term: 7-Methylguanosine Mrna Capping -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis
GO Term: Mrna Splice Site Recognition -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Autophagy
GO Term: Adenosine To Inosine Editing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, DNA Repair, Autophagy
GO Term: Transcription Initiation At Rna Polymerase Iii Promoter -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, Oxidative Stress
GO Term: Termination Of Rna Polymerase Iii Transcription -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: Trna Splicing, Via Endonucleolytic Cleavage And Ligation -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Autophagy
GO Term: Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis, DNA Repair
GO Term: Transcription Initiation At Mitochondrial Promoter -> Biodomain: Mitochondrial Metabolism, Epigenetic, DNA Repair, Proteostasis, Autophagy
GO Term: Transcription Elongation By Mitochondrial Rna Polymerase -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Oxidative Stress, Proteostasis
GO Term: Termination Of Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: Rna Processing -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: Mrna Processing -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
GO Term: Mrna 3'-End Processing By Stem-Loop Binding And Cleavage -> Biodomain: Cell Cycle, RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair
GO Term: Trna Metabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy
GO Term: Trna Modification -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Metal Binding and Homeostasis, Epigenetic
GO Term: Rna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Endolysosome, Epigenetic
GO Term: Mrna Catabolic Process -> Biodomain: Autophagy, Immune Response, Cell Cycle, Apoptosis, Endolysosome
GO Term: Rna Localization -> Biodomain: RNA Spliceosome, Proteostasis, Synapse, Autophagy, Mitochondrial Metabolism
GO Term: Rna Import Into Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, DNA Repair, Epigenetic, Autophagy
GO Term: Rna Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: Mrna Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Epigenetic, Cell Cycle
GO Term: Snrna Export From Nucleus -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: Trna Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Metal Binding and Homeostasis, Cell Cycle
GO Term: Translation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Epigenetic, Cell Cycle, Oxidative Stress
GO Term: Translational Initiation -> Biodomain: Proteostasis, Cell Cycle, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Translational Elongation -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Epigenetic, Cell Cycle
GO Term: Translational Termination -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Regulation Of Translation -> Biodomain: Proteostasis, Cell Cycle, Synapse, Autophagy, Immune Response
GO Term: Trna Aminoacylation For Protein Translation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Lipid Metabolism
GO Term: Alanyl-Trna Aminoacylation -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Autophagy, Cell Cycle
GO Term: Arginyl-Trna Aminoacylation -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Asparaginyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Aspartyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Cell Cycle
GO Term: Cysteinyl-Trna Aminoacylation -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Glutamyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Cell Cycle, Epigenetic, Autophagy
GO Term: Glutaminyl-Trna Aminoacylation -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: Glycyl-Trna Aminoacylation -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Epigenetic, Mitochondrial Metabolism, Autophagy
