Running with TEMP=0.9, sub_array_index=9
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 9: rows 8000 to 8999
GO Term: Mitochondrial Respiratory Chain Complex Iii Assembly -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Structural Stabilization
GO Term: Long-Chain Fatty-Acyl-Coa Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Hyaluranon Cable -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Oxidative Stress, Endolysosome
GO Term: Response To Platelet-Derived Growth Factor -> Biodomain: Vasculature, Cell Cycle, Structural Stabilization, Oxidative Stress, Immune Response
GO Term: Cellular Response To Platelet-Derived Growth Factor Stimulus -> Biodomain: Vasculature, Cell Cycle, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Double-Stranded Dna Helicase Activity -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Mitochondrial Metabolism, Oxidative Stress
GO Term: Bmp Binding -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, Immune Response, Autophagy
GO Term: Sperm Flagellum -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Catsper Complex -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Cell Cycle, Autophagy
GO Term: Prostaglandin H2 Endoperoxidase Reductase Activity -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Oxidative Stress, Proteostasis
GO Term: Prostaglandin D2 11-Ketoreductase Activity -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Mitochondrial Metabolism
GO Term: 12-Hydroxyheptadecatrienoic Acid Synthase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Endolysosome, Autophagy
GO Term: Schwann Cell Migration -> Biodomain: Myelination, Synapse, Structural Stabilization, Cell Cycle, Vasculature
GO Term: Peptidyl-Histidine Dioxygenase Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Structural Stabilization
GO Term: [Protein]-Asparagine 3-Dioxygenase Activity -> Biodomain: Oxidative Stress, Epigenetic, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Kringle Domain Binding -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Dendritic Cell Homeostasis -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Autophagy
GO Term: Cellular Response To Mycotoxin -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Apoptosis, Immune Response
GO Term: Phosphatidylglycerol Acyl-Chain Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Apoptosis, Endolysosome
GO Term: Phosphatidylinositol Acyl-Chain Remodeling -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Phosphatidylserine Acyl-Chain Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Apoptosis, Endolysosome
GO Term: Phosphatidylcholine Acyl-Chain Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Phosphatidylethanolamine Acyl-Chain Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Triglyceride Acyl-Chain Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Acylglycerol Acyl-Chain Remodeling -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Inner Dynein Arm -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Mitochondrial Metabolism
GO Term: Outer Dynein Arm -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Synapse
GO Term: Outer Dynein Arm Assembly -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Mitochondrial Metabolism
GO Term: Inner Dynein Arm Assembly -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Phenotypic Switching -> Biodomain: Epigenetic, Cell Cycle, Immune Response, Vasculature, RNA Spliceosome
GO Term: Ribonucleoside-Diphosphate Reductase Activity, Glutaredoxin Disulfide As Acceptor -> Biodomain: Cell Cycle, DNA Repair, Oxidative Stress, Metal Binding and Homeostasis, Apoptosis
GO Term: Osteoclast Maturation -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: 13-Lipoxin Reductase Activity -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Early Phagosome Membrane -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Muscle Cell Projection Membrane -> Biodomain: Structural Stabilization, Synapse, Vasculature, Lipid Metabolism, Oxidative Stress
GO Term: Protein Modification Process -> Biodomain: Proteostasis, Epigenetic, Autophagy, Apoptosis, Structural Stabilization
GO Term: Contractile Ring Contraction -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Dttp Diphosphatase Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress
GO Term: Gtp Diphosphatase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Cell Cycle
GO Term: Itp Diphosphatase Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Proteostasis
GO Term: Utp Diphosphatase Activity -> Biodomain: Cell Cycle, RNA Spliceosome, DNA Repair, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Xtp Diphosphatase Activity -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Proteostasis, Autophagy, Endolysosome
GO Term: Protein Localization To Nuclear Inner Membrane -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Structural Stabilization, Autophagy
GO Term: Peroxisome Transport Along Microtubule -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Response To Methylamine -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Multivesicular Body Organization -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Apoptosis
GO Term: Multivesicular Body Assembly -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: 7-Methylguanosine Cap Hypermethylation -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Cell Cycle, DNA Repair
GO Term: Rna (Guanine-N7)-Methylation -> Biodomain: Epigenetic, RNA Spliceosome, DNA Repair, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Swimming -> Biodomain: Mitochondrial Metabolism, Synapse, Myelination, Lipid Metabolism, Oxidative Stress
GO Term: Swimming Behavior -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Synapse, Myelination, Lipid Metabolism
GO Term: Tubulobulbar Complex -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Synapse
GO Term: Saga Complex Assembly -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Peptidyl-Serine Autophosphorylation -> Biodomain: Signal Transduction, Kinase Activity, Phosphorylation, Proteostasis, Cell Cycle
GO Term: Response To Decreased Oxygen Levels -> Biodomain: Mitochondrial Metabolism, Vasculature, Metal Binding and Homeostasis, Lipid Metabolism, Epigenetic
GO Term: Cellular Response To Decreased Oxygen Levels -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Cellular Response To Increased Oxygen Levels -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Epigenetic, Cell Cycle
GO Term: Interstrand Cross-Link Repair -> Biodomain: DNA Repair, DNA Damage, Genome Stability, Cell Cycle, Cellular Response
GO Term: Recombinational Interstrand Cross-Link Repair -> Biodomain: DNA Repair, Recombination, Epigenetic, Genomic Stability, Apoptosis
GO Term: Atrioventricular Canal Development -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Apoptosis, Proteostasis
GO Term: Lymph Vessel Morphogenesis -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Umbilical Cord Morphogenesis -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Lipid Metabolism, Autophagy
GO Term: Ameloblast Differentiation -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Cell Cycle
GO Term: Embryonic Heart Tube Elongation -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Mitochondrial Metabolism
GO Term: Protein Localization To M-Band -> Biodomain: Structural Stabilization, Muscle System, Muscle Contraction, Proteostasis, Cytoskeletal Organization
GO Term: Atp-Dependent Dna/Dna Annealing Activity -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Phosphatidylinositol 3-Kinase Regulatory Subunit Binding -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Proteostasis, Apoptosis
GO Term: Phosphatidylinositol 3-Kinase Catalytic Subunit Binding -> Biodomain: Lipid Metabolism, Autophagy, Apoptosis, Cell Cycle, Endolysosome
GO Term: Cellular Response To Sterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Srebp-Scap Complex Retention In Endoplasmic Reticulum -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Tyrosyl-Rna Phosphodiesterase Activity -> Biodomain: Proteostasis, RNA Spliceosome, Apoptosis, Autophagy, Metal Binding and Homeostasis
GO Term: Ghrelin Secretion -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Vascular Endothelial Growth Factor Receptor-1 Signaling Pathway -> Biodomain: Vasculature, Cell Cycle, Immune Response, Oxidative Stress, Apoptosis
GO Term: Vascular Endothelial Growth Factor Receptor-2 Signaling Pathway -> Biodomain: Vasculature, Cell Cycle, Immune Response, Oxidative Stress, Proteostasis
GO Term: Vascular Endothelial Growth Factor Receptor-3 Signaling Pathway -> Biodomain: Vasculature, Immune Response, Apoptosis, Structural Stabilization, Proteostasis
GO Term: Placental Growth Factor Receptor Activity -> Biodomain: Vasculature, Cell Cycle, Immune Response, Proteostasis, Autophagy
GO Term: Hepatocyte Homeostasis -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Intestinal Stem Cell Homeostasis -> Biodomain: Cell Cycle, Apoptosis, Epigenetic, Autophagy, DNA Repair
GO Term: Dendritic Cell Migration -> Biodomain: Immune Response, Vasculature, Apoptosis, Endolysosome, Proteostasis
GO Term: Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Cell Cycle, Epigenetic, Proteostasis
GO Term: Lymphocyte Adhesion To Endothelial Cell Of High Endothelial Venule -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Lipid Metabolism
GO Term: Post-Anal Tail Morphogenesis -> Biodomain: Structural Stabilization, Musculoskeletal System, Anatomical Structure Morphogenesis, Cell Differentiation and Proliferation, Developmental Biology
GO Term: Psychomotor Behavior -> Biodomain: Synapse, Myelination, Mitochondrial Metabolism, Epigenetic, Lipid Metabolism
GO Term: Platelet Morphogenesis -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Platelet Maturation -> Biodomain: Cell Cycle, Apoptosis, Vasculature, Structural Stabilization, Lipid Metabolism
GO Term: Renal Potassium Excretion -> Biodomain: Vasculature, Renal System, Metal Binding and Homeostasis, Ion Transport, Detoxification
GO Term: Light Adaption -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism, Epigenetic
GO Term: Cone Photoresponse Recovery -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Oxidative Stress
GO Term: Protein Localization To T-Tubule -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Autophagy
GO Term: Opsin Transport -> Biodomain: Proteostasis, Endolysosome, Synapse, Autophagy, Structural Stabilization
GO Term: L-Fucose Mutarotase Activity -> Biodomain: Lipid Metabolism, Immune Response, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Glutathione Hydrolase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Sodium Ion Export Across Plasma Membrane -> Biodomain: Metal Binding and Homeostasis, Vasculature, Synapse, Oxidative Stress, Immune Response
GO Term: Calcitriol Biosynthetic Process From Calciol -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Vasculature
GO Term: Myofilament -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism, Synapse
GO Term: Cdp Phosphatase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle
GO Term: Thiocyanate Peroxidase Activity -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Rna N6-Methyladenosine Methyltransferase Complex -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Proteostasis, RNA Spliceosome, Autophagy
GO Term: Tcr Signalosome -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Apoptosis, Autophagy
GO Term: Tcr Signalosome Assembly -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Proteasome-Activating Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Arachidonate 8(S)-Lipoxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Vasculature
GO Term: Histone H3K14 Acetyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Histone H3-K14 Acetyltransferase Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Trna Stabilization -> Biodomain: Proteostasis, RNA Spliceosome, Structural Stabilization, Epigenetic, Metal Binding and Homeostasis
GO Term: L-Phosphoserine Phosphatase Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Cmp Kinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Dcmp Kinase Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: K48-Linked Polyubiquitin Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, DNA Repair, Oxidative Stress
GO Term: Maintenance Of Lens Transparency -> Biodomain: Proteostasis, Oxidative Stress, Structural Stabilization, Autophagy, Apoptosis
GO Term: Citrate Synthase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Calcium Import Into The Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy
GO Term: Neuronal Stem Cell Division -> Biodomain: Cell Cycle, Epigenetic, DNA Repair, Proteostasis, Structural Stabilization
GO Term: Myofibroblast Differentiation -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Apoptosis, Immune Response
GO Term: Microtubule Minus-End -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Synapse
GO Term: L-Methionine-(S)-S-Oxide Reductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Keratohyalin Granule -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Lipid Metabolism, Autophagy
GO Term: Hepatocyte Growth Factor Binding -> Biodomain: Cell Cycle, Structural Stabilization, Vasculature, Apoptosis, Proteostasis
GO Term: Bloc-2 Complex Binding -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response
GO Term: Trail-Activated Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Cell Cycle
GO Term: Trail Receptor Activity -> Biodomain: Apoptosis, Immune Response, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Cytoplasmic Ribonucleoprotein Granule -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, RNA Spliceosome, Synapse
GO Term: Synaptic Vesicle Recycling -> Biodomain: Synapse, Endolysosome, Structural Stabilization, Proteostasis, Autophagy
GO Term: Synaptic Vesicle Recycling Via Endosome -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: 5-Hydroxy-L-Tryptophan Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: L-Dopa Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Tyrosine 3-Monooxygenase Activator Activity -> Biodomain: Proteostasis, Synapse, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Cellular Response To Glyoxal -> Biodomain: Oxidative Stress, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Somatodendritic Compartment -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: L-Dopa Decarboxylase Activator Activity -> Biodomain: Proteostasis, Synapse, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Peroxidase Inhibitor Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Apoptosis, Metal Binding and Homeostasis
GO Term: Neuron Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Synapse, Proteostasis
GO Term: Intrinsic Apoptotic Signaling Pathway In Response To Hydrogen Peroxide -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Neuron Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress -> Biodomain: Apoptosis, Proteostasis, Endolysosome, Autophagy, Tau Homeostasis
GO Term: Trunk Neural Crest Cell Migration -> Biodomain: Structural Stabilization, Cell Cycle, Myelination, Proteostasis, Mitochondrial Metabolism
GO Term: Ventral Trunk Neural Crest Cell Migration -> Biodomain: Structural Stabilization, Synapse, Vasculature, Proteostasis, Epigenetic
GO Term: Nitric-Oxide Synthase Inhibitor Activity -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Synapse, Apoptosis
GO Term: Chop-C/Ebp Complex -> Biodomain: Transcriptional Regulation, Apoptosis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Regulation Of Translation In Response To Endoplasmic Reticulum Stress -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Lipid Metabolism
GO Term: Regulation Of Translation Initiation In Response To Endoplasmic Reticulum Stress -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Lipid Metabolism
GO Term: Positive Regulation Of Translation In Response To Endoplasmic Reticulum Stress -> Biodomain: Proteostasis, Autophagy, Apoptosis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Positive Regulation Of Translation Initiation In Response To Endoplasmic Reticulum Stress -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Ire1-Mediated Unfolded Protein Response -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Perk-Mediated Unfolded Protein Response -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Apoptosis, Endolysosome
GO Term: Atf6-Mediated Unfolded Protein Response -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Ufd1-Npl4 Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Derlin-1-Vimp Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Erad Pathway -> Biodomain: Proteostasis, Endolysosome, Autophagy, Oxidative Stress, Apoptosis
GO Term: Prosaposin Receptor Activity -> Biodomain: Lipid Metabolism, Endolysosome, Apoptosis, Autophagy, Immune Response
GO Term: Maintenance Of Unfolded Protein -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Oxidative Stress
GO Term: Protein Alpha-1,2-Demannosylation -> Biodomain: Proteostasis, Endolysosome, Structural Stabilization, Lipid Metabolism, Autophagy
GO Term: Derlin-1 Retrotranslocation Complex -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Endolysosome, Apoptosis
GO Term: Dopaminergic Neuron Axon Guidance -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Serotonergic Neuron Axon Guidance -> Biodomain: Synapse, Neuron Development, Neurotransmitter Signaling and Transport, Cytoskeletal Organization, Axon Guidance
GO Term: Chemoattraction Of Dopaminergic Neuron Axon -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Chemoattraction Of Serotonergic Neuron Axon -> Biodomain: Synapse, Structural Stabilization, Myelination, Proteostasis, Cell Cycle
GO Term: Chemorepulsion Of Dopaminergic Neuron Axon -> Biodomain: Synapse, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Astrocyte-Dopaminergic Neuron Signaling -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Lipid Metabolism
GO Term: Protein Deglycase Activity -> Biodomain: Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Autophagy
GO Term: Protein Deglycation -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Paracrine Signaling -> Biodomain: Immune Response, Synapse, Vasculature, Cell Cycle, Lipid Metabolism
GO Term: G Protein-Coupled Opioid Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, Vasculature
GO Term: Epidermal Growth Factor Receptor Ligand Maturation -> Biodomain: Proteostasis, Endolysosome, Immune Response, Autophagy, Apoptosis
GO Term: Netrin-Activated Signaling Pathway -> Biodomain: Synapse, Structural Stabilization, Apoptosis, Cell Cycle, Proteostasis
GO Term: Regulation Of Signal Transduction By Receptor Internalization -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Insulin Receptor Internalization -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Wnt Receptor Catabolic Process -> Biodomain: Proteostasis, Endolysosome, Synapse, Autophagy, Lipid Metabolism
GO Term: Insulin Receptor Recycling -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Leptin Receptor Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Immune Response, Apoptosis, Lipid Metabolism
GO Term: G Protein-Coupled Olfactory Receptor Activity -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Signaling Receptor Activity -> Biodomain: Immune Response, Vasculature, Synapse, Apoptosis, Proteostasis
GO Term: Cargo Receptor Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Reelin Receptor Activity -> Biodomain: Synapse, Structural Stabilization, Apoptosis, Immune Response, Proteostasis
GO Term: Reelin-Mediated Signaling Pathway -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Epigenetic, Tau Homeostasis
GO Term: Apolipoprotein A-I-Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Epigenetic, Proteostasis
GO Term: Positive Regulation Of Endothelial Cell Chemotaxis By Vegf-Activated Vascular Endothelial Growth Factor Receptor Signaling Pathway -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Proteostasis, Autophagy
GO Term: Ligand-Independent Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway -> Biodomain: GPCR Signaling, Second Messenger Signaling, Signal Transduction, Intracellular Signaling, Neurotransmitter Signaling
GO Term: Sphingosine-1-Phosphate Receptor Activity -> Biodomain: Lipid Metabolism, Immune Response, Vasculature, Apoptosis, Synapse
GO Term: G Protein-Coupled Receptor Dimeric Complex -> Biodomain: Synapse, Proteostasis, Cell Cycle, Immune Response, Vasculature
GO Term: G Protein-Coupled Receptor Homodimeric Complex -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Cell Cycle, Endolysosome
GO Term: G Protein-Coupled Receptor Heterodimeric Complex -> Biodomain: Synapse, Vasculature, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Cross-Receptor Inhibition Within G Protein-Coupled Receptor Heterodimer -> Biodomain: Immune Response, Synapse, Proteostasis, Structural Stabilization, Autophagy
GO Term: Interleukin-5-Mediated Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Epigenetic, Proteostasis, Autophagy
GO Term: G Protein-Coupled Enkephalin Receptor Activity -> Biodomain: Synapse, Proteostasis, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Morphine Receptor Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Immune Response, Vasculature
GO Term: Dynorphin Receptor Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: G Protein-Coupled Estrogen Receptor Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Vasculature
GO Term: Nitric Oxide-Cgmp-Mediated Signaling -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Mitochondrial Metabolism, Apoptosis
GO Term: Non-Canonical Nf-Kappab Signal Transduction -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Cell Cycle
GO Term: Protein Tyrosine Kinase Collagen Receptor Activity -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Proteostasis, Lipid Metabolism
GO Term: Collagen-Activated Tyrosine Kinase Receptor Signaling Pathway -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Cell Cycle, Proteostasis
GO Term: Collagen Receptor Activity -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Apoptosis, Proteostasis
GO Term: Collagen-Activated Signaling Pathway -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Cell Cycle, Epigenetic
GO Term: P38Mapk Cascade -> Biodomain: Apoptosis, Immune Response, Oxidative Stress, Cell Cycle, Proteostasis
GO Term: Peptidyl-Tyrosine Autophosphorylation -> Biodomain: Proteostasis, Cell Cycle, Immune Response, Apoptosis, Structural Stabilization
GO Term: Vascular Endothelial Growth Factor Signaling Pathway -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Endolysosome
GO Term: Vascular Endothelial Growth Factor Binding -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Endolysosome, Oxidative Stress
