Running with TEMP=0.9, sub_array_index=16
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 16: rows 15000 to 15999
GO Term: Hippocampal Mossy Fiber To Ca3 Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Plasma Membrane Bounded Cell Projection Assembly -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Autophagy, Cell Cycle
GO Term: Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly -> Biodomain: Structural Stabilization, Synapse, Cell Cycle, Proteostasis, Myelination
GO Term: Regulation Of Plasma Membrane Bounded Cell Projection Organization -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Cell Cycle, Autophagy
GO Term: Plasma Membrane Bounded Cell Projection Organization -> Biodomain: Structural Stabilization, Synapse, Myelination, Proteostasis, Lipid Metabolism
GO Term: Positive Regulation Of Macrophage Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Autophagy
GO Term: Negative Regulation Of Macrophage Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Autophagy, Proteostasis
GO Term: Stereocilium Shaft -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Stereocilium Base -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Autophagy, Cell Cycle
GO Term: Stereocilium Maintenance -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: U6 Snrna (Adenine-(43)-N(6))-Methyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Metal Binding and Homeostasis, Cell Cycle
GO Term: Snrna (Adenine-N6)-Methylation -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Autophagy, Apoptosis
GO Term: Ribitol Beta-1,4-Xylosyltransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Structural Stabilization, Endolysosome, Autophagy
GO Term: Large Intestinal Transit -> Biodomain: Structural Stabilization, Lipid Metabolism, Vasculature, Immune Response, Proteostasis
GO Term: Positive Regulation Of Small Intestinal Transit -> Biodomain: Vasculature  
Lipid Metabolism  
Immune Response  
Proteostasis  
Structural Stabilization
GO Term: Negative Regulation Of Gastric Emptying -> Biodomain: Vasculature, Immune Response, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Positive Regulation Of Stomach Fundus Smooth Muscle Contraction -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Positive Regulation Of Pyloric Antrum Smooth Muscle Contraction -> Biodomain: Vasculature, Structural Stabilization, Synapse, Proteostasis, Lipid Metabolism
GO Term: Negative Regulation Of Endocardial Cushion Cell Differentiation -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Apoptosis, Immune Response
GO Term: Cell Adhesion Involved In Sprouting Angiogenesis -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Cell Cycle, Apoptosis
GO Term: Crotonyl-Coa Hydratase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Negative Regulation Of Peptidyl-Lysine Crotonylation -> Biodomain: Proteostasis, Epigenetic, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Vacuole-Isolation Membrane Contact Site -> Biodomain: Autophagy, Proteostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Procentriole -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Epigenetic
GO Term: Procentriole Replication Complex -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, DNA Repair
GO Term: Centriolar Subdistal Appendage -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Apoptosis
GO Term: Dna-3'-Diphospho-5'-Guanosine Diphosphatase -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Neuron Projection Cytoplasm -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Sm-Like Protein Family Complex -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Endolysosome, Epigenetic
GO Term: Lsm2-8 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: Glucagon Processing -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: T Cell Meandering Migration -> Biodomain: Immune Response, Endolysosome, Lipid Metabolism, Autophagy, Structural Stabilization
GO Term: Positive Regulation Of Apoptotic Process In Bone Marrow Cell -> Biodomain: Apoptosis, Immune Response, Cell Cycle, Proteostasis, Oxidative Stress
GO Term: Proximal Portion Of Axoneme -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Autophagy
GO Term: Distal Portion Of Axoneme -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism, Cell Cycle
GO Term: Sulfatide Binding -> Biodomain: Lipid Metabolism, Myelination, Structural Stabilization, Immune Response, Endolysosome
GO Term: Formylglycine-Generating Oxidase Activity -> Biodomain: Endolysosome, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Calcium-Dependent Carbohydrate Binding -> Biodomain: Carbohydrate Metabolism, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Negative Regulation Of Erbb4 Signaling Pathway -> Biodomain: Synapse, Vasculature, Immune Response, Cell Cycle, Proteostasis
GO Term: Par Polarity Complex -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Synapse, Apoptosis
GO Term: Positive Regulation Of Collagen Catabolic Process -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Immune Response, Autophagy
GO Term: Intraciliary Transport Particle A Binding -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Regulation Of Cold-Induced Thermogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Positive Regulation Of Cold-Induced Thermogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Negative Regulation Of Cold-Induced Thermogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Detection Of Hot Stimulus Involved In Thermoception -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Endolysosome
GO Term: Detection Of Cold Stimulus Involved In Thermoception -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Autophagy, Immune Response
GO Term: Intraciliary Transport Particle B Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Cell Cycle
GO Term: Steroid Hormone Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Adherens Junction Disassembly -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Autophagy
GO Term: Focal Adhesion Disassembly -> Biodomain: Structural Stabilization, Cell Cycle, Apoptosis, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Focal Adhesion Disassembly -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Structural Stabilization
GO Term: Negative Regulation Of Focal Adhesion Disassembly -> Biodomain: Structural Stabilization, Vasculature, Synapse, Cell Cycle, Immune Response
GO Term: Negative Regulation Of Protein Localization To Chromatin -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Regulation of Cellular Process, Cell Cycle
GO Term: Positive Regulation Of Protein Localization To Chromatin -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Regulation Of Bile Acid Secretion -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Bile Acid Secretion -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Endolysosome, Autophagy
GO Term: Negative Regulation Of Bile Acid Secretion -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Tight Junction Assembly -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Synapse, Endolysosome
GO Term: Tight Junction Organization -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Endolysosome
GO Term: Mucociliary Clearance -> Biodomain: Immune Response, Structural Stabilization, Endolysosome, Vasculature, Mitochondrial Metabolism
GO Term: Cone Photoreceptor Outer Segment -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Rod Photoreceptor Outer Segment -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Rod Photoreceptor Disc Membrane -> Biodomain: Cilium, Membrane, Structural Stabilization, Synapse, Neuronal
GO Term: Photoreceptor Distal Connecting Cilium -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Tau Homeostasis, Autophagy
GO Term: Proacrosomal Vesicle Fusion -> Biodomain: Endolysosome, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Sperm Head-Tail Coupling Apparatus -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Matrilin Complex -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Autophagy, Apoptosis
GO Term: Subapical Part Of Cell -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Synapse, Vasculature
GO Term: Basal Body Patch -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Endolysosome, Autophagy
GO Term: Maintenance Of Ciliary Planar Beating Movement Pattern -> Biodomain: Structural Stabilization, Proteostasis, Cytoskeleton Organization, Cell Motility, Cellular Dynamics
GO Term: Regulation Of Blastocyst Development -> Biodomain: Cell Cycle, Epigenetic, Apoptosis, Autophagy, Lipid Metabolism
GO Term: Larynx Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Autophagy, Endolysosome
GO Term: Coenzyme A Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Epigenetic, Oxidative Stress, Autophagy
GO Term: Succinyl-Coa Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Outer Dynein Arm Docking Complex -> Biodomain: Cilia, Microtubule Cytoskeleton, Structural Stabilization, Motor Activity, Cytoskeleton
GO Term: Protein Localization To Motile Cilium -> Biodomain: Proteostasis, Structural Stabilization, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Recombinase Activator Activity -> Biodomain: DNA Repair, Immune Response, Apoptosis, Proteostasis, Epigenetic
GO Term: Dna Recombinase Auxiliary Factor Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Stereocilium Coat -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Endolysosome, Lipid Metabolism
GO Term: 2-Iminobutanoate/2-Iminopropanoate Deaminase -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: 2-Iminobutanoate Deaminase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: 2-Iminopropanoate Deaminase Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Lateral Wall Of Outer Hair Cell -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Endolysosome, Lipid Metabolism
GO Term: Hydrocarbon Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Endolysosome, Autophagy
GO Term: Olefinic Compound Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: 7Sk Snrnp -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Virus Coreceptor Activity -> Biodomain: Immune Response, Endolysosome, Lipid Metabolism, Apoptosis, Proteostasis
GO Term: Autolysosome Membrane -> Biodomain: Autophagy, Endolysosome, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Autolysosome Lumen -> Biodomain: Autophagy, Endolysosome, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Protein Serine/Threonine Kinase Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, DNA Repair
GO Term: Dynein Axonemal Particle -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Cell Cycle, Synapse
GO Term: Peptide Serotonyltransferase Activity -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Histone Serotonyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Metal Binding and Homeostasis, Cell Cycle, DNA Repair
GO Term: Peptide Dopaminyltransferase Activity -> Biodomain: Proteostasis, Synapse, APP Metabolism, Tau Homeostasis, Autophagy
GO Term: Histone Dopaminyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Metal Binding and Homeostasis, Autophagy, Synapse
GO Term: Peptide Noradrenalinyltransferase Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome
GO Term: Peptide Histaminyltransferase Activity -> Biodomain: Immune Response, Proteostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Peptide Lactyltransferase (Coa-Dependent) Activity -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Histone Lactyltransferase (Coa-Dependent) Activity -> Biodomain: Epigenetic, Metabolic Processes, Catalytic Activity, DNA Binding and Transcription, Metabolic Pathways
GO Term: Background Adaptation -> Biodomain: Epigenetic, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Sperm Flagellum Assembly -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Sperm Mitochondrial Sheath Assembly -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Long-Chain Fatty Acid Omega-1 Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Lipid Ubiquitination -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Endolysosome, Apoptosis
GO Term: Nurd Complex Binding -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, DNA Repair, Metal Binding and Homeostasis
GO Term: Rixosome Complex -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, DNA Repair, Autophagy
GO Term: Radial Spoke Head 1 -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Radial Spoke Head 2 -> Biodomain: Structural Stabilization, Cytoskeleton, Cilium, Protein Complex Assembly, Cell Motility
GO Term: Radial Spoke Head 3 -> Biodomain: Structural Stabilization, Cytoskeleton, Cilia, Protein-containing Complex, Organelle
GO Term: F-Actin Monooxygenase Activity -> Biodomain: Structural Stabilization, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Trna-Guanine Transglycosylase Complex -> Biodomain: RNA Spliceosome, Metal Binding and Homeostasis, Proteostasis, Cell Cycle, Autophagy
GO Term: Gdp-Mannose Pyrophosphorylase Complex -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, APP Metabolism
GO Term: Hydroxypyruvate Reductase (Nadph) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Mitochondrial [4Fe-4S] Assembly Complex -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: 2-(3-Amino-3-Carboxypropyl)Histidine Synthase Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Apoptosis
GO Term: Fatty Acid-Coa Ligase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Endolysosome
GO Term: Diacylglycerol Lipase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Apoptosis
GO Term: Protein N-Terminal-Methionine Acetyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Tubulin N-Terminal-Methionine Acetyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Tau Homeostasis, Mitochondrial Metabolism, Autophagy
GO Term: Free Fatty Acid 2-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis
GO Term: 4-Hydroxysphinganine Ceramide Fatty Acyl 2-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Prenyl Diphosphate Synthase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: 3-Demethylubiquinone 3-O-Methyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Epigenetic, Oxidative Stress
GO Term: 2-Methoxy-6-Polyprenolphenol 4-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: 4-Hydroxy-3-Methoxy-5-Polyprenylbenzoate Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Ethanol Dehydrogenase (Nad+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Heme A Synthase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Phosphatidylinositol Phospholipase C Activity -> Biodomain: Lipid Metabolism, Cell Signaling, Proteostasis, Membrane Trafficking, Endolysosome
GO Term: Methyltransferase Cap2 Activity -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, DNA Repair, Autophagy
GO Term: 2-Oxoglutarate Decarboxylation To Succinyl-Coa -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Branched-Chain Alpha-Keto Acid Decarboxylation To Branched-Chain Acyl-Coa -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Morula Formation -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis, Autophagy
GO Term: Histone H3K4Me3 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Histone H3K36Me3 Reader Activity -> Biodomain: Epigenetic, Proteostasis, Structural Stabilization, DNA Repair, Metal Binding and Homeostasis
GO Term: Histone H3Q5Ser Reader Activity -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Histone H4K20Me2 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Autophagy
GO Term: Histone H3 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Kicstor Complex -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome
GO Term: Histone H4 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: L-Aspartate Import Across Plasma Membrane -> Biodomain: Amino Acid Transport, Mitochondrial Metabolism, Metabolism, Proteostasis, Lipid Metabolism
GO Term: D-Aspartate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Histone H4K12Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Histone H4K5Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Meiotic Nuclear Division -> Biodomain: Cell Cycle, Reproductive Process, Nuclear Processes, DNA Repair, Epigenetic
GO Term: Mitotic Nuclear Division -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Epigenetic, Autophagy
GO Term: Histone H3K14Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Histone H3K18Cr Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Apoptosis, Proteostasis
GO Term: Regulation Of Cytoplasmic Translational Fidelity -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Apoptosis, RNA Spliceosome
GO Term: Histone H3K9Cr Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Mitochondrial Adp Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Lipid Metabolism
GO Term: Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Epigenetic, Structural Stabilization
GO Term: Phosphorylation-Dependent Protein Binding -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Autophagy, Apoptosis
GO Term: Glycosylation-Dependent Protein Binding -> Biodomain: Proteostasis, Immune Response, Endolysosome, Lipid Metabolism, Synapse
GO Term: Acetylation-Dependent Protein Binding -> Biodomain: Proteostasis, Epigenetic, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Methylation-Dependent Protein Binding -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Metal Binding and Homeostasis, Cell Cycle
GO Term: Ubiquitin-Like Protein Reader Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Epigenetic
GO Term: Ubiquitin-Modified Protein Reader Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, DNA Repair, Epigenetic
GO Term: Histone H3K27Cr Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Cellular Detoxification Of Methylglyoxal -> Biodomain: Oxidative Stress, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Autophagy
GO Term: Lipid Droplet Formation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Structural Stabilization
GO Term: Histone H3K18Ac Reader Activity -> Biodomain: Epigenetic, Chromatin Regulation, Post-Translational Modification, DNA Repair, Transcriptional Regulation
GO Term: Histone H4K16Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Manganese Ion Export Across Plasma Membrane -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, Endolysosome
GO Term: Negative Regulation Of Endocardial Cushion To Mesenchymal Transition -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Epigenetic, Apoptosis
GO Term: Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus -> Biodomain: Oxidative Stress, Lipid Metabolism, Immune Response, Vasculature, Endolysosome
GO Term: Histone H4K8Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Organelle Localization By Membrane Tethering -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Structural Stabilization, Autophagy
GO Term: Neuron Projection Arborization -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Cell Cycle, Proteostasis
GO Term: Dendrite Arborization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: Axon Arborization -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Autophagy
GO Term: Unmodified Histone Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Peptide Crotonyltransferase Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Epigenetic, Lipid Metabolism, Autophagy
GO Term: Peptide Butyryltransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Apoptosis
GO Term: Peptidyl-Lysine Crotonylation -> Biodomain: Proteostasis, Epigenetic, Lipid Metabolism, Mitochondrial Metabolism, Autophagy
GO Term: Peptidyl-Lysine Butyrylation -> Biodomain: Proteostasis, Lipid Metabolism, Epigenetic, Mitochondrial Metabolism, Autophagy
GO Term: Histone Crotonyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Autophagy, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Histone Butyryltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Hydrogen Peroxide Channel Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Histone H3K9Ac Reader Activity -> Biodomain: Epigenetic, Chromatin Organization, Protein-DNA Interactions, Transcriptional Regulation, Cell Cycle
GO Term: Cardiac Endothelial To Mesenchymal Transition -> Biodomain: Developmental Biology, Vasculature, Cell Differentiation, Tissue Morphogenesis, Cardiovascular Development
GO Term: Negative Regulation Of Lipoprotein Transport -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Structural Stabilization, Endolysosome
GO Term: Positive Regulation Of Lipoprotein Transport -> Biodomain: Lipid Metabolism, Proteostasis, Vasculature, Mitochondrial Metabolism, Structural Stabilization
GO Term: Class I Dna-(Apurinic Or Apyrimidinic Site) Endonuclease Activity -> Biodomain: DNA Repair, Epigenetic, Oxidative Stress, Mitochondrial Metabolism, Autophagy
GO Term: Glycosylated Region Protein Binding -> Biodomain: Proteostasis, Immune Response, Endolysosome, Autophagy, Structural Stabilization
GO Term: Sumo-Ubiquitin Ligase Activity -> Biodomain: Proteostasis, Ubiquitin Proteasome, Post-Translational Modification, Protein Degradation, Autophagy
GO Term: Atp-Dependent Protein-Dna Unloader Activity -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Acetaldehyde Dehydrogenase (Nad+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Apoptosis
GO Term: Protein Storage -> Biodomain: Proteostasis, Autophagy, Endolysosome, Nutrient Storage, Cellular Process
GO Term: Membrane Curvature Sensor Activity -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Bbaf Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Structural Constituent Of Cytoplasmic Lattice -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Endolysosome, Synapse
GO Term: Cytoplasmic Lattice -> Biodomain: Proteostasis, Structural Stabilization, Endolysosome, Autophagy, RNA Spliceosome
GO Term: Catalytic Activity, Acting On A Protein -> Biodomain: Proteostasis, Structural Stabilization, Apoptosis, Autophagy, Endolysosome
GO Term: Catalytic Activity, Acting On Dna -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Metal Binding and Homeostasis, Apoptosis
GO Term: Catalytic Activity, Acting On Rna -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, DNA Repair, Autophagy
