Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 7: rows 6000 to 6999
GO Term: Neuronal-Glial Interaction Involved In Hindbrain Glial-Mediated Radial Cell Migration -> Biodomain: Synapse, Structural Stabilization, Myelination, Proteostasis, Autophagy
GO Term: Anaphase-Promoting Complex-Dependent Catabolic Process -> Biodomain: Proteostasis, Cell Cycle, Autophagy, Apoptosis, Structural Stabilization
GO Term: Scf-Dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Ubiquitin Proteasome System, Autophagy, Apoptosis, Endolysosome
GO Term: Histone H3K79 Methyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Metal Binding and Homeostasis, Proteostasis, Unknown
GO Term: Phosphatidylinositol Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Rrna Methylation -> Biodomain: Epigenetic, Structural Stabilization, Proteostasis, RNA Spliceosome, Cell Cycle
GO Term: Otolith Mineralization Completed Early In Development -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Endolysosome, Epigenetic
GO Term: Neuron Projection Development -> Biodomain: Synapse, Structural Stabilization, Lipid Metabolism, Myelination, Proteostasis
GO Term: Phosphopantetheine Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Peptide Modification -> Biodomain: Proteostasis, APP Metabolism, Lipid Metabolism, Mitochondrial Metabolism, Epigenetic
GO Term: Snare Complex -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Post-Translational Protein Targeting To Membrane, Translocation -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Endoplasmic Reticulum Sec Complex -> Biodomain: Proteostasis, Lipid Metabolism, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis
GO Term: Sec62/Sec63 Complex -> Biodomain: Proteostasis, Endolysosome, Autophagy, APP Metabolism, Apoptosis
GO Term: Poz Domain Binding -> Biodomain: Epigenetic, Proteostasis, Structural Stabilization, Unknown, Apoptosis
GO Term: Scar Complex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Unknown
GO Term: Phosphatidylcholine Binding -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Rsf Complex -> Biodomain: Epigenetic, DNA Repair, Unknown, Proteostasis, Cell Cycle
GO Term: Biomineral Tissue Development -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Auditory Behavior -> Biodomain: Synapse, Myelination, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Extrinsic Component Of External Side Of Plasma Membrane -> Biodomain: Immune Response, Synapse, APP Metabolism, Apoptosis, Structural Stabilization
GO Term: Extrinsic Component Of Cytoplasmic Side Of Plasma Membrane -> Biodomain: Structural Stabilization, Cell Cycle, Apoptosis, Immune Response, Proteostasis
GO Term: Actin Rod Assembly -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Cell Cycle
GO Term: Denatured Protein Binding -> Biodomain: Proteostasis, Autophagy, Endolysosome, Oxidative Stress, Apoptosis
GO Term: Pan Complex -> Biodomain: RNA Spliceosome, Mitochondrial Metabolism, Proteostasis, Epigenetic, Autophagy
GO Term: Cell Leading Edge -> Biodomain: Structural Stabilization, Synapse, Vasculature, Immune Response, Lipid Metabolism
GO Term: Cell Projection Membrane -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Cell Trailing Edge -> Biodomain: Structural Stabilization, Proteostasis, Unknown, Mitochondrial Metabolism, Oxidative Stress
GO Term: Leading Edge Membrane -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Lipid Metabolism, Proteostasis
GO Term: Lamellipodium Membrane -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Cell Cycle, Unknown
GO Term: Uropod Membrane -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Vasculature, Apoptosis
GO Term: Pseudopodium Membrane -> Biodomain: Structural Stabilization, Immune Response, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Dna Replication Preinitiation Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy
GO Term: Ndc80 Complex -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Unknown
GO Term: Death-Inducing Signaling Complex -> Biodomain: Apoptosis, Proteostasis, Immune Response, Oxidative Stress, Autophagy
GO Term: Cd95 Death-Inducing Signaling Complex -> Biodomain: Apoptosis, Proteostasis, Structural Stabilization, Oxidative Stress, Immune Response
GO Term: Small Gtpase Binding -> Biodomain: Proteostasis, Synapse, Immune Response, Endolysosome, Autophagy
GO Term: Pseudopodium Organization -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Apoptosis
GO Term: Positive Regulation Of Pseudopodium Assembly -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Positive Regulation Of Cyclase Activity -> Biodomain: Synapse, Immune Response, Oxidative Stress, Apoptosis, Cell Cycle
GO Term: Negative Regulation Of Guanylate Cyclase Activity -> Biodomain: Synapse, Vasculature, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Positive Regulation Of Guanylate Cyclase Activity -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Mitochondrial Metabolism
GO Term: Retinal Ganglion Cell Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Immune Response
GO Term: Membrane Protein Intracellular Domain Proteolysis -> Biodomain: Proteostasis, APP Metabolism, Apoptosis, Endolysosome, Autophagy
GO Term: T Cell Costimulation -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Synapse
GO Term: B Cell Costimulation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Endolysosome
GO Term: Replication Fork Processing -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Autophagy
GO Term: Replication Fork Protection Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Extrinsic Component Of Endosome Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, Lipid Metabolism
GO Term: Extrinsic Component Of Mitochondrial Inner Membrane -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Rnai Effector Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair
GO Term: Negative Regulation Of Protein-Containing Complex Assembly -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Apoptosis, Cell Cycle
GO Term: Positive Regulation Of Protein-Containing Complex Assembly -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Apoptosis, Synapse
GO Term: Regulation Of Vesicle Fusion -> Biodomain: Proteostasis, Endolysosome, Autophagy, Synapse, Vasculature
GO Term: Negative Regulation Of Vesicle Fusion -> Biodomain: Endolysosome, Proteostasis, Autophagy, Synapse, Vasculature
GO Term: Positive Regulation Of Vesicle Fusion -> Biodomain: Endolysosome, Autophagy, Proteostasis, Synapse, Lipid Metabolism
GO Term: Positive Regulation Of Cell Killing -> Biodomain: Apoptosis, Immune Response, Autophagy, Oxidative Stress, Proteostasis
GO Term: Regulation Of Cell Projection Organization -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Immune Response
GO Term: Negative Regulation Of Cell Projection Organization -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Apoptosis
GO Term: Positive Regulation Of Cell Projection Organization -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Synapse, Cell Cycle
GO Term: Regulation Of Defense Response -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Proteostasis
GO Term: Negative Regulation Of Defense Response -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Defense Response -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Translation Initiation Factor Binding -> Biodomain: Proteostasis, RNA Spliceosome, Cell Cycle, Epigenetic, Metal Binding and Homeostasis
GO Term: Eukaryotic Initiation Factor 4G Binding -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle
GO Term: Ubiquitin Conjugating Enzyme Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Immune Response, Endolysosome
GO Term: Ubc13-Mms2 Complex -> Biodomain: DNA Repair, Proteostasis, Immune Response, Oxidative Stress, Apoptosis
GO Term: Rna-Directed Rna Polymerase Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Unknown
GO Term: Nuclear Rna-Directed Rna Polymerase Complex -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis, Unknown
GO Term: Protein Tag Activity -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Lipid Metabolism
GO Term: Rad17 Rfc-Like Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Apoptosis, Autophagy
GO Term: Ctf18 Rfc-Like Complex -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Epigenetic, Unknown
GO Term: Elg1 Rfc-Like Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Regulation Of Prostaglandin Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Proteostasis
GO Term: Negative Regulation Of Prostaglandin Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Mitochondrial Metabolism, Proteostasis
GO Term: Positive Regulation Of Prostaglandin Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Apoptosis
GO Term: Regulation Of Protein Ubiquitination -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Protein Ubiquitination -> Biodomain: Proteostasis, Autophagy, Apoptosis, Endolysosome, Unknown
GO Term: Positive Regulation Of Protein Ubiquitination -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Regulation Of Protein Modification Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Epigenetic, Oxidative Stress
GO Term: Positive Regulation Of Protein Modification Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Epigenetic, DNA Repair
GO Term: Sodium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Vasculature, Synapse, Endolysosome, Apoptosis
GO Term: Lithium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism, Epigenetic
GO Term: Chloride Ion Binding -> Biodomain: Synapse, Endolysosome, Immune Response, Vasculature, Mitochondrial Metabolism
GO Term: Carboxylic Acid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Epigenetic, Synapse
GO Term: Oxylipin Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Cytoplasmic Vesicle -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Nata Complex -> Biodomain: Proteostasis, Epigenetic, Autophagy, Apoptosis, Cell Cycle
GO Term: Natb Complex -> Biodomain: Proteostasis, Epigenetic, Structural Stabilization, Autophagy, Mitochondrial Metabolism
GO Term: Natc Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Epigenetic, Lipid Metabolism
GO Term: L-Ascorbic Acid Binding -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: Cobalamin Binding -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, DNA Repair
GO Term: Recq Family Helicase-Topoisomerase Iii Complex -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Metal Binding and Homeostasis, Epigenetic
GO Term: Keratinization -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Apoptosis, Endolysosome
GO Term: Response To Methotrexate -> Biodomain: Cell Cycle, DNA Repair, Immune Response, Apoptosis, Oxidative Stress
GO Term: Box C/D Methylation Guide Snornp Complex -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Structural Stabilization, Unknown
GO Term: Box H/Aca Snornp Complex -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Unknown
GO Term: M Band -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Mitochondrial Metabolism
GO Term: Dbf4-Dependent Protein Kinase Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Apoptosis
GO Term: Titin Binding -> Biodomain: Structural Stabilization, Proteostasis, Unknown, Vasculature, Endolysosome
GO Term: Telethonin Binding -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Mitochondrial Metabolism
GO Term: Mitogen-Activated Protein Kinase Kinase Binding -> Biodomain: Apoptosis, Cell Cycle, Oxidative Stress, Immune Response, Proteostasis
GO Term: Mitogen-Activated Protein Kinase Kinase Kinase Binding -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Cell Cycle
GO Term: Brca1-Bard1 Complex -> Biodomain: DNA Repair, Proteostasis, Cell Cycle, Apoptosis, Epigenetic
GO Term: Regulation Of Mrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Cell Cycle
GO Term: Negative Regulation Of Mrna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Positive Regulation Of Mrna 3'-End Processing -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Oxidative Stress, Immune Response
GO Term: Fast-Twitch Skeletal Muscle Fiber Contraction -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Slow-Twitch Skeletal Muscle Fiber Contraction -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Regulation Of Heterochromatin Formation -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Apoptosis, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Fast-Twitch Skeletal Muscle Fiber Contraction -> Biodomain: Synapse, Metal Binding and Homeostasis, Mitochondrial Metabolism, Structural Stabilization, Proteostasis
GO Term: Regulation Of Slow-Twitch Skeletal Muscle Fiber Contraction -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Negative Regulation Of Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Positive Regulation Of Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Glycine Betaine Transport -> Biodomain: Oxidative Stress, Proteostasis, Structural Stabilization, Lipid Metabolism, Apoptosis
GO Term: Cullin-Ring Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Epigenetic
GO Term: Cul2-Ring Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Immune Response, Oxidative Stress
GO Term: Cul3-Ring Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, Oxidative Stress
GO Term: Cul4A-Ring E3 Ubiquitin Ligase Complex -> Biodomain: Proteostasis, DNA Repair, Apoptosis, Autophagy, Endolysosome
GO Term: Cul4B-Ring E3 Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Epigenetic, DNA Repair
GO Term: Cul5-Ring Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Immune Response
GO Term: Cul7-Ring Ubiquitin Ligase Complex -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Autophagy, Endolysosome
GO Term: Nuclear Membrane Reassembly -> Biodomain: Cell Cycle, Structural Stabilization, Lipid Metabolism, Proteostasis, Apoptosis
GO Term: Myosin V Complex -> Biodomain: Endolysosome, Synapse, Autophagy, Proteostasis, Structural Stabilization
GO Term: Myosin Vii Complex -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Endolysosome, Unknown
GO Term: Myosin V Binding -> Biodomain: Proteostasis, Endolysosome, Synapse, Structural Stabilization, Autophagy
GO Term: Chromatin Dna Binding -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Nucleosome Binding -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Nucleosomal Dna Binding -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Tramp Complex -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Endolysosome, Epigenetic
GO Term: Mannosyltransferase Complex -> Biodomain: Proteostasis, Lipid Metabolism, Structural Stabilization, Endolysosome, Epigenetic
GO Term: Dolichyl-Phosphate-Mannose-Protein Mannosyltransferase Complex -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Endolysosome, Structural Stabilization
GO Term: Protein-Containing Complex Localization -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Synapse, Endolysosome
GO Term: Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Apoptosis
GO Term: Pericentric Heterochromatin Formation -> Biodomain: Epigenetic, Structural Stabilization, Cell Cycle, DNA Repair, Unknown
GO Term: Subtelomeric Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Unknown
GO Term: Sumo Activating Enzyme Complex -> Biodomain: Proteostasis, Apoptosis, Autophagy, Epigenetic, DNA Repair
GO Term: Mis6-Sim4 Complex -> Biodomain: Cell Cycle, Epigenetic, DNA Repair, Structural Stabilization, Proteostasis
GO Term: Motile Cilium -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Vasculature, Epigenetic, Proteostasis
GO Term: Trna (M1A) Methyltransferase Complex -> Biodomain: RNA Spliceosome, Epigenetic, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Pcg Protein Complex -> Biodomain: Epigenetic, Structural Stabilization, Unknown, Proteostasis, DNA Repair
GO Term: Myb Complex -> Biodomain: Cell Cycle, Epigenetic, DNA Repair, Apoptosis, Unknown
GO Term: Brush Border Membrane -> Biodomain: Structural Stabilization, Vasculature, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Filopodium Membrane -> Biodomain: Structural Stabilization, Synapse, Cell Cycle, Vasculature, Immune Response
GO Term: Microvillus Membrane -> Biodomain: Structural Stabilization, Endolysosome, Vasculature, Lipid Metabolism, Unknown
GO Term: Ruffle Organization -> Biodomain: Structural Stabilization, Cell Cycle, Immune Response, Vasculature, Proteostasis
GO Term: Gonadotropin-Releasing Hormone Receptor Binding -> Biodomain: Unknown, Immune Response, Apoptosis, Proteostasis, Endolysosome
GO Term: Thyrotropin-Releasing Hormone Receptor Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Unknown
GO Term: Mrna Capping Enzyme Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Autophagy, DNA Repair
GO Term: Positive Regulation Of Exit From Mitosis -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Epigenetic, DNA Repair
GO Term: Peptidyl-Proline Dioxygenase Activity -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Peptidyl-Proline 3-Dioxygenase Activity -> Biodomain: Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Peptidyl-Proline 4-Dioxygenase Activity -> Biodomain: Structural Stabilization, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Epigenetic
GO Term: Brain-Derived Neurotrophic Factor Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Apoptosis, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Brain-Derived Neurotrophic Factor Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Positive Regulation Of Brain-Derived Neurotrophic Factor Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Mitotic G1 Dna Damage Checkpoint Signaling -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Mitotic Intra-S Dna Damage Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Structural Stabilization
GO Term: Membrane Raft Organization -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Membrane Raft Distribution -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Synapse
GO Term: Hemidesmosome Assembly -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Apoptosis, Unknown
GO Term: Phospholipase D-Activating G Protein-Coupled Receptor Signaling Pathway -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Apoptosis, Oxidative Stress
GO Term: Regulation Of Inositol 1,4,5-Trisphosphate-Sensitive Calcium-Release Channel Activity -> Biodomain: Oxidative Stress, Synapse, Apoptosis, Autophagy, Lipid Metabolism
GO Term: Positive Regulation Of Inositol 1,4,5-Trisphosphate-Sensitive Calcium-Release Channel Activity -> Biodomain: Synapse, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Nucleotide-Activated Protein Kinase Complex -> Biodomain: Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Cell-Substrate Adhesion -> Biodomain: Structural Stabilization, Vasculature, Synapse, Immune Response, Cell Cycle
GO Term: Wybutosine Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, RNA Spliceosome, Structural Stabilization, Proteostasis
GO Term: Centrosomal Corona -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Unknown
GO Term: Polyubiquitin Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Neuromuscular Junction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Nuclear Proteasome Complex -> Biodomain: Proteostasis, DNA Repair, Apoptosis, Autophagy, Epigenetic
GO Term: Cytosolic Proteasome Complex -> Biodomain: Proteostasis, Autophagy, Immune Response, Cell Cycle, Oxidative Stress
GO Term: Spindle Pole Centrosome -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Homologous Chromosome Orientation In Meiotic Metaphase I -> Biodomain: Cell Cycle, Structural Stabilization, DNA Repair, Epigenetic, Unknown
GO Term: Regulation Of Fever Generation -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Fever Generation -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Autophagy, Vasculature
GO Term: Receptor Internalization -> Biodomain: Endolysosome, Proteostasis, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Ubiquitin Conjugating Enzyme Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, DNA Repair
GO Term: Ubiquitin Protein Ligase Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Epigenetic
GO Term: Beta-Endorphin Binding -> Biodomain: Synapse, Immune Response, Vasculature, Proteostasis, Unknown
GO Term: Telomeric Loop Formation -> Biodomain: DNA Repair, Structural Stabilization, Epigenetic, Cell Cycle, Apoptosis
GO Term: Opioid Receptor Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Vasculature, Oxidative Stress
GO Term: Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Unknown
GO Term: Regulation Of Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Adenylate Cyclase-Inhibiting Opioid Receptor Signaling Pathway -> Biodomain: Synapse, Apoptosis, Autophagy, Immune Response, Proteostasis
GO Term: Zymogen Activation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Immune Response, Endolysosome
GO Term: Plasminogen Activation -> Biodomain: Vasculature, Immune Response, Proteostasis, APP Metabolism, Apoptosis
GO Term: Killing Of Cells Of Another Organism -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Endolysosome
GO Term: Regulation Of Myelination -> Biodomain: Myelination, Structural Stabilization, Synapse, Lipid Metabolism, Cell Cycle
GO Term: Negative Regulation Of Myelination -> Biodomain: Myelination, Structural Stabilization, Synapse, Immune Response, Lipid Metabolism
GO Term: Positive Regulation Of Myelination -> Biodomain: Myelination, Structural Stabilization, Synapse, Proteostasis, Lipid Metabolism
GO Term: Regulation Of Nervous System Process -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Nervous System Process -> Biodomain: Synapse, Myelination, Apoptosis, Autophagy, Oxidative Stress
GO Term: Regulation Of Protein Stability -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Protein Destabilization -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Heat Generation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Unknown
GO Term: Negative Regulation Of Heat Generation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Positive Regulation Of Heat Generation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Regulation Of Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Endolysosome, Autophagy, Apoptosis
GO Term: Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Response To Nutrient Levels -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Cellular Response To Nutrient Levels -> Biodomain: Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Endolysosome, Proteostasis
GO Term: Cellular Response To Nutrient -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: A Band -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Vasculature, Unknown
GO Term: H Zone -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Synapse
