Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Secretin Receptor Activity -> Biodomain: Receptor Signaling, Hormonal Signaling, GPCR Signaling, Metabolism, Cell Signaling
GO Term: Corticotrophin-Releasing Factor Receptor Activity -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Vasculature, Synapse
GO Term: Thrombin-Activated Receptor Activity -> Biodomain: Vasculature, Immune Response, Proteostasis, Apoptosis, Endolysosome
GO Term: Amidinotransferase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Glycine Amidinotransferase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Dna Integration -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, APP Metabolism, Proteostasis
GO Term: Monoatomic Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Synapse, Endolysosome, Oxidative Stress
GO Term: Proton Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Immune Response, Oxidative Stress
GO Term: Potassium Ion Transmembrane Transporter Activity -> Biodomain: Ion Homeostasis, Membrane Transport, Electrolyte Balance, Neuronal Function, Cellular Homeostasis
GO Term: Silver Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Sodium Ion Transmembrane Transporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Myelination, Structural Stabilization
GO Term: Calcium Ion Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Metal Binding and Homeostasis, Immune Response
GO Term: Cadmium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Cobalt Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: Ferrous Iron Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Lead Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Magnesium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Molybdate Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Nickel Cation Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Autophagy
GO Term: Vanadium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Organic Cation Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Proteostasis, Autophagy
GO Term: Bicarbonate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Endolysosome, Synapse, Oxidative Stress
GO Term: Chloride Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Immune Response, Autophagy
GO Term: Iodide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Nitrate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Vasculature, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Sulfate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Proteostasis, Structural Stabilization
GO Term: Thiosulfate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Bile Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Canalicular Bile Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Bilirubin Transmembrane Transporter Activity -> Biodomain: Membrane Transport, Liver-Specific Functions, Excretion Processes, Cell Detoxification, Lipid Metabolism
GO Term: Lactate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Synapse, Oxidative Stress, Vasculature
GO Term: Mevalonate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Oxaloacetate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Prostaglandin Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Endolysosome, Oxidative Stress
GO Term: Sialic Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Citrate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Fumarate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Alpha-Ketoglutarate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Malate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Succinate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Tricarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy, Apoptosis
GO Term: Urate Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Carbohydrate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Autophagy, Lipid Metabolism, Endolysosome
GO Term: Pentose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Hexose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Cell Cycle, Immune Response
GO Term: Fucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Immune Response, Autophagy
GO Term: Alpha-Glucoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Glucose-6-Phosphate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: Glucuronoside Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Endolysosome, Vasculature, Mitochondrial Metabolism
GO Term: Pyrimidine Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Polyol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Epigenetic, Synapse
GO Term: Glycerol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Autophagy, Immune Response, Endolysosome
GO Term: Acidic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Aromatic Amino Acid Transmembrane Transporter Activity -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, APP Metabolism
GO Term: Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Neutral L-Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: L-Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Oxidative Stress
GO Term: L-Alanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Proteostasis, Autophagy
GO Term: L-Asparagine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Lipid Metabolism
GO Term: L-Aspartate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Cystine Transmembrane Transporter Activity -> Biodomain: Endolysosome, Oxidative Stress, Autophagy, Immune Response, Proteostasis
GO Term: Gamma-Aminobutyric Acid Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: L-Glutamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Immune Response, Autophagy, Cell Cycle
GO Term: Glycine Transmembrane Transporter Activity -> Biodomain: Amino Acid Metabolism, Membrane Transport, Cellular Homeostasis, Synapse, Proteostasis
GO Term: L-Isoleucine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism, Cell Cycle
GO Term: L-Lysine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: L-Leucine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Endolysosome
GO Term: L-Methionine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Metal Binding and Homeostasis
GO Term: L-Phenylalanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Lipid Metabolism
GO Term: L-Proline Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: L-Serine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Synapse, Epigenetic
GO Term: L-Threonine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Lipid Metabolism, Autophagy, Cell Cycle, Mitochondrial Metabolism
GO Term: L-Tryptophan Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Immune Response, Synapse, Proteostasis, Lipid Metabolism
GO Term: Amino-Acid Betaine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Epigenetic, Oxidative Stress, Structural Stabilization, Mitochondrial Metabolism
GO Term: Methylammonium Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Polyamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Urea Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Endolysosome, DNA Repair, Autophagy
GO Term: Adenine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Guanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Lipid Metabolism, Proteostasis
GO Term: Uracil Transmembrane Transporter Activity -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Purine Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, Lipid Metabolism
GO Term: Cytidine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Lipid Metabolism, DNA Repair, Epigenetic
GO Term: Uridine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, RNA Spliceosome, Endolysosome, Autophagy
GO Term: Pyrimidine Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Endolysosome, Autophagy
GO Term: Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Purine Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Synapse, Vasculature
GO Term: Adp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Autophagy, Apoptosis, Immune Response
GO Term: Pyrimidine Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Choline Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Synapse, Proteostasis, Metal Binding and Homeostasis
GO Term: Biotin Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: O-Acyl-L-Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Coenzyme A Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Ascorbic Acid Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature, Immune Response
GO Term: Fad Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Heme Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Pantothenate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Thiamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Aminophospholipid Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Water Channel Activity -> Biodomain: Vasculature, Endolysosome, Structural Stabilization, Proteostasis, Immune Response
GO Term: Proton Channel Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Immune Response, Autophagy, Oxidative Stress
GO Term: Glycerol Channel Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Methylammonium Channel Activity -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Endolysosome, Mitochondrial Metabolism
GO Term: Urea Channel Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Channel Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Metal Binding and Homeostasis
GO Term: Calcium-Activated Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Structural Stabilization, Oxidative Stress
GO Term: Outward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Atp-Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Stretch-Activated, Monoatomic Cation-Selective, Calcium Channel Activity -> Biodomain: Structural Stabilization, Vasculature, Synapse, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Vasculature, Oxidative Stress, Proteostasis, Immune Response
GO Term: Kainate Selective Glutamate Receptor Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Intracellularly Gated Calcium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Apoptosis, Autophagy, Synapse
GO Term: Store-Operated Calcium Channel Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Ligand-Gated Sodium Channel Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Oxidative Stress, Apoptosis
GO Term: Porin Activity -> Biodomain: Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Secondary Active Transmembrane Transporter Activity -> Biodomain: Endolysosome, Synapse, Metal Binding and Homeostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Vasculature, Lipid Metabolism
GO Term: Solute:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Monoatomic Anion:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Vasculature, Mitochondrial Metabolism, Oxidative Stress
GO Term: Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: D-Glucose Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Immune Response, Proteostasis
GO Term: Monoamine:Proton Antiporter Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Endolysosome
GO Term: Polyamine:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Phosphate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Cystine:Glutamate Antiporter Activity -> Biodomain: Oxidative Stress, Synapse, Immune Response, Autophagy, Proteostasis
GO Term: Peptide:Proton Symporter Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Sodium-Independent Organic Anion Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Mitochondrial Metabolism, Oxidative Stress
GO Term: Thyroid Hormone Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Vasculature
GO Term: Methotrexate Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Cell Cycle, DNA Repair, Mitochondrial Metabolism
GO Term: Secondary Active Monocarboxylate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Low-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: High-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Oxoglutarate:Malate Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Calcium:Monoatomic Cation Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Synapse, Apoptosis
GO Term: Calcium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Autophagy
GO Term: Solute:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Vasculature, Synapse, Proteostasis
GO Term: Galactose:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Monoatomic Anion:Sodium Symporter Activity -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Neutral, Basic Amino Acid:Sodium:Chloride Symporter Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Glycine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Chloride:Monoatomic Cation Symporter Activity -> Biodomain: Synapse, Endolysosome, Metal Binding and Homeostasis, Myelination, Proteostasis
GO Term: Sodium:Chloride Symporter Activity -> Biodomain: Vasculature, Synapse, Structural Stabilization, Mitochondrial Metabolism, Endolysosome
GO Term: Potassium:Chloride Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Vasculature, Oxidative Stress
GO Term: Sodium:Sulfate Symporter Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Sulfate:Bicarbonate Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Sodium:Proton Antiporter Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Potassium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Pyrimidine- And Adenosine-Specific:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, DNA Repair, Cell Cycle, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Purine-Specific Nucleoside:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, DNA Repair, Proteostasis
GO Term: Abc-Type Manganese Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Abc-Type Taurine Transporter Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Abc-Type Polyamine Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Autophagy, Epigenetic, Apoptosis
GO Term: Abc-Type Vitamin B12 Transporter Activity -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis
GO Term: Abc-Type Oligopeptide Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Immune Response, Apoptosis
GO Term: Abc-Type Glutathione S-Conjugate Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Abc-Type Bile Acid Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Abc-Type Peptide Antigen Transporter Activity -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Abc-Type Heme Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Abc-Type Peptide Transporter Activity -> Biodomain: Proteostasis, Immune Response, Endolysosome, Autophagy, Lipid Metabolism
GO Term: P-Type Magnesium Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Protein-Transporting Atpase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Synapse
GO Term: Potassium Channel Regulator Activity -> Biodomain: Synapse, Vasculature, Mitochondrial Metabolism, Immune Response, Apoptosis
GO Term: Acetylcholine Receptor Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: G-Protein Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Proteostasis, Vasculature, Structural Stabilization, Oxidative Stress
GO Term: Cholesterol Binding -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: Putrescine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid:Proton Symporter Activity -> Biodomain: Synapse, Endolysosome, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Pantothenate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Metal Binding and Homeostasis
GO Term: Formate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Endolysosome
GO Term: Glutamate:Sodium Symporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Galactose:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Sialic Acid:Proton Symporter Activity -> Biodomain: Endolysosome, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Propionate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization
GO Term: Efflux Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Abc-Type Putrescine Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Organophosphate Ester Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Spermidine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
