Running with TEMP=0.9, sub_array_index=16
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 16: rows 15000 to 15999
GO Term: Hippocampal Mossy Fiber To Ca3 Synapse -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Plasma Membrane Bounded Cell Projection Organization -> Biodomain: Structural Stabilization, Synapse, Myelination, Cell Cycle, Lipid Metabolism
GO Term: Positive Regulation Of Macrophage Proliferation -> Biodomain: Immune Response, Cell Cycle, Mitochondrial Metabolism, Epigenetic, Oxidative Stress
GO Term: Negative Regulation Of Macrophage Proliferation -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Oxidative Stress
GO Term: Stereocilium Shaft -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Endolysosome
GO Term: Stereocilium Base -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Cell Cycle
GO Term: Stereocilium Maintenance -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Endolysosome, Oxidative Stress
GO Term: U6 Snrna (Adenine-(43)-N(6))-Methyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Snrna (Adenine-N6)-Methylation -> Biodomain: Epigenetic, RNA Spliceosome, Metal Binding and Homeostasis, Structural Stabilization, Cell Cycle
GO Term: Ribitol Beta-1,4-Xylosyltransferase Activity -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Endolysosome, Autophagy
GO Term: Large Intestinal Transit -> Biodomain: Vasculature, Immune Response, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Positive Regulation Of Small Intestinal Transit -> Biodomain: Vasculature, Immune Response, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Negative Regulation Of Gastric Emptying -> Biodomain: Synapse, Immune Response, Vasculature, Lipid Metabolism, Oxidative Stress
GO Term: Positive Regulation Of Stomach Fundus Smooth Muscle Contraction -> Biodomain: Synapse, Metal Binding and Homeostasis, Lipid Metabolism, Vasculature, Structural Stabilization
GO Term: Positive Regulation Of Pyloric Antrum Smooth Muscle Contraction -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Negative Regulation Of Endocardial Cushion Cell Differentiation -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Vasculature, Proteostasis
GO Term: Cell Adhesion Involved In Sprouting Angiogenesis -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Immune Response, Proteostasis
GO Term: Crotonyl-Coa Hydratase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Negative Regulation Of Peptidyl-Lysine Crotonylation -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Apoptosis, Autophagy
GO Term: Vacuole-Isolation Membrane Contact Site -> Biodomain: Autophagy, Endolysosome, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Procentriole -> Biodomain: Cell Cycle, Structural Stabilization, Autophagy, Proteostasis, Endolysosome
GO Term: Procentriole Replication Complex -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Apoptosis
GO Term: Centriolar Subdistal Appendage -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Dna-3'-Diphospho-5'-Guanosine Diphosphatase -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Proteostasis, Autophagy, Apoptosis
GO Term: Neuron Projection Cytoplasm -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Sm-Like Protein Family Complex -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Epigenetic, DNA Repair
GO Term: Lsm2-8 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, Structural Stabilization
GO Term: Glucagon Processing -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy
GO Term: T Cell Meandering Migration -> Biodomain: Immune Response, Vasculature, Synapse, Structural Stabilization, Autophagy
GO Term: Positive Regulation Of Apoptotic Process In Bone Marrow Cell -> Biodomain: Apoptosis, Immune Response, Cell Cycle, Structural Stabilization, Oxidative Stress
GO Term: Proximal Portion Of Axoneme -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Distal Portion Of Axoneme -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Autophagy, Proteostasis
GO Term: Sulfatide Binding -> Biodomain: Myelination, Lipid Metabolism, Immune Response, Structural Stabilization, Synapse
GO Term: Formylglycine-Generating Oxidase Activity -> Biodomain: Oxidative Stress, Proteostasis, Endolysosome, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Calcium-Dependent Carbohydrate Binding -> Biodomain: Metal Binding and Homeostasis, Immune Response, Synapse, Vasculature, Structural Stabilization
GO Term: Negative Regulation Of Erbb4 Signaling Pathway -> Biodomain: Synapse, Endolysosome, Proteostasis, Cell Cycle, Vasculature
GO Term: Par Polarity Complex -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Positive Regulation Of Collagen Catabolic Process -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Immune Response, Lipid Metabolism
GO Term: Intraciliary Transport Particle A Binding -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Endolysosome
GO Term: Regulation Of Cold-Induced Thermogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Positive Regulation Of Cold-Induced Thermogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Negative Regulation Of Cold-Induced Thermogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Detection Of Hot Stimulus Involved In Thermoception -> Biodomain: Synapse, Myelination, Vasculature, Oxidative Stress, Proteostasis
GO Term: Detection Of Cold Stimulus Involved In Thermoception -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Synapse, Immune Response
GO Term: Intraciliary Transport Particle B Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Endolysosome
GO Term: Steroid Hormone Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Adherens Junction Disassembly -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Autophagy
GO Term: Focal Adhesion Disassembly -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Endolysosome
GO Term: Positive Regulation Of Focal Adhesion Disassembly -> Biodomain: Structural Stabilization, Apoptosis, Proteostasis, Cell Cycle, Autophagy
GO Term: Negative Regulation Of Focal Adhesion Disassembly -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Apoptosis
GO Term: Negative Regulation Of Protein Localization To Chromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: Positive Regulation Of Protein Localization To Chromatin -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Regulation Of Bile Acid Secretion -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Bile Acid Secretion -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Bile Acid Secretion -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Tight Junction Assembly -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Cell Cycle, Lipid Metabolism
GO Term: Tight Junction Organization -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Cell Cycle, Immune Response
GO Term: Mucociliary Clearance -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Endolysosome, Vasculature
GO Term: Cone Photoreceptor Outer Segment -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Rod Photoreceptor Outer Segment -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Rod Photoreceptor Disc Membrane -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Synapse, Autophagy
GO Term: Photoreceptor Distal Connecting Cilium -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Apoptosis
GO Term: Proacrosomal Vesicle Fusion -> Biodomain: Proteostasis, Synapse, Endolysosome, Autophagy, Structural Stabilization
GO Term: Sperm Head-Tail Coupling Apparatus -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Proteostasis, Autophagy
GO Term: Matrilin Complex -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Lipid Metabolism, Synapse
GO Term: Subapical Part Of Cell -> Biodomain: Structural Stabilization, Endolysosome, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Basal Body Patch -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Endolysosome
GO Term: Maintenance Of Ciliary Planar Beating Movement Pattern -> Biodomain: Structural Stabilization, Proteostasis, Tau Homeostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Regulation Of Blastocyst Development -> Biodomain: Cell Cycle, Epigenetic, Autophagy, Apoptosis, Lipid Metabolism
GO Term: Larynx Morphogenesis -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Apoptosis, Epigenetic
GO Term: Coenzyme A Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Succinyl-Coa Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy
GO Term: Outer Dynein Arm Docking Complex -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Protein Localization To Motile Cilium -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Endolysosome
GO Term: Recombinase Activator Activity -> Biodomain: DNA Repair, Cell Cycle, Immune Response, Epigenetic, Structural Stabilization
GO Term: Dna Recombinase Auxiliary Factor Complex -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Stereocilium Coat -> Biodomain: Structural Stabilization, Endolysosome, Proteostasis, Lipid Metabolism, Synapse
GO Term: 2-Iminobutanoate/2-Iminopropanoate Deaminase -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: 2-Iminobutanoate Deaminase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy
GO Term: 2-Iminopropanoate Deaminase Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Autophagy
GO Term: Lateral Wall Of Outer Hair Cell -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Lipid Metabolism, Autophagy
GO Term: Hydrocarbon Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Olefinic Compound Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: 7Sk Snrnp -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Cell Cycle
GO Term: Virus Coreceptor Activity -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Autolysosome Membrane -> Biodomain: Autophagy, Endolysosome, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Autolysosome Lumen -> Biodomain: Autophagy, Endolysosome, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Protein Serine/Threonine Kinase Binding -> Biodomain: Proteostasis, Synapse, Apoptosis, Cell Cycle, Immune Response
GO Term: Dynein Axonemal Particle -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Lipid Metabolism
GO Term: Peptide Serotonyltransferase Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Immune Response, Mitochondrial Metabolism
GO Term: Histone Serotonyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Synapse, Cell Cycle, Structural Stabilization
GO Term: Peptide Dopaminyltransferase Activity -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Autophagy
GO Term: Histone Dopaminyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Synapse, Oxidative Stress, Mitochondrial Metabolism
GO Term: Peptide Noradrenalinyltransferase Activity -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Peptide Histaminyltransferase Activity -> Biodomain: Immune Response, Proteostasis, Mitochondrial Metabolism, Vasculature, Endolysosome
GO Term: Peptide Lactyltransferase (Coa-Dependent) Activity -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Histone Lactyltransferase (Coa-Dependent) Activity -> Biodomain: Epigenetic, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, DNA Repair
GO Term: Background Adaptation -> Biodomain: Oxidative Stress, Endolysosome, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Sperm Flagellum Assembly -> Biodomain: Structural Stabilization, Cell Cycle, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Sperm Mitochondrial Sheath Assembly -> Biodomain: Mitochondrial Metabolism, Structural Stabilization, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Long-Chain Fatty Acid Omega-1 Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Lipid Ubiquitination -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Nurd Complex Binding -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Rixosome Complex -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, DNA Repair, Cell Cycle
GO Term: Radial Spoke Head 1 -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Synapse
GO Term: Radial Spoke Head 2 -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism, Cell Cycle
GO Term: Radial Spoke Head 3 -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Synapse, Cell Cycle
GO Term: F-Actin Monooxygenase Activity -> Biodomain: Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Structural Stabilization, Autophagy
GO Term: Trna-Guanine Transglycosylase Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, RNA Spliceosome, Epigenetic
GO Term: Gdp-Mannose Pyrophosphorylase Complex -> Biodomain: Lipid Metabolism, Proteostasis, Immune Response, Cell Cycle, Epigenetic
GO Term: Hydroxypyruvate Reductase (Nadph) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Mitochondrial [4Fe-4S] Assembly Complex -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Metabolic Process, Proteostasis, Structural Stabilization
GO Term: 2-(3-Amino-3-Carboxypropyl)Histidine Synthase Complex -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Fatty Acid-Coa Ligase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Diacylglycerol Lipase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Protein N-Terminal-Methionine Acetyltransferase Activity -> Biodomain: Proteostasis, Epigenetic, Autophagy, Mitochondrial Metabolism, Structural Stabilization
GO Term: Tubulin N-Terminal-Methionine Acetyltransferase Activity -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Free Fatty Acid 2-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: 4-Hydroxysphinganine Ceramide Fatty Acyl 2-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Prenyl Diphosphate Synthase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: 3-Demethylubiquinone 3-O-Methyltransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: 2-Methoxy-6-Polyprenolphenol 4-Hydroxylase Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Mitochondrial Metabolism, Proteostasis
GO Term: 4-Hydroxy-3-Methoxy-5-Polyprenylbenzoate Decarboxylase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Ethanol Dehydrogenase (Nad+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Heme A Synthase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Phosphatidylinositol Phospholipase C Activity -> Biodomain: Lipid Metabolism, Signal Transduction, Membrane Biology, Cell Signaling, Cellular Processes
GO Term: Methyltransferase Cap2 Activity -> Biodomain: Epigenetic, RNA Spliceosome, Structural Stabilization, Cell Cycle, Autophagy
GO Term: 2-Oxoglutarate Decarboxylation To Succinyl-Coa -> Biodomain: Mitochondrial Metabolism, Metabolic Pathways, Energy Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Branched-Chain Alpha-Keto Acid Decarboxylation To Branched-Chain Acyl-Coa -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Morula Formation -> Biodomain: Cell Cycle, Structural Stabilization, Epigenetic, DNA Repair, Autophagy
GO Term: Histone H3K4Me3 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Histone H3K36Me3 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Apoptosis
GO Term: Histone H3Q5Ser Reader Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Cell Cycle
GO Term: Histone H4K20Me2 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Histone H3 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Kicstor Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Cell Cycle, Lipid Metabolism
GO Term: Histone H4 Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: L-Aspartate Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Synapse
GO Term: D-Aspartate Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Histone H4K12Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Histone H4K5Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, DNA Repair, Autophagy
GO Term: Meiotic Nuclear Division -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Apoptosis
GO Term: Mitotic Nuclear Division -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Histone H3K14Ac Reader Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Lipid Metabolism
GO Term: Histone H3K18Cr Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Regulation Of Cytoplasmic Translational Fidelity -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, RNA Spliceosome, Mitochondrial Metabolism
GO Term: Histone H3K9Cr Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Mitochondrial Adp Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Modification-Dependent Protein Binding -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Immune Response, Autophagy
GO Term: Phosphorylation-Dependent Protein Binding -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Apoptosis, Structural Stabilization
GO Term: Glycosylation-Dependent Protein Binding -> Biodomain: Proteostasis, Structural Stabilization, Immune Response, Endolysosome, APP Metabolism
GO Term: Acetylation-Dependent Protein Binding -> Biodomain: Epigenetic, Proteostasis, Structural Stabilization, Apoptosis, Cell Cycle
GO Term: Methylation-Dependent Protein Binding -> Biodomain: Epigenetic, Proteostasis, Structural Stabilization, DNA Repair, APP Metabolism
GO Term: Ubiquitin-Like Protein Reader Activity -> Biodomain: Proteostasis, Autophagy, Epigenetic, Apoptosis, Cell Cycle
GO Term: Ubiquitin-Modified Protein Reader Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Apoptosis, Cell Cycle
GO Term: Histone H3K27Cr Reader Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Metal Binding and Homeostasis, Autophagy
GO Term: Cellular Detoxification Of Methylglyoxal -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Lipid Droplet Formation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Histone H3K18Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Histone H4K16Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Manganese Ion Export Across Plasma Membrane -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Negative Regulation Of Endocardial Cushion To Mesenchymal Transition -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Apoptosis, Immune Response
GO Term: Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus -> Biodomain: Oxidative Stress, Lipid Metabolism, Immune Response, Vasculature, Apoptosis
GO Term: Histone H4K8Ac Reader Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Organelle Localization By Membrane Tethering -> Biodomain: Structural Stabilization, Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Neuron Projection Arborization -> Biodomain: Synapse, Structural Stabilization, Myelination, Tau Homeostasis, Proteostasis
GO Term: Dendrite Arborization -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Axon Arborization -> Biodomain: Synapse, Structural Stabilization, Myelination, Lipid Metabolism, Tau Homeostasis
GO Term: Unmodified Histone Reader Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
GO Term: Peptide Crotonyltransferase Activity -> Biodomain: Epigenetic, Lipid Metabolism, Proteostasis, Autophagy, Structural Stabilization
GO Term: Peptide Butyryltransferase Activity -> Biodomain: Proteostasis, Epigenetic, Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization
GO Term: Peptidyl-Lysine Crotonylation -> Biodomain: Proteostasis, Epigenetic, DNA Repair, Autophagy, Lipid Metabolism
GO Term: Peptidyl-Lysine Butyrylation -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Autophagy, Lipid Metabolism
GO Term: Histone Crotonyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, DNA Repair
GO Term: Histone Butyryltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Hydrogen Peroxide Channel Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Histone H3K9Ac Reader Activity -> Biodomain: Epigenetic, Structural Stabilization, Proteostasis, DNA Repair, Cell Cycle
GO Term: Cardiac Endothelial To Mesenchymal Transition -> Biodomain: Vasculature, Structural Stabilization, Endolysosome, Cell Cycle, Apoptosis
GO Term: Negative Regulation Of Lipoprotein Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Vasculature
GO Term: Positive Regulation Of Lipoprotein Transport -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Oxidative Stress, Proteostasis
GO Term: Class I Dna-(Apurinic Or Apyrimidinic Site) Endonuclease Activity -> Biodomain: DNA Repair, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Apoptosis
GO Term: Glycosylated Region Protein Binding -> Biodomain: Proteostasis, Immune Response, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Sumo-Ubiquitin Ligase Activity -> Biodomain: Proteostasis, Ubiquitin Proteasome System, Autophagy, Apoptosis, DNA Repair
GO Term: Atp-Dependent Protein-Dna Unloader Activity -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Acetaldehyde Dehydrogenase (Nad+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: Protein Storage -> Biodomain: Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Membrane Curvature Sensor Activity -> Biodomain: Structural Stabilization, Lipid Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Bbaf Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Structural Constituent Of Cytoplasmic Lattice -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Cytoplasmic Lattice -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Endolysosome, Epigenetic
GO Term: Catalytic Activity, Acting On A Protein -> Biodomain: Proteostasis, Autophagy, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Catalytic Activity, Acting On Dna -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Metal Binding and Homeostasis, Proteostasis
GO Term: Catalytic Activity, Acting On Rna -> Biodomain: RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis, Immune Response, Autophagy
GO Term: Catalytic Activity, Acting On A Trna -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Molecular Carrier Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Vasculature, Synapse
GO Term: Interleukin-10-Mediated Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Endolysosome
GO Term: Histone H3K4Me1 Reader Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Cell Cycle, Autophagy
