Running with TEMP=0.1, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 4000 to 4999
GO Term: Detection Of Virus -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Beta3-Adrenergic Receptor Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Gastrin Receptor Activity -> Biodomain: Proteostasis, Lipid Metabolism, Vasculature, Autophagy, Oxidative Stress
GO Term: Secretin Receptor Activity -> Biodomain: Vasculature, Synapse, Endolysosome, Immune Response, Proteostasis
GO Term: Corticotrophin-Releasing Factor Receptor Activity -> Biodomain: Stress Response, Hormone Signaling, GPCR Signaling, Neurotransmitter Receptors, Endocrine System
GO Term: Thrombin-Activated Receptor Activity -> Biodomain: Vasculature, Immune Response, Proteostasis, Apoptosis, Lipid Metabolism
GO Term: Amidinotransferase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Glycine Amidinotransferase Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Apoptosis, Cell Cycle
GO Term: Dna Integration -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Apoptosis
GO Term: Monoatomic Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Synapse, Endolysosome, Vasculature
GO Term: Proton Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Potassium Ion Transmembrane Transporter Activity -> Biodomain: Synapse, Myelination, Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature
GO Term: Silver Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Endolysosome
GO Term: Sodium Ion Transmembrane Transporter Activity -> Biodomain: Ion Transport, Neuronal Signaling, Membrane Transport, Cell Homeostasis, Electrolyte Balance
GO Term: Calcium Ion Transmembrane Transporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature, Apoptosis
GO Term: Cadmium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Cobalt Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Oxidative Stress, Autophagy, Mitochondrial Metabolism
GO Term: Ferrous Iron Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy, Oxidative Stress
GO Term: Lead Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Magnesium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Molybdate Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Nickel Cation Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Vanadium Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Endolysosome, Autophagy
GO Term: Organic Cation Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Bicarbonate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Endolysosome, Oxidative Stress, Synapse
GO Term: Chloride Transmembrane Transporter Activity -> Biodomain: Endolysosome, Metal Binding and Homeostasis, Vasculature, Immune Response, Oxidative Stress
GO Term: Iodide Transmembrane Transporter Activity -> Biodomain: Vasculature, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Nitrate Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Vasculature, Immune Response, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Sulfate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Thiosulfate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Bile Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Vasculature
GO Term: Canalicular Bile Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Structural Stabilization
GO Term: Bilirubin Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Endolysosome
GO Term: Lactate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Mevalonate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Cell Cycle, Autophagy, Structural Stabilization, Vasculature
GO Term: Oxaloacetate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Prostaglandin Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Immune Response, Structural Stabilization, Vasculature
GO Term: Sialic Acid Transmembrane Transporter Activity -> Biodomain: Endolysosome, Immune Response, Vasculature, Lipid Metabolism, Proteostasis
GO Term: Citrate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Fumarate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Alpha-Ketoglutarate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Malate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Succinate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Immune Response, Apoptosis
GO Term: Tricarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Urate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Vasculature, Proteostasis
GO Term: Carbohydrate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Immune Response, Endolysosome
GO Term: Pentose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Hexose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Autophagy, Endolysosome
GO Term: Fucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Alpha-Glucoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Glucose-6-Phosphate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Glucuronoside Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Mitochondrial Metabolism, Proteostasis
GO Term: Pyrimidine Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Polyol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Oxidative Stress
GO Term: Glycerol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Amino Acid Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Acidic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Aromatic Amino Acid Transmembrane Transporter Activity -> Biodomain: Proteostasis, Synapse, Vasculature, Immune Response, Endolysosome
GO Term: Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Neutral L-Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Vasculature, Lipid Metabolism
GO Term: L-Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Lipid Metabolism, Endolysosome
GO Term: L-Alanine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress
GO Term: L-Asparagine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: L-Aspartate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Metal Binding and Homeostasis
GO Term: L-Cystine Transmembrane Transporter Activity -> Biodomain: Endolysosome, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Gamma-Aminobutyric Acid Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Lipid Metabolism, Endolysosome
GO Term: L-Glutamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Glycine Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Structural Stabilization
GO Term: L-Isoleucine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Cell Cycle, Epigenetic
GO Term: L-Lysine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Cell Cycle, Epigenetic
GO Term: L-Leucine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Metal Binding and Homeostasis
GO Term: L-Methionine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Epigenetic, Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: L-Phenylalanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Vasculature, Cell Cycle, Autophagy
GO Term: L-Proline Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis
GO Term: L-Serine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: L-Threonine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: L-Tryptophan Transmembrane Transporter Activity -> Biodomain: Endolysosome, Proteostasis, Mitochondrial Metabolism, Immune Response, Lipid Metabolism
GO Term: Amino-Acid Betaine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Methylammonium Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Polyamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Metal Binding and Homeostasis
GO Term: Urea Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Vasculature, Lipid Metabolism, Proteostasis
GO Term: Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Endolysosome, Metal Binding and Homeostasis
GO Term: Adenine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Guanine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Oxidative Stress, Epigenetic
GO Term: Uracil Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, RNA Spliceosome, Cell Cycle, Lipid Metabolism
GO Term: Purine Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Vasculature, Cell Cycle, Immune Response
GO Term: Cytidine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Epigenetic
GO Term: Uridine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Endolysosome, Autophagy
GO Term: Pyrimidine Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, RNA Spliceosome, Lipid Metabolism
GO Term: Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Epigenetic, RNA Spliceosome
GO Term: Purine Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Endolysosome
GO Term: Adp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Pyrimidine Nucleotide Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Epigenetic, RNA Spliceosome
GO Term: Choline Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Synapse, Endolysosome
GO Term: Biotin Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: O-Acyl-L-Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Coenzyme A Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: L-Ascorbic Acid Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis
GO Term: Fad Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Heme Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis
GO Term: Pantothenate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Thiamine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Endolysosome
GO Term: Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Aminophospholipid Flippase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Autophagy
GO Term: Water Channel Activity -> Biodomain: Vasculature, Structural Stabilization, Myelination, Endolysosome, Proteostasis
GO Term: Proton Channel Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Autophagy, Immune Response
GO Term: Glycerol Channel Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy
GO Term: Methylammonium Channel Activity -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Urea Channel Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Channel Activity -> Biodomain: Synapse, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Vasculature
GO Term: Calcium-Activated Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Proteostasis, Oxidative Stress, Structural Stabilization
GO Term: Outward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Mitochondrial Metabolism, Oxidative Stress, Apoptosis
GO Term: Atp-Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Vasculature, Oxidative Stress, Autophagy
GO Term: Stretch-Activated, Monoatomic Cation-Selective, Calcium Channel Activity -> Biodomain: Vasculature, Structural Stabilization, Metal Binding and Homeostasis, Synapse, Mitochondrial Metabolism
GO Term: Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Structural Stabilization, Apoptosis, Vasculature, Metal Binding and Homeostasis
GO Term: Kainate Selective Glutamate Receptor Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Intracellularly Gated Calcium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Store-Operated Calcium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Immune Response, Vasculature, Synapse, Proteostasis
GO Term: Ligand-Gated Sodium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Vasculature, Epigenetic
GO Term: Porin Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization, Endolysosome, Metal Binding and Homeostasis
GO Term: Secondary Active Transmembrane Transporter Activity -> Biodomain: Synapse, Endolysosome, Metal Binding and Homeostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Vasculature, Proteostasis
GO Term: Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Oxidative Stress, Proteostasis
GO Term: Solute:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Lipid Metabolism, Oxidative Stress
GO Term: Monoatomic Anion:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Synapse
GO Term: Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: D-Glucose Uniporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Monoamine:Proton Antiporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Endolysosome, Proteostasis, Structural Stabilization
GO Term: Polyamine:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Phosphate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Cystine:Glutamate Antiporter Activity -> Biodomain: Oxidative Stress, Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism
GO Term: Peptide:Proton Symporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Metal Binding and Homeostasis
GO Term: Sodium-Independent Organic Anion Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Thyroid Hormone Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Methotrexate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, DNA Repair, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Secondary Active Monocarboxylate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Low-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Endolysosome, Metal Binding and Homeostasis
GO Term: High-Affinity Sodium:Dicarboxylate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Oxoglutarate:Malate Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Structural Stabilization
GO Term: Calcium:Monoatomic Cation Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Vasculature, Synapse
GO Term: Calcium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Solute:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Galactose:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Monoatomic Anion:Sodium Symporter Activity -> Biodomain: Vasculature, Synapse, Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Neutral, Basic Amino Acid:Sodium:Chloride Symporter Activity -> Biodomain: Amino Acid Metabolism, Membrane Transport, Ion Homeostasis, Sodium Homeostasis, Chloride Homeostasis
GO Term: Glycine:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Structural Stabilization
GO Term: Chloride:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Vasculature, Synapse, Myelination
GO Term: Sodium:Chloride Symporter Activity -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Potassium:Chloride Symporter Activity -> Biodomain: Synapse, Endolysosome, Vasculature, Myelination, Structural Stabilization
GO Term: Sodium:Sulfate Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis
GO Term: Sulfate:Bicarbonate Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Vasculature, Proteostasis
GO Term: Sodium:Proton Antiporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Autophagy, Synapse, Oxidative Stress
GO Term: Potassium:Proton Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Oxidative Stress, Vasculature
GO Term: Pyrimidine- And Adenosine-Specific:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Proteostasis
GO Term: Purine-Specific Nucleoside:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, DNA Repair, Cell Cycle, Epigenetic
GO Term: Abc-Type Manganese Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Abc-Type Taurine Transporter Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Abc-Type Polyamine Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Abc-Type Vitamin B12 Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Abc-Type Oligopeptide Transporter Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Abc-Type Glutathione S-Conjugate Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Abc-Type Bile Acid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Vasculature, Endolysosome, Proteostasis
GO Term: Abc-Type Peptide Antigen Transporter Activity -> Biodomain: Immune Response, Proteostasis, Autophagy, Endolysosome, Apoptosis
GO Term: Abc-Type Heme Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Endolysosome
GO Term: Abc-Type Peptide Transporter Activity -> Biodomain: Proteostasis, Immune Response, Endolysosome, Autophagy, Metal Binding and Homeostasis
GO Term: P-Type Magnesium Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Structural Stabilization, Epigenetic, DNA Repair
GO Term: Protein-Transporting Atpase Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Potassium Channel Regulator Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Vasculature, Oxidative Stress
GO Term: Acetylcholine Receptor Activity -> Biodomain: Synapse, Vasculature, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: G-Protein Activated Inward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Cholesterol Binding -> Biodomain: Lipid Metabolism, Structural Stabilization, Endolysosome, Mitochondrial Metabolism, Autophagy
GO Term: Putrescine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Gamma-Aminobutyric Acid:Proton Symporter Activity -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Pantothenate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Formate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Glutamate:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Galactose:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Lipid Metabolism, Vasculature
GO Term: Sialic Acid:Proton Symporter Activity -> Biodomain: Endolysosome, Autophagy, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Propionate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Efflux Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis
GO Term: Abc-Type Putrescine Transporter Activity -> Biodomain: Cell Cycle, Autophagy, Apoptosis, Epigenetic, Endolysosome
