Running with TEMP=0.9, sub_array_index=3
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: N-Acetylmannosamine Metabolic Process -> Biodomain: Glycosylation, Carbohydrate Metabolism, Sialylation, Sphingolipid Metabolism, Lipid Metabolism
GO Term: N-Acetylneuraminate Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Proteostasis, Endolysosome, Autophagy
GO Term: Cmp-N-Acetylneuraminate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Immune Response, Proteostasis, Endolysosome
GO Term: Mannoprotein Catabolic Process -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Immune Response
GO Term: Sorbitol Metabolic Process -> Biodomain: Oxidative Stress, Apoptosis, Vasculature, Structural Stabilization, Metal Binding and Homeostasis
GO Term: Sorbitol Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Udp-Glucuronate Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Proteostasis
GO Term: Alcohol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Ethanol Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Ethanol Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Glycerol Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Glycerol-3-Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Aldehyde Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: Organic Acid Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Acetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Acetyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Acetyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Pyruvate Decarboxylation To Acetyl-Coa -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Lactate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Pyruvate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Generation Of Precursor Metabolites And Energy -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis
GO Term: Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Epigenetic
GO Term: Glycolytic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Cell Cycle, Autophagy
GO Term: Glyoxylate Cycle -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Pentose-Phosphate Shunt -> Biodomain: Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism, DNA Repair, Epigenetic
GO Term: Tricarboxylic Acid Cycle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Citrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Isocitrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: 2-Oxoglutarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Succinyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Succinate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Fumarate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Epigenetic
GO Term: Oxaloacetate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Malate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: Regulation Of Glycolytic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Lipid Metabolism, Immune Response, Oxidative Stress
GO Term: Regulation Of Gluconeogenesis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Energy Reserve Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis
GO Term: Glycerol Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Structural Stabilization
GO Term: Oxidative Phosphorylation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Mitochondrial Electron Transport, Nadh To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Mitochondrial Electron Transport, Succinate To Ubiquinone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Mitochondrial Electron Transport, Ubiquinol To Cytochrome C -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Mitochondrial Electron Transport, Cytochrome C To Oxygen -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis, Proteostasis
GO Term: Glycerol-3-Phosphate Shuttle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Cell Cycle
GO Term: Nucleobase-Containing Compound Metabolic Process -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, RNA Spliceosome, Proteostasis
GO Term: Purine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Epigenetic, RNA Spliceosome
GO Term: Purine Nucleobase Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Endolysosome, Proteostasis
GO Term: Guanine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Cell Cycle
GO Term: Inosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Deoxyinosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis, Immune Response
GO Term: Purine Nucleoside Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Adenosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy, Proteostasis
GO Term: Deoxyadenosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Deoxyguanosine Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Purine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Epigenetic, Cell Cycle, RNA Spliceosome
GO Term: Purine Nucleotide Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Cell Cycle
GO Term: Purine Ribonucleoside Salvage -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Autophagy, Oxidative Stress
GO Term: Amp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Autophagy, Lipid Metabolism
GO Term: Adenine Salvage -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, DNA Repair, Cell Cycle, Proteostasis
GO Term: Camp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Synapse, Oxidative Stress, Autophagy
GO Term: Adp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Oxidative Stress, Proteostasis
GO Term: Dadp Biosynthetic Process -> Biodomain: DNA Repair, DNA Metabolism, Nucleotide Metabolism, Nucleotide Biosynthetic Process, DNA Replication
GO Term: Datp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, Epigenetic
GO Term: Gmp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress, Epigenetic
GO Term: Guanine Salvage -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Cell Cycle, DNA Repair
GO Term: Cgmp Biosynthetic Process -> Biodomain: Vasculature, Oxidative Stress, Synapse, Immune Response, Lipid Metabolism
GO Term: Gtp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, RNA Spliceosome, Epigenetic, Metal Binding and Homeostasis
GO Term: Dgdp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Epigenetic, Metal Binding and Homeostasis
GO Term: Imp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Lipid Metabolism, Oxidative Stress
GO Term: 'De Novo' Imp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Proteostasis
GO Term: Itp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Purine Nucleotide Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Cell Cycle, DNA Repair, Autophagy
GO Term: Amp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Camp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response
GO Term: Gmp Catabolic Process To Guanine -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Autophagy, Proteostasis
GO Term: Dgtp Catabolic Process -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy
GO Term: Imp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Pyrimidine Nucleobase Metabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, DNA Repair, Epigenetic, Cell Cycle
GO Term: 'De Novo' Pyrimidine Nucleobase Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, RNA Spliceosome, Epigenetic
GO Term: Pyrimidine Nucleobase Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Cell Cycle, Proteostasis, Autophagy
GO Term: Thymine Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis
GO Term: Uracil Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Pyrimidine Nucleoside Metabolic Process -> Biodomain: Nucleotide Metabolism, DNA Repair, Epigenetic, Cell Cycle, RNA Spliceosome
GO Term: Thymidine Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Endolysosome, Autophagy, Cell Cycle
GO Term: Uridine Catabolic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Pyrimidine Nucleotide Metabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, RNA Spliceosome, Epigenetic
GO Term: Pyrimidine Nucleotide Biosynthetic Process -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Metal Binding and Homeostasis, Epigenetic
GO Term: Ump Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress
GO Term: Udp Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress, Epigenetic
GO Term: Dump Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Epigenetic, Oxidative Stress
GO Term: Dudp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, Epigenetic
GO Term: Utp Biosynthetic Process -> Biodomain: RNA Spliceosome, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Dtmp Biosynthetic Process -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Proteostasis, Apoptosis
GO Term: Dtdp Biosynthetic Process -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Dttp Biosynthetic Process -> Biodomain: DNA Repair, Mitochondrial Metabolism, Cell Cycle, Epigenetic, Autophagy
GO Term: Ctp Biosynthetic Process -> Biodomain: Lipid Metabolism, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, RNA Spliceosome
GO Term: Cmp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: Dcmp Catabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Proteostasis
GO Term: Dctp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Autophagy, Endolysosome
GO Term: Ctp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Endolysosome
GO Term: Udp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Dna Metabolic Process -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Metal Binding and Homeostasis, Proteostasis
GO Term: Dna Replication -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Autophagy, Proteostasis
GO Term: Dna-Templated Dna Replication -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Metal Binding and Homeostasis, Epigenetic
GO Term: Mitochondrial Dna Replication -> Biodomain: Mitochondrial Metabolism, DNA Repair, Proteostasis, Autophagy, Oxidative Stress
GO Term: Dna Topological Change -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Structural Stabilization, Metal Binding and Homeostasis
GO Term: Dna Replication, Synthesis Of Primer -> Biodomain: DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Dna Replication Initiation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Dna Strand Elongation Involved In Dna Replication -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Leading Strand Elongation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Lagging Strand Elongation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Autophagy, Proteostasis
GO Term: Regulation Of Dna Replication -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Rna-Templated Dna Biosynthetic Process -> Biodomain: Immune Response, DNA Repair, Epigenetic, Metal Binding and Homeostasis, Cell Cycle
GO Term: Dna Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Apoptosis, Oxidative Stress
GO Term: Regulation Of Dna Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Oxidative Stress
GO Term: Transcription-Coupled Nucleotide-Excision Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Base-Excision Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Oxidative Stress
GO Term: Base-Excision Repair, Ap Site Formation -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Epigenetic, Structural Stabilization
GO Term: Base-Excision Repair, Gap-Filling -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Oxidative Stress, Autophagy
GO Term: Nucleotide-Excision Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Autophagy, Oxidative Stress
GO Term: Pyrimidine Dimer Repair -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: Nucleotide-Excision Repair, Preincision Complex Assembly -> Biodomain: DNA Repair, Proteostasis, Oxidative Stress, Structural Stabilization, Cell Cycle
GO Term: Nucleotide-Excision Repair, Dna Gap Filling -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Apoptosis
GO Term: Mismatch Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Postreplication Repair -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Oxidative Stress
GO Term: Double-Strand Break Repair -> Biodomain: DNA Repair, Cell Cycle, Metal Binding and Homeostasis, Epigenetic, Autophagy
GO Term: Double-Strand Break Repair Via Nonhomologous End Joining -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Dna Modification -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Oxidative Stress, Apoptosis
GO Term: Dna Alkylation Repair -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Oxidative Stress, Cell Cycle
GO Term: Dna Catabolic Process -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Oxidative Stress, Autophagy
GO Term: Apoptotic Dna Fragmentation -> Biodomain: Apoptosis, DNA Repair, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Dna Recombination -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Mitochondrial Metabolism
GO Term: Meiotic Gene Conversion -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Autophagy
GO Term: Mitotic Recombination -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy
GO Term: Dna Transposition -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Chromatin Organization -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Nucleosome Assembly -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Autophagy
GO Term: Dna Replication-Dependent Chromatin Assembly -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, DNA Repair, Proteostasis
GO Term: Nucleosome Disassembly -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Chromatin Remodeling -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Autophagy, Proteostasis
GO Term: Dna Methylation-Dependent Constitutive Heterochromatin Formation -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Structural Stabilization, Metal Binding and Homeostasis
GO Term: Dna-Templated Transcription -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Dna-Templated Transcription Initiation -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Dna-Templated Transcription Termination -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Dna-Templated Transcription Elongation -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Regulation Of Dna-Templated Transcription -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Autophagy, Proteostasis
GO Term: Regulation Of Transcription By Rna Polymerase I -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Autophagy, Proteostasis
GO Term: Regulation Of Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Autophagy, Proteostasis
GO Term: Regulation Of Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, RNA Spliceosome, Proteostasis
GO Term: Transcription By Rna Polymerase I -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, RNA Spliceosome, Proteostasis
GO Term: Transcription Initiation At Rna Polymerase I Promoter -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, Autophagy
GO Term: Transcription Elongation By Rna Polymerase I -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Structural Stabilization, Autophagy
GO Term: Termination Of Rna Polymerase I Transcription -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, DNA Repair
GO Term: Rrna Processing -> Biodomain: RNA Spliceosome, Proteostasis, Mitochondrial Metabolism, Epigenetic, Cell Cycle
GO Term: Transcription By Rna Polymerase Ii -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Immune Response, Proteostasis
GO Term: Transcription Initiation At Rna Polymerase Ii Promoter -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Autophagy, Proteostasis
GO Term: Transcription Elongation By Rna Polymerase Ii -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Proteostasis, Cell Cycle
GO Term: Termination Of Rna Polymerase Ii Transcription -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy
GO Term: 7-Methylguanosine Mrna Capping -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Mrna Splice Site Recognition -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Autophagy
GO Term: Adenosine To Inosine Editing -> Biodomain: RNA Spliceosome, Epigenetic, Oxidative Stress, Proteostasis, DNA Repair
GO Term: Transcription By Rna Polymerase Iii -> Biodomain: Epigenetic, RNA Spliceosome, Mitochondrial Metabolism, Immune Response, Proteostasis
GO Term: Transcription Initiation At Rna Polymerase Iii Promoter -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome, APP Metabolism
GO Term: Termination Of Rna Polymerase Iii Transcription -> Biodomain: Epigenetic, DNA Repair, Proteostasis, RNA Spliceosome, Structural Stabilization
GO Term: Trna Splicing, Via Endonucleolytic Cleavage And Ligation -> Biodomain: RNA Spliceosome, Proteostasis, DNA Repair, Cell Cycle, Epigenetic
GO Term: Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Apoptosis
GO Term: Transcription Initiation At Mitochondrial Promoter -> Biodomain: Mitochondrial Metabolism, DNA Repair, Epigenetic, Autophagy, Apoptosis
GO Term: Transcription Elongation By Mitochondrial Rna Polymerase -> Biodomain: Mitochondrial Metabolism, Epigenetic, RNA Spliceosome, DNA Repair, Autophagy
GO Term: Termination Of Mitochondrial Transcription -> Biodomain: Mitochondrial Metabolism, Epigenetic, Autophagy, Apoptosis, Oxidative Stress
GO Term: Rna Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, DNA Repair
GO Term: Mrna Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Autophagy
GO Term: Mrna 3'-End Processing By Stem-Loop Binding And Cleavage -> Biodomain: Epigenetic, Cell Cycle, RNA Spliceosome, Proteostasis, Structural Stabilization
GO Term: Trna Metabolic Process -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Trna Modification -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Rna Catabolic Process -> Biodomain: RNA Spliceosome, Autophagy, Endolysosome, Apoptosis, Proteostasis
GO Term: Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Proteostasis, Cell Cycle, Autophagy, Immune Response
GO Term: Rna Localization -> Biodomain: Synapse, Cell Cycle, Myelination, RNA Spliceosome, Structural Stabilization
GO Term: Rna Import Into Nucleus -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Cell Cycle
GO Term: Rna Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Cell Cycle, Epigenetic
GO Term: Mrna Export From Nucleus -> Biodomain: RNA Spliceosome, Cell Cycle, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Snrna Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle, DNA Repair
GO Term: Trna Export From Nucleus -> Biodomain: RNA Spliceosome, Proteostasis, Structural Stabilization, Cell Cycle, Autophagy
GO Term: Translation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Mitochondrial Metabolism
GO Term: Translational Initiation -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, RNA Spliceosome, Autophagy
GO Term: Translational Elongation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Epigenetic
GO Term: Translational Termination -> Biodomain: Proteostasis, Mitochondrial Metabolism, Epigenetic, Cell Cycle, Structural Stabilization
GO Term: Regulation Of Translation -> Biodomain: Proteostasis, Cell Cycle, Immune Response, Autophagy, Apoptosis
GO Term: Trna Aminoacylation For Protein Translation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Cell Cycle
GO Term: Alanyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Structural Stabilization, Autophagy
GO Term: Arginyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy, Oxidative Stress
GO Term: Asparaginyl-Trna Aminoacylation -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis
GO Term: Aspartyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Metal Binding and Homeostasis, Cell Cycle, Autophagy
GO Term: Cysteinyl-Trna Aminoacylation -> Biodomain: Proteostasis, Translation, Protein Synthesis, Metabolism, Metal Binding and Homeostasis
GO Term: Glutamyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Metal Binding and Homeostasis, Autophagy
GO Term: Glutaminyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Glycyl-Trna Aminoacylation -> Biodomain: Proteostasis, Mitochondrial Metabolism, Cell Cycle, Metal Binding and Homeostasis, Oxidative Stress
