node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_MIRNA_PROCESSING,GO:0035196,biological_process,GO:0008150,RNA Metabolism,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOBP_PEPTIDYL_ARGININE_N_METHYLATION,,,,Protein Metabolism and Trafficking,Epigenetic Regulation,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION,GO:0035278,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus
GOBP_HAIR_CELL_DIFFERENTIATION,GO:0035315,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization
GOBP_INTRACELLULAR_TRIGLYCERIDE_HOMEOSTASIS,GO:0035356,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,GO:0035358,biological_process,GO:0008150,Signal Transduction,Lipid Metabolism,Immune System and Inflammation,Transcription and Translation Machinery,System and Developmental Process
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM,GO:0035437,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA,GO:0035458,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOBP_VESICLE_CARGO_LOADING,GO:0035459,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_DNA_DEALKYLATION,,,,DNA Repair,Epigenetic Regulation,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_PROTEIN_K29_LINKED_UBIQUITINATION,GO:0035519,biological_process,GO:0008150,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,System and Developmental Process,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_BINDING,GO:0035563,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_PROTEIN_DEGLUTAMYLATION,GO:0035608,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus
GOBP_PROTEIN_SIDE_CHAIN_DEGLUTAMYLATION,GO:0035610,biological_process,GO:0008150,Protein Metabolism and Trafficking,Epigenetic Regulation,Response to Stimulus,Structural Stabilization,System and Developmental Process
GOBP_STRESS_GRANULE_DISASSEMBLY,GO:0035617,biological_process,GO:0008150,RNA Metabolism,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_TRIF_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO:0035666,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_T_HELPER_1_CELL_CYTOKINE_PRODUCTION,GO:0035744,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY,GO:0035790,biological_process,GO:0008150,Signal Transduction,Cell Cycle,Transcription and Translation Machinery,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_URINE_VOLUME,GO:0035809,biological_process,GO:0008150,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_POSITIVE_REGULATION_OF_URINE_VOLUME,GO:0035810,biological_process,GO:0008150,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_RENAL_SODIUM_EXCRETION,GO:0035812,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_HOMOLOGOUS_RECOMBINATION,GO:0035825,biological_process,GO:0008150,DNA Repair,Cell Cycle,Epigenetic Regulation,Signal Transduction,Response to Stimulus
GOBP_NAIL_DEVELOPMENT,GO:0035878,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Cell Cycle,Response to Stimulus
GOBP_ASCENDING_AORTA_DEVELOPMENT,GO:0035905,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_DORSAL_AORTA_DEVELOPMENT,GO:0035907,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_AORTA_MORPHOGENESIS,GO:0035909,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_DORSAL_AORTA_MORPHOGENESIS,GO:0035912,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Cell Cycle,Response to Stimulus
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,GO:0035914,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,GO:0035924,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_COPI_COATED_VESICLE_BUDDING,GO:0035964,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,GO:0035966,,,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Autophagy
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,GO:0035967,biological_process,GO:0008150,Protein Metabolism and Trafficking,Response to Stimulus,Autophagy,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_AGGREPHAGY,GO:0035973,biological_process,GO:0008150,Autophagy,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_FUCOSYLATION,GO:0036065,biological_process,GO:0008150,Protein Metabolism and Trafficking,Cell Adhesion and Interaction,Immune System and Inflammation,Molecular Transport and Homeostasis,Signal Transduction
GOBP_DIRECT_OSSIFICATION,GO:0036072,,,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Molecular Transport and Homeostasis
GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS,GO:0036109,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_MEDIUM_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS,GO:0036112,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_RNA_GUANINE_N7_METHYLATION,GO:0036265,biological_process,GO:0008150,RNA Metabolism,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,GO:0036295,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,GO:0036296,,,Response to Stimulus,Mitochondrial Function and Metabolism,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_INTERSTRAND_CROSS_LINK_REPAIR,GO:0036297,biological_process,GO:0008150,DNA Repair,Cell Cycle,Response to Stimulus,Signal Transduction,Transcription and Translation Machinery
GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT,GO:0036302,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Response to Stimulus
GOBP_INTESTINAL_STEM_CELL_HOMEOSTASIS,GO:0036335,biological_process,GO:0008150,System and Developmental Process,Molecular Transport and Homeostasis,Signal Transduction,Cell Cycle,Epigenetic Regulation
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,GO:0036376,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process,Signal Transduction
GOBP_REGULATION_OF_TRANSLATION_INITIATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,,,,Protein Metabolism and Trafficking,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Transcription and Translation Machinery
GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GO:0036498,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Epigenetic Regulation
GOBP_REGULATION_OF_TOLERANCE_INDUCTION,GO:0002643,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Epigenetic Regulation,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION,GO:0002666,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,GO:0002686,biological_process,GO:0008150,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GO:0002698,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Autophagy
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,GO:0002704,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,,,,Immune System and Inflammation,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,GO:0002715,biological_process,GO:0008150,Immune System and Inflammation,Apoptosis,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,GO:0002716,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,GO:0002717,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Epigenetic Regulation,Cell Adhesion and Interaction
GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,GO:0002726,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,Transcription and Translation Machinery
GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,GO:0002825,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,GO:0002826,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Autophagy
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,GO:0002827,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,GO:0002832,,,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Epigenetic Regulation
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:0002864,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Epigenetic Regulation,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GO:0002866,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_REGULATION_OF_HYPERSENSITIVITY,GO:0002883,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Autophagy,Cell Adhesion and Interaction
GOBP_DESMOSOME_ORGANIZATION,GO:0002934,biological_process,GO:0008150,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_SKELETAL_MUSCLE_CONTRACTION,GO:0003009,biological_process,GO:0008150,System and Developmental Process,Mitochondrial Function and Metabolism,Structural Stabilization,Neurotransmission and Synaptic Regulation,Response to Stimulus
GOBP_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION,GO:0003010,,,Structural Stabilization,System and Developmental Process,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION_BY_CHEMICAL_SIGNAL,GO:0003057,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process,Neurotransmission and Synaptic Regulation
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003071,biological_process,GO:0008150,System and Developmental Process,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003072,,,Response to Stimulus,Molecular Transport and Homeostasis,Signal Transduction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003084,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003085,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis,Autophagy
GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM,GO:0003159,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Response to Stimulus
GOBP_HEART_VALVE_FORMATION,GO:0003188,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION,GO:0003190,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,GO:0003198,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS,GO:0003209,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Epigenetic Regulation
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS,GO:0003214,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Signal Transduction
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS,GO:0003215,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_ENDOCARDIAL_CUSHION_FORMATION,GO:0003272,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction
GOBP_ENDOCARDIAL_CUSHION_FUSION,GO:0003274,biological_process,GO:0008150,Cell Adhesion and Interaction,System and Developmental Process,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_NORADRENERGIC_NEURON_DIFFERENTIATION,GO:0003357,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction
GOBP_NORADRENERGIC_NEURON_DEVELOPMENT,GO:0003358,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,System and Developmental Process,Signal Transduction,Response to Stimulus
GOBP_CHONDROCYTE_HYPERTROPHY,GO:0003415,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Response to Stimulus
GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT,GO:0003417,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION,GO:0003418,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus
GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DEVELOPMENT,GO:0003431,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction
GOBP_GALACTOSE_METABOLIC_PROCESS,GO:0006012,biological_process,GO:0008150,Metabolism,Enzyme Activity,Biochemical Pathways,Cellular Process,System and Developmental Process
GOBP_MANNOSE_METABOLIC_PROCESS,GO:0006013,biological_process,GO:0008150,Protein Metabolism and Trafficking,Lipid Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_CELLULAR_GLUCAN_METABOLIC_PROCESS,,,,Carbohydrate Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,GO:0006085,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,System and Developmental Process
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE,,,,Mitochondrial Function and Metabolism,Metabolic Pathways,Energy Metabolism,Cellular Respiration,Biosynthetic Process
GOBP_SUCCINYL_COA_METABOLIC_PROCESS,GO:0006104,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_SUCCINATE_METABOLIC_PROCESS,GO:0006105,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,GO:0006112,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_OXIDATIVE_PHOSPHORYLATION,GO:0006119,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,GO:0006120,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,System and Developmental Process,Signal Transduction
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_SUCCINATE_TO_UBIQUINONE,GO:0006121,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Energy Metabolism and ATP Synthesis,Oxidative Phosphorylation,Metabolic Pathways,Electron Transport Chain
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,GO:0006123,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Signal Transduction,Response to Stimulus
GOBP_PURINE_NUCLEOSIDE_CATABOLIC_PROCESS,GO:0006152,biological_process,GO:0008150,Nucleotide Metabolism,Energy Metabolism,Signal Transduction,Cellular Homeostasis,System and Developmental Process
GOBP_ADP_BIOSYNTHETIC_PROCESS,GO:0006172,biological_process,GO:0008150,Mitochondrial Function and Metabolism,RNA Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_IMP_CATABOLIC_PROCESS,GO:0006204,biological_process,GO:0008150,RNA Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Lipid Metabolism,Mitochondrial Function and Metabolism
GOBP_DNA_REPLICATION,GO:0006260,biological_process,GO:0008150,DNA Repair,Cell Cycle,Transcription and Translation Machinery,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_DNA_TEMPLATED_DNA_REPLICATION,GO:0006261,biological_process,GO:0008150,DNA Repair,Cell Cycle,Transcription and Translation Machinery,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,,,,Cell Cycle,DNA Repair,Transcription and Translation Machinery,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_DNA_REPLICATION_INITIATION,GO:0006270,biological_process,GO:0008150,Cell Cycle,DNA Repair,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process
GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION,GO:0006271,biological_process,GO:0008150,Cell Cycle,DNA Repair,Transcription and Translation Machinery,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_REGULATION_OF_DNA_REPLICATION,GO:0006275,biological_process,GO:0008150,DNA Repair,Cell Cycle,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction
GOBP_BASE_EXCISION_REPAIR,GO:0006284,biological_process,GO:0008150,DNA Repair,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus,Signal Transduction
GOBP_BASE_EXCISION_REPAIR_GAP_FILLING,GO:0006287,biological_process,GO:0008150,DNA Repair,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction,Cell Cycle
GOBP_MISMATCH_REPAIR,GO:0006298,biological_process,GO:0008150,DNA Repair,Cell Cycle,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOBP_DOUBLE_STRAND_BREAK_REPAIR,GO:0006302,biological_process,GO:0008150,DNA Repair,Signal Transduction,Cell Cycle,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR,,,,DNA Repair,Epigenetic Regulation,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery
GOBP_DNA_RECOMBINATION,GO:0006310,biological_process,GO:0008150,DNA Repair,System and Developmental Process,Epigenetic Regulation,Cell Cycle,Response to Stimulus
GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY,GO:0006335,biological_process,GO:0008150,Epigenetic Regulation,DNA Repair,Cell Cycle,Transcription and Translation Machinery,Structural Stabilization
GOBP_RRNA_PROCESSING,GO:0006364,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_TRANSLATIONAL_INITIATION,GO:0006413,biological_process,GO:0008150,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_TRANSLATIONAL_ELONGATION,GO:0006414,biological_process,GO:0008150,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_TRANSLATIONAL_TERMINATION,GO:0006415,biological_process,GO:0008150,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,GO:0006446,biological_process,GO:0008150,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,RNA Metabolism,Molecular Transport and Homeostasis
GOBP_PROTEIN_FOLDING,GO:0006457,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus,Structural Stabilization
GOBP_DE_NOVO_PROTEIN_FOLDING,GO:0006458,biological_process,GO:0008150,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Structural Stabilization
GOBP_GPI_ANCHOR_METABOLIC_PROCESS,GO:0006505,biological_process,GO:0008150,Lipid Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,System and Developmental Process
GOBP_PROTEOLYSIS,GO:0006508,biological_process,GO:0008150,Protein Metabolism and Trafficking,Apoptosis,Autophagy,Response to Stimulus,Signal Transduction
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS,GO:0006515,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Autophagy,Response to Stimulus
GOBP_PROTEIN_DEGLYCOSYLATION,GO:0006517,biological_process,GO:0008150,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Epigenetic Regulation
GOBP_PEPTIDE_METABOLIC_PROCESS,GO:0006518,biological_process,GO:0008150,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery
GOBP_ASPARTATE_METABOLIC_PROCESS,GO:0006531,biological_process,GO:0008150,Amino Acid Metabolism,Nitrogen Metabolism,Nucleotide Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis
