In a magical forest, a lonely unicorn named Luna discovered a hidden glade filled with twinkling stars. Every night, she danced under the shimmering lights, spreading joy and laughter to all the creatures around her. One evening, as she twirled, she made a wish for friends, and to her delight, a troupe of playful fairies appeared, ready to join her enchanting adventures.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis

Pathway: Positive Regulation Of Membrane Permeability -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Autophagy, Immune Response

Pathway: Negative Regulation Of Cornification -> Biodomain: Unknown, Proteostasis, Apoptosis, Immune Response, Oxidative Stress

Pathway: Protein Localization To Perinuclear Region Of Cytoplasm -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Structural Stabilization

Pathway: Cytoplasmic Microtubule Bundle -> Biodomain: Structural Stabilization, Proteostasis, Cytoplasmic Microtubule Bundle, Unknown, Apoptosis

Pathway: Mitotic Spindle Astral Microtubule End -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Unknown

Pathway: Positive Regulation Of L-Proline Import Across Plasma Membrane -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism

Pathway: Positive Regulation Of Mrna Cis Splicing, Via Spliceosome -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Epigenetic, Autophagy

Pathway: Negative Regulation Of Saliva Secretion -> Biodomain: Unknown, Immune Response, Proteostasis, Apoptosis, Endolysosome

Pathway: Hard Palate Morphogenesis -> Biodomain: Unknown, Mitochondrial Metabolism, Proteostasis, Immune Response, Apoptosis

Pathway: Positive Regulation Of Endosome To Plasma Membrane Protein Transport -> Biodomain: Endolysosome, Autophagy, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Scf Ubiquitin Ligase Complex Binding -> Biodomain: Unknown, Proteostasis, Apoptosis, Cell Cycle, Autophagy

Pathway: Ccr4-Not Complex Binding -> Biodomain: Unknown, Proteostasis, RNA Spliceosome, Apoptosis, Epigenetic

Pathway: Negative Regulation Of Protection From Non-Homologous End Joining At Telomere -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Regulation Of Mesodermal Cell Differentiation -> Biodomain: Unknown, Immune Response, Cell Cycle, Epigenetic, Autophagy

Pathway: Positive Regulation Of Mesodermal Cell Differentiation -> Biodomain: Unknown, Immune Response, Cell Cycle, Epigenetic, Autophagy

Pathway: 8-Hydroxy-2'-Deoxyguanosine Dna Binding -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Proteostasis, Unknown

Pathway: Positive Regulation Of Phosphatidylserine Exposure On Apoptotic Cell Surface -> Biodomain: Apoptosis, Oxidative Stress, Proteostasis, Immune Response, Autophagy

Pathway: Regulation Of Anaphase-Promoting Complex-Dependent Catabolic Process -> Biodomain: Cell Cycle, Autophagy, Proteostasis, Apoptosis, Unknown

Pathway: Positive Regulation Of Anaphase-Promoting Complex-Dependent Catabolic Process -> Biodomain: Autophagy, Proteostasis, Apoptosis, Cell Cycle, Unknown

Pathway: Protein Localization To Pericentriolar Material -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, Structural Stabilization

Pathway: Cellular Response To Puromycin -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Autophagy

Pathway: Regulation Of Intraciliary Retrograde Transport -> Biodomain: Unknown, Autophagy, Proteostasis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Excitatory Synapse Pruning -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Autophagy

Pathway: Regulation Of Synapse Pruning -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Autophagy

Pathway: Positive Regulation Of Synapse Pruning -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Synapse Organization -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Unknown

Pathway: Regulation Of Excitatory Synapse Pruning -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Regulation Of Chromosome Separation -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Proteostasis, Unknown

Pathway: Positive Regulation Of Chromosome Separation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Unknown

Pathway: Positive Regulation Of Chromosome Condensation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Unknown

Pathway: Regulation Of Prostaglandin Catabolic Process -> Biodomain: Oxidative Stress, Immune Response, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Positive Regulation Of Spindle Assembly -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Unknown, Immune Response

Pathway: Negative Regulation Of Microtubule Nucleation -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Cell Cycle, Unknown

Pathway: Cellular Response To Pyrimidine Ribonucleotide -> Biodomain: Unknown, RNA Spliceosome, Cell Cycle, Apoptosis, Proteostasis

Pathway: Negative Regulation Of Telomeric D-Loop Disassembly -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Positive Regulation Of Telomeric D-Loop Disassembly -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Unknown

Pathway: Negative Regulation Of Pentose-Phosphate Shunt -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Positive Regulation Of Pentose-Phosphate Shunt -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Epididymis Development -> Biodomain: Unknown, Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Negative Regulation Of 3'-Utr-Mediated Mrna Stabilization -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Unknown

Pathway: Positive Regulation Of 3'-Utr-Mediated Mrna Stabilization -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Proteostasis, Autophagy

Pathway: Regulation Of Protein Localization To Cell Leading Edge -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, Immune Response

Pathway: Negative Regulation Of Protein Localization To Cell Leading Edge -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Immune Response, Structural Stabilization

Pathway: Positive Regulation Of Protein Localization To Cell Leading Edge -> Biodomain: Proteostasis, Autophagy, Immune Response, Cell Cycle, Structural Stabilization

Pathway: Negative Regulation Of Postsynaptic Density Organization -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Unknown

Pathway: Negative Regulation Of Triglyceride Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Unknown

Pathway: Positive Regulation Of Triglyceride Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Regulation Of Cellular Response To Very-Low-Density Lipoprotein Particle Stimulus -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Regulation Of Response To Endoplasmic Reticulum Stress -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Positive Regulation Of Response To Endoplasmic Reticulum Stress -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Endolysosome

Pathway: Regulation Of Smooth Muscle Tissue Development -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Positive Regulation Of Mesoderm Formation -> Biodomain: Unknown, Immune Response, Apoptosis, Cell Cycle, Epigenetic

Pathway: Regulation Of Amyloid Fibril Formation -> Biodomain: APP Metabolism, Proteostasis, Oxidative Stress, Autophagy, Tau Homeostasis

Pathway: Negative Regulation Of Amyloid Fibril Formation -> Biodomain: APP Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: Positive Regulation Of Amyloid Fibril Formation -> Biodomain: APP Metabolism, Proteostasis, Oxidative Stress, Autophagy, Immune Response

Pathway: Regulation Of Calcium Ion Export Across Plasma Membrane -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Calcium Homeostasis

Pathway: Negative Regulation Of Calcium Ion Export Across Plasma Membrane -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Negative Regulation Of Vascular Associated Smooth Muscle Cell Differentiation Involved In Phenotypic Switching -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Positive Regulation Of Vascular Associated Smooth Muscle Cell Differentiation Involved In Phenotypic Switching -> Biodomain: Vasculature, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Negative Regulation Of Cell Fate Determination -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Proteostasis, Unknown

Pathway: Positive Regulation Of Cell Fate Determination -> Biodomain: Cell Cycle, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Regulation Of Germ Cell Proliferation -> Biodomain: Unknown, Immune Response, Cell Cycle, Apoptosis, Proteostasis

Pathway: Regulation Of Response To Calcium Ion -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Calcium Homeostasis, Immune Response

Pathway: Negative Regulation Of Calcium Ion Import Across Plasma Membrane -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Regulation Of Lipid Localization -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Negative Regulation Of Endothelial Tube Morphogenesis -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Positive Regulation Of Endothelial Tube Morphogenesis -> Biodomain: Vasculature, Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Glutamatergic Neuron Differentiation -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Amyloid Fibril Formation -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, Immune Response, Mitochondrial Metabolism

Pathway: Methylglyoxal Reductase (Nadph) (Acetol Producing) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Idp Phosphatase Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Granular Vesicle -> Biodomain: Unknown, Endolysosome, Proteostasis, Autophagy, Oxidative Stress

Pathway: Neurosecretory Vesicle -> Biodomain: Synapse, Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Retinal Cell Apoptotic Process -> Biodomain: Apoptosis, Immune Response, Oxidative Stress, Proteostasis, Mitochondrial Metabolism

Pathway: Mitotic Spindle Midzone -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Unknown

Pathway: Hippocampal Mossy Fiber Expansion -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Myelination

Pathway: Vasomotion -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Pericellular Basket -> Biodomain: Synapse, Unknown, Proteostasis, Oxidative Stress, Structural Stabilization

Pathway: Pinceau Fiber -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Apoptosis, Unknown

Pathway: Parallel Fiber -> Biodomain: Synapse, Unknown, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: Calcium Ion Export Across Plasma Membrane -> Biodomain: Calcium Ion Export Across Plasma Membrane, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Calcium Homeostasis

Pathway: Lewy Body Core -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Tau Homeostasis, Unknown

Pathway: Lewy Body Corona -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Tau Homeostasis, Autophagy

Pathway: Protein Localization To Lipid Droplet -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress

Pathway: Stress-Induced Mitochondrial Fusion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Apoptosis

Pathway: Spindle Matrix -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Structural Stabilization, Unknown

Pathway: Anterograde Neuronal Dense Core Vesicle Transport -> Biodomain: Synapse, Autophagy, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: Retrograde Neuronal Dense Core Vesicle Transport -> Biodomain: Synapse, Autophagy, Proteostasis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Phosphatidic Acid Transfer Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Unknown

Pathway: Activation Of Protein Kinase C Activity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism

Pathway: Rpap3/R2Tp/Prefoldin-Like Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Structural Stabilization

Pathway: Trappi Protein Complex -> Biodomain: Unknown, Endolysosome, Proteostasis, Autophagy, Structural Stabilization

Pathway: Trappii Protein Complex -> Biodomain: Autophagy, Endolysosome, Proteostasis, Oxidative Stress, Unknown

Pathway: Trappiii Protein Complex -> Biodomain: Autophagy, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Polyuridylation-Dependent Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Unknown, Apoptosis, Proteostasis, Autophagy

Pathway: Periciliary Membrane Compartment -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Oxidative Stress, Unknown

Pathway: Cartilage Homeostasis -> Biodomain: Proteostasis, Apoptosis, Autophagy, Mitochondrial Metabolism, Immune Response

Pathway: Trimethylamine Receptor Activity -> Biodomain: Unknown, Immune Response, Oxidative Stress, Apoptosis, Proteostasis

Pathway: Lens Fiber Cell Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Immune Response, Mitochondrial Metabolism

Pathway: Response To Nerve Growth Factor -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Cellular Response To Nerve Growth Factor Stimulus -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Calcium-Dependent Self Proteolysis -> Biodomain: Proteostasis, Apoptosis, Autophagy, Mitochondrial Metabolism, Oxidative Stress

Pathway: Protein Linear Deubiquitination -> Biodomain: Proteostasis, Apoptosis, Autophagy, Immune Response, DNA Repair

Pathway: Spermatoproteasome Complex -> Biodomain: Proteostasis, Apoptosis, Autophagy, Unknown, Mitochondrial Metabolism

Pathway: Rqc Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Oxidative Stress

Pathway: Rna Polymerase I Assembly -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis

Pathway: Rna Polymerase Ii Core Complex Assembly -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis

Pathway: Rna Polymerase Iii Assembly -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle

Pathway: Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Oxidative Stress

Pathway: B Cell Receptor Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Unknown

Pathway: Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: Apoptosis, Oxidative Stress, Proteostasis, Immune Response, Mitochondrial Metabolism

Pathway: Gator1 Complex -> Biodomain: Unknown, Autophagy, Mitochondrial Metabolism, Proteostasis, DNA Repair

Pathway: Gtr1-Gtr2 Gtpase Complex -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, Mitochondrial Metabolism

Pathway: Epithelial Cell Apoptotic Process Involved In Palatal Shelf Morphogenesis -> Biodomain: Apoptosis, Proteostasis, Immune Response, Mitochondrial Metabolism, Endolysosome

Pathway: Linoleate 9S-Lipoxygenase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Neuron Projection Extension -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Autophagy, Immune Response

Pathway: Molybdopterin Synthase Complex -> Biodomain: Unknown, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Intrinsic Apoptotic Signaling Pathway In Response To Hypoxia -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Immune Response

Pathway: Maintenance Of Translational Fidelity -> Biodomain: Unknown, Proteostasis, Apoptosis, Cell Cycle, RNA Spliceosome

Pathway: Talin Binding -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Autophagy, Unknown

Pathway: Vegf-A Complex -> Biodomain: Vasculature, Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Single-Strand Break-Containing Dna Binding -> Biodomain: DNA Repair, Unknown, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Protein Localization To Site Of Double-Strand Break -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Protein K27-Linked Deubiquitination -> Biodomain: Proteostasis, Apoptosis, Autophagy, DNA Repair, Unknown

Pathway: Protein K33-Linked Deubiquitination -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, DNA Repair

Pathway: G Protein-Coupled Receptor Catabolic Process -> Biodomain: Proteostasis, Apoptosis, Autophagy, Immune Response, Unknown

Pathway: Protein Localization To Nucleoplasm -> Biodomain: Unknown, Proteostasis, Autophagy, DNA Repair, Epigenetic

Pathway: Phosphodiesterase Decapping Endonuclease Activity -> Biodomain: Unknown, RNA Spliceosome, Apoptosis, Proteostasis, Endolysosome

Pathway: Eh Domain Binding -> Biodomain: Unknown, Proteostasis, Structural Stabilization, Immune Response, Apoptosis

Pathway: Mitochondrial Trna 3'-End Processing -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism

Pathway: Exosomal Secretion -> Biodomain: Exosomal Secretion, Autophagy, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Amino Acid Transport Complex -> Biodomain: Unknown, Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Euchromatin Binding -> Biodomain: Unknown, Epigenetic, DNA Repair, Proteostasis, Autophagy

Pathway: Protein N-Terminal-Serine Acetyltransferase Activity -> Biodomain: Proteostasis, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy

Pathway: Protein-N-Terminal-Glutamate Acetyltransferase Activity -> Biodomain: Proteostasis, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy

Pathway: Oxidoreductase Complex -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Autophagy

Pathway: L-Cysteine Desulfurase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Histone Methyltransferase Binding -> Biodomain: Epigenetic, Unknown, Proteostasis, Cell Cycle, DNA Repair

Pathway: Paranodal Junction Maintenance -> Biodomain: Myelination, Synapse, Structural Stabilization, Immune Response, Oxidative Stress

Pathway: Iron-Sulfur Cluster Assembly Complex -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Sting Complex -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Structural Stabilization

Pathway: Transferase Complex -> Biodomain: Unknown, Proteostasis, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis

Pathway: Double-Stranded Dna Endonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Autophagy, Proteostasis, Unknown

Pathway: Steroid Hormone Binding -> Biodomain: Unknown, Lipid Metabolism, Immune Response, Apoptosis, Structural Stabilization

Pathway: Histone H2At120 Kinase Activity -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, Autophagy

Pathway: Uniplex Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis, Metal Binding and Homeostasis

Pathway: N6-Methyladenosine-Containing Rna Reader Activity -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Epigenetic, Autophagy

Pathway: Cellular Response To Leucine Starvation -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Mitochondrial Metabolism, Immune Response

Pathway: Keratin Filament Binding -> Biodomain: Unknown, Proteostasis, Structural Stabilization, Immune Response, Apoptosis

Pathway: Signal Clustering -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Histone H2Aq104 Methyltransferase Activity -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, Autophagy

Pathway: Pre-Mrna Catabolic Process -> Biodomain: RNA Spliceosome, Autophagy, Proteostasis, DNA Repair, Unknown

Pathway: Anti-Mullerian Hormone Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Unknown

Pathway: Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Immune Response

Pathway: Platelet-Derived Growth Factor Complex -> Biodomain: Immune Response, Oxidative Stress, Structural Stabilization, Proteostasis, Apoptosis

Pathway: Neutrophil Migration -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Response To Transition Metal Nanoparticle -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Immune Response, Autophagy, Structural Stabilization

Pathway: Response To Gold Nanoparticle -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, Unknown

Pathway: Rna Polymerase Ii C-Terminal Domain Phosphoserine Binding -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Unknown

Pathway: Platelet-Derived Growth Factor Receptor-Ligand Complex -> Biodomain: Immune Response, Structural Stabilization, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Anti-Mullerian Hormone Receptor Activity -> Biodomain: Unknown, Immune Response, Apoptosis, Endolysosome, Proteostasis

Pathway: Preribosome Binding -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Autophagy, DNA Repair

Pathway: Rna 5'-Gamma-Phosphate Methyltransferase Activity -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Proteostasis, Autophagy

Pathway: Rna Localization To Chromatin -> Biodomain: Unknown, RNA Spliceosome, Epigenetic, Proteostasis, Autophagy

Pathway: Renal Amino Acid Absorption -> Biodomain: Unknown, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy

Pathway: Bub1-Bub3 Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Mitochondrial Metabolism, Unknown

Pathway: Cellular Response To Insulin-Like Growth Factor Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Atg1/Ulk1 Kinase Complex -> Biodomain: Autophagy, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Collagen Type Xxvi Trimer -> Biodomain: Structural Stabilization, Unknown, Proteostasis, Apoptosis, Immune Response

Pathway: Ire1 Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Unknown, Oxidative Stress

Pathway: Gap Junction-Mediated Intercellular Transport -> Biodomain: Unknown, Immune Response, Structural Stabilization, Apoptosis, Proteostasis

Pathway: Glucose Transporter Complex -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response

Pathway: Transporter Complex -> Biodomain: Unknown, Proteostasis, Autophagy, Lipid Metabolism, Immune Response

Pathway: Terminal Web -> Biodomain: Unknown, Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle

Pathway: Butanol Dehydrogenase (Nad+) Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Lipid Transport Across Blood-Brain Barrier -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome

Pathway: K48-Linked Deubiquitinase Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Immune Response, DNA Repair

Pathway: Ubiquitin-Specific Protease Binding -> Biodomain: Proteostasis, Apoptosis, Autophagy, Oxidative Stress, Unknown

Pathway: Hyaloid Vascular Plexus Regression -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Autophagy

Pathway: Meiotic Spindle Midzone -> Biodomain: Unknown, Structural Stabilization, Cell Cycle, Proteostasis, Apoptosis

Pathway: Mitotic Cleavage Furrow Ingression -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Autophagy, Unknown

Pathway: Protein K33-Linked Ubiquitination -> Biodomain: Proteostasis, Apoptosis, Autophagy, Immune Response, DNA Repair

Pathway: Dna Repair Complex -> Biodomain: DNA Repair, Apoptosis, Proteostasis, Oxidative Stress, Cell Cycle

Pathway: 3M Complex -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, Apoptosis, Unknown

Pathway: Mitochondrial Ribosomal Large Subunit Rrna Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Embryonic Lung Development -> Biodomain: Unknown, Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Embryonic Liver Development -> Biodomain: Unknown, Immune Response, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis

Pathway: Embryonic Brain Development -> Biodomain: Unknown, Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Nad+-Protein Mono-Adp-Ribosyltransferase Activity -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism, Autophagy

Pathway: Protein Antigen Binding -> Biodomain: Immune Response, Unknown, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Cgrp Receptor Complex -> Biodomain: Unknown, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Calcitonin Gene-Related Peptide Binding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Calcitonin Gene-Related Peptide Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Adrenomedullin Binding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Structural Stabilization

Pathway: Adrenomedullin Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Endolysosome

Pathway: Replication-Born Double-Strand Break Repair Via Sister Chromatid Exchange -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

