Once upon a time, in a hidden valley, a gentle unicorn named Luna spread her shimmering wings under the moonlight. Each night, she gathered the stars that fell from the sky and returned them to their rightful place, making the world sparkle with magic. One evening, as she shared her glow with a lost little fox, they became friends, and together they filled the valley with laughter and joy.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis

Pathway: Ciliary Base -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Apoptosis

Pathway: Transcription Preinitiation Complex -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Mitochondrial Double-Strand Break Repair Via Homologous Recombination -> Biodomain: Mitochondrial Metabolism, DNA Repair, Oxidative Stress, Autophagy, Proteostasis

Pathway: Calcium Ion Transmembrane Import Into Cytosol -> Biodomain: Calcium Ion Transmembrane Import Into Cytosol, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Lateral Cell Cortex -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Immune Response, Apoptosis

Pathway: Lamellipodium Organization -> Biodomain: Proteostasis, Synapse, Autophagy, Cell Cycle, Mitochondrial Metabolism

Pathway: Sperm Cytoplasmic Droplet -> Biodomain: Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress, Immune Response

Pathway: Retina Blood Vessel Maintenance -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Autophagy

Pathway: Cullin Family Protein Binding -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Autophagy

Pathway: Temperature-Gated Ion Channel Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Temperature-Gated Cation Channel Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Monoamine Oxidase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: Potassium Ion Export Across Plasma Membrane -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Autophagy, Cell Cycle

Pathway: Extrinsic Component Of Omegasome Membrane -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, Lipid Metabolism

Pathway: Extrinsic Component Of Phagophore Assembly Site Membrane -> Biodomain: Autophagy, Proteostasis, Apoptosis, Oxidative Stress, Immune Response

Pathway: L-Arginine Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: L-Lysine Import Across Plasma Membrane -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy

Pathway: L-Ornithine Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Amino Acid Metabolism, Cell Cycle, Autophagy, Immune Response

Pathway: Calcitonin Family Receptor Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Amylin Receptor Activity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Amylin Binding -> Biodomain: Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Calcitonin Family Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Amylin Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism

Pathway: G Protein-Coupled Receptor Complex -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: A Axonemal Microtubule -> Biodomain: Synapse, Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Serpin Family Protein Binding -> Biodomain: Proteostasis, Apoptosis, Immune Response, Structural Stabilization, Autophagy

Pathway: 3',5'-Nucleotide Bisphosphate Phosphatase Activity -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis

Pathway: Stat Family Protein Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Double-Strand Break Repair Via Classical Nonhomologous End Joining -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Immune Response

Pathway: Double-Strand Break Repair Via Alternative Nonhomologous End Joining -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Immune Response, Epigenetic

Pathway: Intracellularly Phosphatidylinositol-3,5-Bisphosphate-Gated Monatomic Cation Channel Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Immune Response

Pathway: Iron Ion Transmembrane Transporter Inhibitor Activity -> Biodomain: Metal Binding and Homeostasis, Iron Ion Transmembrane Transporter Inhibitor Activity, Oxidative Stress, Proteostasis, Autophagy

Pathway: Establishment Of Rna Localization To Telomere -> Biodomain: RNA Spliceosome, DNA Repair, Epigenetic, Cell Cycle, Autophagy

Pathway: Establishment Of Protein-Containing Complex Localization To Telomere -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Apoptosis, Epigenetic

Pathway: Cell Surface Receptor Signaling Pathway Via Stat -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Oxidative Stress

Pathway: Telomere Maintenance Via Base-Excision Repair -> Biodomain: DNA Repair, Oxidative Stress, Telomere Maintenance, Proteostasis, Apoptosis

Pathway: Vascular Endothelial Cell Response To Fluid Shear Stress -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Structural Stabilization, Apoptosis

Pathway: Vascular Endothelial Cell Response To Laminar Fluid Shear Stress -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Apoptosis

Pathway: Vascular Endothelial Cell Response To Oscillatory Fluid Shear Stress -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Apoptosis

Pathway: Ferroptosis -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Autophagy, Lipid Metabolism

Pathway: Intracellular Vesicle -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, Immune Response

Pathway: Connective Tissue Replacement -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Ciliary Basal Body-Plasma Membrane Docking -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Autophagy, Cell Cycle

Pathway: Vesicle Targeting, Trans-Golgi To Periciliary Membrane Compartment -> Biodomain: Vasculature, Synapse, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Disordered Domain Specific Binding -> Biodomain: Proteostasis, Apoptosis, RNA Spliceosome, Tau Homeostasis, Metal Binding and Homeostasis

Pathway: Neural Tissue Regeneration -> Biodomain: Immune Response, Apoptosis, Proteostasis, Synapse, Mitochondrial Metabolism

Pathway: Calcineurin-Mediated Signaling -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Sperm Motility -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: 9+0 Motile Cilium -> Biodomain: Synapse, Mitochondrial Metabolism, Immune Response, Apoptosis, Cell Cycle

Pathway: 9+2 Motile Cilium -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Immune Response, Apoptosis

Pathway: Non-Motile Cilium -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: 9+0 Non-Motile Cilium -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Immune Response, Autophagy

Pathway: Photoreceptor Cell Cilium -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Apoptosis, Lipid Metabolism

Pathway: Extracellular Exosome Biogenesis -> Biodomain: Endolysosome, Autophagy, Immune Response, Mitochondrial Metabolism, Structural Stabilization

Pathway: De Novo Centriole Assembly -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Synapse, Mitochondrial Metabolism

Pathway: Renal Urate Salt Excretion -> Biodomain: Vasculature, Immune Response, Apoptosis, Metal Binding and Homeostasis, Lipid Metabolism

Pathway: Mitochondrial Trna 5'-End Processing -> Biodomain: Mitochondrial Metabolism, RNA Spliceosome, Autophagy, Proteostasis, Oxidative Stress

Pathway: Blood Vessel Diameter Maintenance -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Structural Stabilization, Apoptosis

Pathway: Membrane Tubulation -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Structural Stabilization, Lipid Metabolism

Pathway: Endosome Membrane Tubulation -> Biodomain: Endolysosome, Autophagy, Proteostasis, Oxidative Stress, Immune Response

Pathway: Regulation Of Dna Stability -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Autophagy, Oxidative Stress

Pathway: Membrane Bending -> Biodomain: Structural Stabilization, Membrane Bending, Autophagy, Oxidative Stress, Proteostasis

Pathway: Non-Replicative Dna Transposition -> Biodomain: DNA Repair, Epigenetic, Autophagy, Cell Cycle, Immune Response

Pathway: G-Rich Strand Telomeric Dna Binding -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Cell Cycle

Pathway: Endothelial To Hematopoietic Transition -> Biodomain: Immune Response, Endolysosome, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Skeletal Muscle Fiber Differentiation -> Biodomain: Myelination, Proteostasis, Apoptosis, Cell Cycle, Oxidative Stress

Pathway: Neuromuscular Junction Development, Skeletal Muscle Fiber -> Biodomain: Synapse, Proteostasis, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Positive Regulation Of Strand Invasion -> Biodomain: DNA Repair, Epigenetic, Autophagy, Immune Response, Proteostasis

Pathway: Ligand-Modulated Transcription Factor Activity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Centriole Assembly -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Immune Response

Pathway: De Novo Centriole Assembly Involved In Multi-Ciliated Epithelial Cell Differentiation -> Biodomain: Cell Cycle, Myelination, Proteostasis, Apoptosis, Immune Response

Pathway: Deuterosome -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Cytoplasmic Side Of Trans-Golgi Network Transport Vesicle Membrane -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Oxidative Stress, Lipid Metabolism

Pathway: Defense Response To Other Organism -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy

Pathway: Maintenance Of Protein Complex Location -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Cell Cycle, Immune Response

Pathway: Cytoplasmic Side Of Golgi Membrane -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Immune Response, DNA Repair

Pathway: Side Of Membrane -> Biodomain: Structural Stabilization, Synapse, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome

Pathway: Lumenal Side Of Endoplasmic Reticulum Membrane -> Biodomain: Endolysosome, Proteostasis, Autophagy, Lipid Metabolism, Immune Response

Pathway: Cytoplasmic Side Of Endoplasmic Reticulum Membrane -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Cytoplasmic Side Of Rough Endoplasmic Reticulum Membrane -> Biodomain: Proteostasis, Autophagy, Lipid Metabolism, Immune Response, Cell Cycle

Pathway: Cytoplasmic Side Of Early Endosome Membrane -> Biodomain: Endolysosome, Autophagy, Immune Response, Oxidative Stress, Proteostasis

Pathway: Cytoplasmic Side Of Late Endosome Membrane -> Biodomain: Endolysosome, Autophagy, Lipid Metabolism, Oxidative Stress, Proteostasis

Pathway: Cytoplasmic Side Of Membrane -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Cell Cycle

Pathway: Cytoplasmic Side Of Lysosomal Membrane -> Biodomain: Endolysosome, Autophagy, Immune Response, Proteostasis, Oxidative Stress

Pathway: Lumenal Side Of Lysosomal Membrane -> Biodomain: Endolysosome, Autophagy, Immune Response, Proteostasis, Oxidative Stress

Pathway: Lumenal Side Of Membrane -> Biodomain: Endolysosome, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Lipid Metabolism

Pathway: Inactive Sex Chromosome -> Biodomain: Unknown, Structural Stabilization, Epigenetic, Proteostasis, DNA Repair

Pathway: Learned Vocalization Behavior -> Biodomain: Immune Response, Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Cellular Response To Virus -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Bounding Membrane Of Organelle -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Structural Stabilization, Autophagy

Pathway: External Side Of Apical Plasma Membrane -> Biodomain: Synapse, Structural Stabilization, Immune Response, Apoptosis, Cell Cycle

Pathway: Cytoplasmic Side Of Apical Plasma Membrane -> Biodomain: Synapse, Structural Stabilization, Immune Response, Apoptosis, Cell Cycle

Pathway: Mucin Granule -> Biodomain: Proteostasis, Immune Response, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Perivitelline Space -> Biodomain: Unknown, Structural Stabilization, Immune Response, Apoptosis, Endolysosome

Pathway: Observational Learning -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Palmitoyl Hydrolase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Selenocystathionine Gamma-Lyase Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Cell-Cell Adhesion -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle

Pathway: Selenocysteine-Trna Ligase Activity -> Biodomain: Proteostasis, RNA Spliceosome, Apoptosis, Metal Binding and Homeostasis, Oxidative Stress

Pathway: O-Phosphoseryl-Trna(Sec) Selenium Transferase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Trans-Golgi Network Membrane Organization -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Lipid Metabolism, RNA Spliceosome

Pathway: Cell Adhesion Mediator Activity -> Biodomain: Immune Response, Synapse, Structural Stabilization, Proteostasis, Apoptosis

Pathway: Cell-Cell Adhesion Mediator Activity -> Biodomain: Immune Response, Synapse, Proteostasis, Apoptosis, Structural Stabilization

Pathway: Collagen Fibril Binding -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Apoptosis, Endolysosome

Pathway: Protein Complex Involved In Cell-Cell Adhesion -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: Protein Complex Involved In Cell Adhesion -> Biodomain: Proteostasis, Immune Response, Synapse, Structural Stabilization, Cell Cycle

Pathway: Protein Complex Involved In Cell-Matrix Adhesion -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Immune Response, Structural Stabilization

Pathway: Collagen Binding Involved In Cell-Matrix Adhesion -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Cell Cycle, Apoptosis

Pathway: Integrin Binding Involved In Cell-Matrix Adhesion -> Biodomain: Cell Cycle, Proteostasis, Immune Response, Structural Stabilization, Apoptosis

Pathway: Cadherin Binding Involved In Cell-Cell Adhesion -> Biodomain: Cell Cycle, Proteostasis, Synapse, Apoptosis, Immune Response

Pathway: Cenp-A Recruiting Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, DNA Repair, Mitochondrial Metabolism

Pathway: Monoatomic Cation Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Cell Cycle

Pathway: Monoatomic Anion Transmembrane Transport -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 397. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Import Into Cell -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 344. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Inorganic Anion Import Across Plasma Membrane -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 359. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Inorganic Cation Import Across Plasma Membrane -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 360. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Inorganic Ion Transmembrane Transport -> Biodomain: ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-YQdOE6UcGFFulISzIdOoFxtI on tokens per min (TPM): Limit 4000000, Used 4000000, Requested 384. Please try again in 5ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}

Pathway: Inorganic Anion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Lipid Metabolism, Immune Response

Pathway: Inorganic Cation Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Cell Cycle

Pathway: G Protein-Coupled Serotonin Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Synapse

Pathway: G Protein-Coupled Serotonin Receptor Complex -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Entry Receptor-Mediated Virion Attachment To Host Cell -> Biodomain: Immune Response, Endolysosome, Apoptosis, Oxidative Stress, Structural Stabilization

Pathway: Extrinsic Component Of Neuronal Dense Core Vesicle Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome

Pathway: Template-Free Rna Nucleotidyltransferase -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, DNA Repair, Oxidative Stress

Pathway: Cochlear Hair Cell Ribbon Synapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Photoreceptor Ribbon Synapse -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Mitochondrial Metabolism

Pathway: Schaffer Collateral - Ca1 Synapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Hippocampal Mossy Fiber To Ca3 Synapse -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Mitochondrial Metabolism

Pathway: Chromosomal Region -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy

Pathway: Parallel Fiber To Purkinje Cell Synapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Glycinergic Synapse -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Dopaminergic Synapse -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Regulation Of Synaptic Vesicle Cycle -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Autophagy

Pathway: Regulation Of Synaptic Vesicle Budding From Presynaptic Endocytic Zone Membrane -> Biodomain: Synapse, Proteostasis, Autophagy, Oxidative Stress, Immune Response

Pathway: Inositol 1,4,5-Trisphosphate Receptor Activity Involved In Regulation Of Postsynaptic Cytosolic Calcium Levels -> Biodomain: Synapse, Oxidative Stress, Calcium Homeostasis, Proteostasis, Apoptosis

Pathway: Regulation Of Neurotransmitter Receptor Localization To Postsynaptic Specialization Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle

Pathway: Postsynaptic Specialization Assembly -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: Structural Constituent Of Presynaptic Actin Cytoskeleton -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Autophagy

Pathway: Neurotransmitter Loading Into Synaptic Vesicle -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Calcium Ion Import Across Plasma Membrane -> Biodomain: Calcium Ion Import Across Plasma Membrane, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Copper Ion Import Across Plasma Membrane -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism

Pathway: D-Glucose Import Across Plasma Membrane -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response, Autophagy

Pathway: Iron Ion Import Across Plasma Membrane -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: L-Glutamate Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Serine Import Across Plasma Membrane -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Immune Response

Pathway: Sodium Ion Import Across Plasma Membrane -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Autophagy, Cell Cycle

Pathway: Skeletal Muscle Myofibril -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Apoptosis, Myelination

Pathway: Symmetric Cell Division -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Immune Response, Mitochondrial Metabolism

Pathway: Maintenance Of Cell Number -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Immune Response, Autophagy

Pathway: Macromolecule Deacylation -> Biodomain: Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress, DNA Repair

Pathway: Macromolecule Depalmitoylation -> Biodomain: Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress, Structural Stabilization

Pathway: Positive Regulation Of The Force Of Heart Contraction -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Negative Regulation Of The Force Of Heart Contraction -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Protein Insertion Into Plasma Membrane -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Import Across Plasma Membrane -> Biodomain: Vasculature, Immune Response, Autophagy, Lipid Metabolism, Structural Stabilization

Pathway: Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules -> Biodomain: Proteostasis, Immune Response, Structural Stabilization, Apoptosis, Cell Cycle

Pathway: Cell Aggregation -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Apoptosis, Mitochondrial Metabolism

Pathway: Fast, Calcium Ion-Dependent Exocytosis Of Neurotransmitter -> Biodomain: Synapse, Oxidative Stress, Apoptosis, Proteostasis, Calcium Ion Homeostasis

Pathway: Cerebellar Neuron Development -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Cell Cycle

Pathway: Cellular Response To Interleukin-8 -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Response To Interleukin-7 -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Cellular Response To Interleukin-7 -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Mitochondrial Metabolism

Pathway: Fbxo Family Protein Binding -> Biodomain: Proteostasis, Apoptosis, Immune Response, Autophagy, DNA Repair

Pathway: Inorganic Ion Homeostasis -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy, Immune Response

Pathway: Skin Epidermis Development -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Proteostasis, Endolysosome

Pathway: Response To Mitochondrial Depolarisation -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Apoptosis, Proteostasis

Pathway: Mechanosensitive Potassium Channel Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Biofilm Matrix Disassembly -> Biodomain: Immune Response, Autophagy, Oxidative Stress, Proteostasis, Structural Stabilization

Pathway: Golgi Apparatus Subcompartment -> Biodomain: Structural Stabilization, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis

Pathway: Xenophagy -> Biodomain: Autophagy, Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Presynapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Postsynapse -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Global Gene Silencing By Mrna Cleavage -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Immune Response

Pathway: Membrane Protein Complex -> Biodomain: Structural Stabilization, Synapse, Mitochondrial Metabolism, Proteostasis, Endolysosome

Pathway: Plasma Membrane Protein Complex -> Biodomain: Synapse, Structural Stabilization, Immune Response, Mitochondrial Metabolism, Apoptosis

Pathway: Outer Mitochondrial Membrane Protein Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Inner Mitochondrial Membrane Protein Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Respiratory Chain Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Non-Motile Cilium Membrane -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Immune Response, Lipid Metabolism

Pathway: Mrna Cap Binding -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, DNA Repair

Pathway: Nitrite Reductase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy, DNA Repair

Pathway: Neurotransmitter Reuptake -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Nuclear Chromosome Segregation -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Oxidative Stress

Pathway: Spontaneous Synaptic Transmission -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle

Pathway: Modulation Of Excitatory Postsynaptic Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: Evoked Excitatory Postsynaptic Potential -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Immune Response
