Once upon a time, a gentle unicorn named Luna roamed a sparkling meadow filled with flowers that glowed at night. One evening, she discovered a sad little star that had fallen from the sky, and with a twinkle of her horn, she lifted it back into the heavens. From that day on, every night the star would shine brighter, guiding Luna home as they became the best of friends.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis

Pathway: Replication-Born Double-Strand Break Repair Via Sister Chromatid Exchange -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Autophagy, Epigenetic

Pathway: Cellular Response To Brain-Derived Neurotrophic Factor Stimulus -> Biodomain: Immune Response, Synapse, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Response To Insulin-Like Growth Factor Stimulus -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Glyoxalase (Glycolic Acid-Forming) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Rzz Complex -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Synapse, Mitochondrial Metabolism

Pathway: Ryanodine Receptor Complex -> Biodomain: Mitochondrial Metabolism, Synapse, Structural Stabilization, Calcium Homeostasis, Proteostasis

Pathway: Mitotic Recombination-Dependent Replication Fork Processing -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy

Pathway: Stereocilia Tip-Link Density -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Apoptosis

Pathway: Mirna Transport -> Biodomain: RNA Spliceosome, Immune Response, Apoptosis, Endolysosome, Proteostasis

Pathway: Peroxisomal Importomer Complex -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: Extracellular Matrix Protein Binding -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Apoptosis, Extracellular Matrix

Pathway: Prirna 3'-End Processing -> Biodomain: RNA Spliceosome, Autophagy, DNA Repair, Epigenetic, Immune Response

Pathway: Sirna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Upper Tip-Link Density -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Apoptosis, Cell Cycle

Pathway: U6 2'-O-Snrna Methylation -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Map Kinase Serine/Threonine Phosphatase Activity -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Oxidative Stress, RNA Spliceosome

Pathway: Intrinsic Apoptotic Signaling Pathway In Response To Nitrosative Stress -> Biodomain: Apoptosis, Oxidative Stress, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Peptidyl-Threonine Autophosphorylation -> Biodomain: Autophagy, Proteostasis, Cell Cycle, Apoptosis, Immune Response

Pathway: F-Box Domain Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Metal Binding and Homeostasis, Immune Response

Pathway: U1 Snrnp Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: U2 Snrnp Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Immune Response

Pathway: Exon-Exon Junction Complex Binding -> Biodomain: RNA Spliceosome, Proteostasis, Immune Response, Apoptosis, DNA Repair

Pathway: Linear Polyubiquitin Binding -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis

Pathway: Parkin-Fbxw7-Cul1 Ubiquitin Ligase Complex -> Biodomain: Autophagy, Proteostasis, Apoptosis, DNA Repair, Metal Binding and Homeostasis

Pathway: L-Type Voltage-Gated Calcium Channel Complex -> Biodomain: Vasculature, Oxidative Stress, Apoptosis, Proteostasis, Myelination

Pathway: Mitochondrion-Endoplasmic Reticulum Membrane Tethering -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Transferrin Receptor Binding -> Biodomain: Metal Binding and Homeostasis, Immune Response, Oxidative Stress, Mitochondrial Metabolism, Autophagy

Pathway: Leptin Receptor Binding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Omegasome -> Biodomain: Autophagy, Endolysosome, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Protein Autosumoylation -> Biodomain: Proteostasis, Autophagy, DNA Repair, Apoptosis, Epigenetic

Pathway: Mtrec Complex -> Biodomain: RNA Spliceosome, Autophagy, Epigenetic, Proteostasis, DNA Repair

Pathway: Response To Ultrasound -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Cell Cycle, Oxidative Stress

Pathway: Mrna Pseudouridine Synthesis -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, DNA Repair, Immune Response

Pathway: Mitotic Spindle Microtubule -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Synapse, Structural Stabilization

Pathway: Exon-Exon Junction Subcomplex Mago-Y14 -> Biodomain: RNA Spliceosome, Proteostasis, DNA Repair, Immune Response, Autophagy

Pathway: Dense Core Granule Maturation -> Biodomain: Endolysosome, Proteostasis, Autophagy, Synapse, Apoptosis

Pathway: Dense Core Granule Exocytosis -> Biodomain: Synapse, Apoptosis, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Mitotic Dna-Templated Dna Replication -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Apoptosis, Proteostasis

Pathway: Ckm Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Epigenetic, DNA Repair

Pathway: Cry-Per Complex -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, DNA Repair, Epigenetic

Pathway: Clock-Bmal Transcription Complex -> Biodomain: Proteostasis, Epigenetic, Cell Cycle, Autophagy, Unknown

Pathway: Single-Stranded 3'-5' Dna Helicase Activity -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Pyrimidine Nucleotide Import Into Mitochondrion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Bone Regeneration -> Biodomain: Immune Response, Apoptosis, Proteostasis, Structural Stabilization, Oxidative Stress

Pathway: Glycosylphosphatidylinositol-Mannosyltransferase I Complex -> Biodomain: Proteostasis, Autophagy, Lipid Metabolism, Immune Response, Structural Stabilization

Pathway: Phospholipid-Translocating Atpase Complex -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Structural Stabilization

Pathway: Dom34-Hbs1 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Cell Cycle, Epigenetic

Pathway: Neuron Projection Maintenance -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Immune Response

Pathway: Fructose Import Across Plasma Membrane -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Mitochondrial Manganese Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Proteostasis

Pathway: Mitochondrial Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Mitochondrial S-Adenosyl-L-Methionine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Mitochondrial Atp Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Mitochondrial Phosphate Ion Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, DNA Repair

Pathway: Mitochondrial Fad Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, Metal Binding and Homeostasis

Pathway: Mitochondrial Nad Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Mitochondrial Alpha-Ketoglutarate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, Apoptosis

Pathway: Mitochondrial Coenzyme A Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism, Metal Binding and Homeostasis

Pathway: Hsp90-Cdc37 Chaperone Complex -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Oxidative Stress, Tau Homeostasis

Pathway: I(Kach) Inward Rectifier Potassium Channel Complex -> Biodomain: Synapse, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Udp-N-Acetylglucosamine Transmembrane Transport -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization, Immune Response

Pathway: Gdp-Mannose Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, RNA Spliceosome, Metal Binding and Homeostasis

Pathway: Tert-Rmrp Complex -> Biodomain: Mitochondrial Metabolism, Autophagy, RNA Spliceosome, DNA Repair, Proteostasis

Pathway: Potassium Ion Import Across Plasma Membrane -> Biodomain: Ion Transport, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis

Pathway: Mitochondrial L-Ornithine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Perinuclear Endoplasmic Reticulum Membrane -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Oxidative Stress, Lipid Metabolism

Pathway: Phospholipase D Activator Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Structural Stabilization, Immune Response

Pathway: Cardiac Troponin Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Apoptosis

Pathway: Atf4-Creb1 Transcription Factor Complex -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Endolysosome, DNA Repair

Pathway: Atf1-Atf4 Transcription Factor Complex -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Endolysosome, Immune Response

Pathway: Protein K69-Linked Ufmylation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Immune Response, DNA Repair

Pathway: Mast Cell Secretagogue Receptor Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Aip1-Ire1 Complex -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, DNA Repair

Pathway: 3' Overhang Single-Stranded Dna Endodeoxyribonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Dark Adaptation -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Ire1-Traf2-Ask1 Complex -> Biodomain: Apoptosis, Proteostasis, Endolysosome, Immune Response, Oxidative Stress

Pathway: Glutamate-Cysteine Ligase Regulator Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy, Immune Response

Pathway: Regulation Of Cytoplasmic Translational Initiation In Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Apoptosis, DNA Repair

Pathway: Chop-Atf4 Complex -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Endolysosome, Autophagy

Pathway: Anpr-A Receptor Complex -> Biodomain: Vasculature, Immune Response, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Chop-Atf3 Complex -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Endolysosome, Immune Response

Pathway: Mitochondrial Outer Membrane Fusion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Mitochondrial Inner Membrane Fusion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis

Pathway: Phospholamban Complex -> Biodomain: Proteostasis, Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Calcium Homeostasis

Pathway: Ire1-Rack1-Pp2A Complex -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Apoptosis, Endolysosome

Pathway: Proximal Dendrite -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Immune Response, Autophagy

Pathway: Response To Prolactin -> Biodomain: Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis, Endolysosome

Pathway: Response To Iron Ion Starvation -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Autophagy, Immune Response, DNA Repair

Pathway: Cellular Response To Prolactin -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Mitochondrial Metabolism

Pathway: C/Ebp Complex -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Structural Stabilization

Pathway: Sebum Secreting Cell Proliferation -> Biodomain: Immune Response, Lipid Metabolism, Apoptosis, Proteostasis, Vasculature

Pathway: Calprotectin Complex -> Biodomain: Immune Response, Metal Binding and Homeostasis, Oxidative Stress, Apoptosis, Proteostasis

Pathway: S100A8 Complex -> Biodomain: Proteostasis, Immune Response, Apoptosis, Oxidative Stress, Metal Binding and Homeostasis

Pathway: S100A9 Complex -> Biodomain: Oxidative Stress, Immune Response, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Nkx-2.5 Complex -> Biodomain: Cardiac Development, Immune Response, Proteostasis, Apoptosis, DNA Repair

Pathway: Anxa2-P11 Complex -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Endolysosome, Cell Cycle

Pathway: Pcsk9-Ldlr Complex -> Biodomain: Endolysosome, Lipid Metabolism, Immune Response, Apoptosis, Proteostasis

Pathway: Pcsk9-Anxa2 Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Apoptosis

Pathway: Golgi Cis Cisterna Membrane -> Biodomain: Structural Stabilization, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Golgi Medial Cisterna Membrane -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization, Proteostasis, Autophagy

Pathway: Golgi Trans Cisterna Membrane -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization, Autophagy, Proteostasis

Pathway: Response To Melanocyte-Stimulating Hormone -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Csf1-Csf1R Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Dna Double-Strand Break Attachment To Nuclear Envelope -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Ush2 Complex -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Apoptosis

Pathway: Protein Depalmitoleylation -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Structural Stabilization

Pathway: Palmitoleoyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress

Pathway: Palmitoleyl Hydrolase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: Nucleolar Chromatin Organization -> Biodomain: Proteostasis, DNA Repair, Autophagy, Epigenetic, Cell Cycle

Pathway: Cholangiocyte Proliferation -> Biodomain: Proteostasis, Immune Response, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Mad1 Complex -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Mitochondrial Metabolism, DNA Repair

Pathway: Conditioned Place Preference -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Presynaptic Active Zone Organization -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Mitochondrial Metabolism

Pathway: Beta-Catenin-Icat Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: Hfe-Transferrin Receptor Complex -> Biodomain: Metal Binding and Homeostasis, Iron Homeostasis, Immune Response, Proteostasis, Endolysosome

Pathway: Survivin Complex -> Biodomain: Apoptosis, Proteostasis, Immune Response, Mitochondrial Metabolism, Cell Cycle

Pathway: Mrna Cds Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, DNA Repair

Pathway: Axonemal Central Apparatus -> Biodomain: Structural Stabilization, Synapse, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Axonemal Central Pair Projection -> Biodomain: Synapse, Mitochondrial Metabolism, Structural Stabilization, Autophagy, Cell Cycle

Pathway: Dapk1-Calmodulin Complex -> Biodomain: Apoptosis, Autophagy, Oxidative Stress, Proteostasis, Immune Response

Pathway: Cytoplasmic Periphery Of The Nuclear Pore Complex -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Autophagy, Structural Stabilization

Pathway: Galectin Complex -> Biodomain: Proteostasis, Immune Response, Apoptosis, Oxidative Stress, Autophagy

Pathway: Lsm1-7-Pat1 Complex -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, DNA Repair, Immune Response

Pathway: Mitotic Spindle Assembly Checkpoint Mad1-Mad2 Complex -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, DNA Repair, Oxidative Stress

Pathway: Vcp-Nsfl1C Complex -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, DNA Repair

Pathway: Titin-Telethonin Complex -> Biodomain: Structural Stabilization, Myelination, Proteostasis, Oxidative Stress, Apoptosis

Pathway: Response To Manganese-Induced Endoplasmic Reticulum Stress -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Mitochondrial Metabolism, DNA Repair

Pathway: Pseudouridine 5'-Phosphatase Activity -> Biodomain: RNA Spliceosome, Autophagy, Epigenetic, Immune Response, Structural Stabilization

Pathway: Granulosa Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Endolysosome

Pathway: Microvesicle -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Lipid Metabolism, Proteostasis

Pathway: Protein Sialylation -> Biodomain: Proteostasis, Lipid Metabolism, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Earp Complex -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Autophagy, Oxidative Stress

Pathway: Cellular Detoxification -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis, Apoptosis

Pathway: Microtubule End -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse

Pathway: Mitotic Spindle Microtubule Depolymerization -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Synapse, Structural Stabilization

Pathway: Ubiquitin-Like Ligase-Substrate Adaptor Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, DNA Repair, Immune Response

Pathway: Ubiquitin Ligase Activator Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Autophagy

Pathway: Mitotic Sister Chromatid Biorientation -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, RNA Spliceosome, DNA Repair

Pathway: Osmolarity-Sensing Monoatomic Cation Channel Activity -> Biodomain: Osmolarity-Sensing Monoatomic Cation Channel Activity, Ion Transport, Membrane Potential, Cell Signaling, Cellular Homeostasis

Pathway: Growth Cone Lamellipodium -> Biodomain: Synapse, Structural Stabilization, Axon Guidance, Proteostasis, Apoptosis

Pathway: Arrestin Family Protein Binding -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, Structural Stabilization

Pathway: Myofibroblast Contraction -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Structural Stabilization, Immune Response

Pathway: Proximal Neuron Projection -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Axon Guidance, Immune Response

Pathway: Small Intestine Smooth Muscle Contraction -> Biodomain: Vasculature, Immune Response, Apoptosis, Structural Stabilization, Cell Cycle

Pathway: Clathrin-Dependent Extracellular Exosome Endocytosis -> Biodomain: Endolysosome, Autophagy, Mitochondrial Metabolism, Immune Response, Tau Homeostasis

Pathway: Response To Angiotensin -> Biodomain: Immune Response, Vasculature, Oxidative Stress, Apoptosis, Mitochondrial Metabolism

Pathway: Lipoprotein Particle -> Biodomain: Lipid Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Protein Localization To Cell Periphery -> Biodomain: Membrane Transport, Synapse, Proteostasis, Autophagy, Immune Response

Pathway: Glycoprotein Ib-Ix-V Complex -> Biodomain: Immune Response, Vasculature, Apoptosis, Mitochondrial Metabolism, Structural Stabilization

Pathway: Cytoplasmic Side Of Dendritic Spine Plasma Membrane -> Biodomain: Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Protein Tyrosine Kinase Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Oxidative Stress

Pathway: Response To Water-Immersion Restraint Stress -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Proteostasis, Apoptosis

Pathway: Cellular Response To Dsdna -> Biodomain: Immune Response, DNA Repair, Autophagy, Oxidative Stress, Proteostasis

Pathway: Negative Regulation Of Hh Target Transcription Factor Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Gli-Sufu Complex -> Biodomain: Proteostasis, Apoptosis, Immune Response, Endolysosome, Cell Cycle

Pathway: Response To Glial Cell Derived Neurotrophic Factor -> Biodomain: Immune Response, Synapse, Proteostasis, Oxidative Stress, Apoptosis

Pathway: Dorsal Root Ganglion Development -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Cell Cycle

Pathway: Cellular Response To Glial Cell Derived Neurotrophic Factor -> Biodomain: Immune Response, Synapse, Proteostasis, Apoptosis, Autophagy

Pathway: Basolateral Part Of Cell -> Biodomain: Cell Cycle, Synapse, Proteostasis, Vasculature, Immune Response

Pathway: Ligand-Gated Ion Channel Signaling Pathway -> Biodomain: Synapse, Immune Response, Oxidative Stress, Apoptosis, Proteostasis

Pathway: Endoplasmic Reticulum Tubular Network Membrane Organization -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome

Pathway: Mwp Complex -> Biodomain: Structural Stabilization, Cell Cycle, Myelination, Autophagy, Proteostasis

Pathway: Growth Cone Filopodium -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Mitochondrial Metabolism

Pathway: Dna/Dna Annealing Activity -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis

Pathway: Poly(A) Rna Polymerase Activity -> Biodomain: RNA Spliceosome, Apoptosis, Immune Response, DNA Repair, Proteostasis

Pathway: Basic Amino Acid Transmembrane Transport -> Biodomain: Vasculature, Immune Response, Proteostasis, Apoptosis, Cell Cycle

Pathway: Response To Leukemia Inhibitory Factor -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Sequence-Specific Mrna Binding -> Biodomain: RNA Spliceosome, Immune Response, Apoptosis, Proteostasis, Metal Binding and Homeostasis

Pathway: Hepatocyte Dedifferentiation -> Biodomain: Immune Response, Apoptosis, Proteostasis, Mitochondrial Metabolism, Autophagy

Pathway: C-Rich Single-Stranded Dna Binding -> Biodomain: DNA Repair, RNA Spliceosome, Apoptosis, Epigenetic, Proteostasis

Pathway: Cellular Response To Leukemia Inhibitory Factor -> Biodomain: Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis, Cell Cycle

Pathway: Response To Odorant -> Biodomain: Immune Response, Synapse, Autophagy, Oxidative Stress, Mitochondrial Metabolism

Pathway: Sequence-Specific Double-Stranded Dna Binding -> Biodomain: RNA Spliceosome, DNA Repair, Epigenetic, Autophagy, Cell Cycle

Pathway: Poly(U)-Specific Exoribonuclease Activity, Producing 3' Uridine Cyclic Phosphate Ends -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, Immune Response, DNA Repair

Pathway: Response To Endothelin -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Structural Stabilization, Apoptosis

Pathway: Promoter-Specific Chromatin Binding -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, Autophagy, Proteostasis

Pathway: Adaptive Thermogenesis -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Wnt-Frizzled-Lrp5/6 Complex -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Cell Cycle

Pathway: Methionyl-Initiator Methionine Trna Binding -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Cellular Response To Lectin -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Autophagy, Proteostasis

Pathway: Cellular Response To Endothelin -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Apoptosis

Pathway: Acinar Cell Proliferation -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Cellular Response To Chemokine -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Endolysosome, Proteostasis

Pathway: Vascular Associated Smooth Muscle Cell Proliferation -> Biodomain: Vasculature, Apoptosis, Immune Response, Cell Cycle, Structural Stabilization

Pathway: Cytoplasmic Side Of Nuclear Pore -> Biodomain: Structural Stabilization, Proteostasis, Immune Response, Apoptosis, Endolysosome

Pathway: Fnip-Folliculin Ragc/D Gap -> Biodomain: Mitochondrial Metabolism, Autophagy, Apoptosis, Immune Response, Proteostasis

Pathway: Cst Complex -> Biodomain: Immune Response, DNA Repair, Apoptosis, Proteostasis, Oxidative Stress

Pathway: 18S Rrna Cytidine N-Acetyltransferase Activity -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, DNA Repair, Autophagy

Pathway: Histone H4K20Me3 Reader Activity -> Biodomain: Epigenetic, Autophagy, DNA Repair, Proteostasis, Immune Response

Pathway: Netrin Receptor Binding -> Biodomain: Synapse, Immune Response, Cell Cycle, Apoptosis, Structural Stabilization

Pathway: Ribonucleoprotein Complex -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Epigenetic, DNA Repair

Pathway: Beta-Catenin-Tcf Complex -> Biodomain: Proteostasis, Immune Response, Apoptosis, Cell Cycle, DNA Repair

Pathway: Wnt Signalosome -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Tau Homeostasis, Cell Cycle

Pathway: Response To Hypobaric Hypoxia -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Autophagy

Pathway: Response To Psychosocial Stress -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, DNA Repair

Pathway: Sperm Head Plasma Membrane -> Biodomain: Synapse, Vasculature, Apoptosis, Proteostasis, Immune Response

Pathway: Ooplasm -> Biodomain: Ooplasm, Structural Stabilization, Lipid Metabolism, Immune Response, Autophagy

Pathway: Double-Strand Break Repair Involved In Meiotic Recombination -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Epigenetic, Immune Response

Pathway: Pet Complex -> Biodomain: RNA Spliceosome, Autophagy, Immune Response, Proteostasis, Epigenetic

